title,Year,bedrooms,district,unit_price,transaction_date
沈巷新村,1996年建板楼,l4,baoshan,22571,2017.01.13
宝虹家园,2005年建板楼,l4,baoshan,17993,2016.10.10
锦秋路1188弄,1995年建板楼,l4,baoshan,18720,2016.02.20
大华公园世家康华苑,2002年建板楼,l4,baoshan,19450,2012.10.30
康泰东苑,2002年建板楼,l4,baoshan,21080,2012.07.18
新顾村大家园C区,2006年建板楼,l5,baoshan,18209,2016.03.05
星福家园,2004年建板楼,l5,baoshan,20002,2016.02.03
金星绿苑,2005年建板楼,l3,baoshan,11534,2016.03.12
富锦苑,1999年建板楼,l4,baoshan,18226,2016.07.23
宝华北岸郡墅,2012年建板楼,l4,baoshan,16059,2016.01.16
共富二村,2004年建板楼,l4,baoshan,16725,2015.12.28
富锦苑,2001年建板楼,l4,baoshan,12895,2015.11.28
金地艺境(宝山),2012年建板楼,l4,baoshan,19240,2015.09.14
美岸栖庭(公寓),2013年建板楼,l1,baoshan,68686,2021.11.15
美岸栖庭(公寓),2013年建板楼,l1,baoshan,66097,2021.10.12
美岸栖庭(公寓),2013年建板楼,l1,baoshan,67544,2021.09.28
美岸栖庭(公寓),2013年建板楼,l1,baoshan,68226,2021.06.25
美岸栖庭(公寓),2013年建板楼,l1,baoshan,65669,2021.06.19
美岸栖庭(公寓),2013年建板楼,l1,baoshan,68655,2021.06.09
和欣国际花园,2007年建板楼,l1,baoshan,70878,2020.05.31
和欣国际花园,2007年建板楼,l1,baoshan,71690,2020.05.24
和欣国际花园,2007年建板楼,l1,baoshan,67425,2019.08.28
和欣国际花园,2007年建板楼,l1,baoshan,61536,2019.07.18
美岸栖庭(公寓),2013年建板楼,l1,baoshan,65689,2017.06.09
和欣国际花园,2007年建板楼,l1,baoshan,68630,2016.09.10
宝钢一村,1981年建板楼,l2,baoshan,70851,2021.01.03
宝钢一村,1978年建板楼,l2,baoshan,68160,2020.12.06
宝钢一村,1978年建板楼,l2,baoshan,65333,2020.08.03
恒达家园,2015年建板楼,l1,baoshan,65098,2021.11.14
中环一号(二期),2012年建板楼,l1,baoshan,61166,2021.11.13
锦华苑,1999年建板楼,l1,baoshan,69056,2021.10.30
长宏新苑,2000年建板楼,l1,baoshan,50081,2021.10.27
文华苑(宝山),1997年建板楼,l1,baoshan,64468,2021.09.09
杨泰康苑,2012年建板楼,l1,baoshan,57410,2021.08.09
美岸栖庭(公寓),2013年建板楼,l1,baoshan,66214,2021.08.01
上大阳光乾泽园,2012年建板楼,l1,baoshan,56717,2021.05.13
文华苑(宝山),1997年建板楼,l1,baoshan,61137,2021.05.10
金鑫花园(公寓),2005年建板楼,l1,baoshan,68154,2021.05.09
万科四季花城,2006年建板楼,l1,baoshan,47773,2021.05.08
万科四季花城,2007年建板楼,l1,baoshan,52808,2021.05.07
文宝苑,2008年建板楼,l1,baoshan,55262,2021.04.26
文宝苑,2008年建板楼,l1,baoshan,54562,2021.04.25
大华一村,1995年建板楼,l1,baoshan,58136,2021.04.20
九英里,2007年建板楼,l1,baoshan,59852,2021.04.05
和泰苑,2006年建板楼,l1,baoshan,49664,2021.04.04
新梅绿岛苑,2007年建板楼,l1,baoshan,59091,2021.03.30
锦秋花园,2017年建板楼,l1,baoshan,63753,2021.03.26
文宝苑,2008年建板楼,l1,baoshan,53870,2021.03.23
康泰东苑,2002年建板楼,l1,baoshan,61147,2021.03.21
汇枫景苑,2015年建板楼,l1,baoshan,60170,2021.03.13
汇枫景苑,2015年建塔楼,l1,baoshan,58620,2021.03.12
学林苑,2004年建板楼,l1,baoshan,58489,2021.03.07
东方丽都,2011年建板楼,l1,baoshan,48652,2021.03.07
三花现代城(二期香梅苑),2008年建板楼,l1,baoshan,70654,2021.03.02
文华苑(宝山),1998年建板楼,l1,baoshan,64839,2021.02.07
中环国际公寓(二期),2015年建板楼,l1,baoshan,70296,2021.02.06
中环一号(二期),2012年建板楼,l1,baoshan,67232,2021.02.03
南华苑,1996年建板楼,l1,baoshan,57867,2021.01.25
淞南四村,1996年建板楼,l2,baoshan,48073,2021.11.22
祁连四村,1998年建板楼,l2,baoshan,51063,2021.11.19
祁连一村,1994年建板楼,l2,baoshan,46934,2021.11.12
通河一村,1993年建板楼,l2,baoshan,57767,2021.10.24
远洋香奈,2014年建板楼,l2,baoshan,51336,2021.10.15
大华二村,1995年建板楼,l2,baoshan,55969,2021.10.09
淞南七村,1994年建板楼,l2,baoshan,51535,2021.10.07
共康五村,1995年建板楼,l2,baoshan,50351,2021.09.30
通河一村,1993年建板楼,l2,baoshan,63553,2021.09.16
宝山二村,1994年建板楼,l2,baoshan,46372,2021.09.12
通河一村,1988年建板楼,l2,baoshan,62715,2021.09.05
通河一村,1993年建板楼,l2,baoshan,65590,2021.08.29
大华二村,1997年建板楼,l2,baoshan,58561,2021.08.27
岭南家园,1996年建板楼,l2,baoshan,50962,2021.08.25
淞南二村,1994年建板楼,l2,baoshan,55854,2021.07.11
杨泰春城,2007年建板楼,l2,baoshan,60783,2021.06.27
祁连一村,1998年建板楼,l2,baoshan,47864,2021.06.24
淞南七村,1997年建板楼,l2,baoshan,47562,2021.06.21
祁连一村,1995年建板楼,l2,baoshan,48174,2021.06.20
通河一村,1986年建板楼,l2,baoshan,63631,2021.06.16
星福家园,2005年建板楼,l2,baoshan,50840,2021.06.11
大华二村,1995年建板楼,l2,baoshan,55556,2021.06.10
中梁英伦印象(公寓),2012年建板楼,l2,baoshan,53830,2021.06.07
淞南九村（北区）,1994年建板楼,l2,baoshan,52075,2021.06.03
淞南七村,1995年建板楼,l2,baoshan,51484,2021.06.01
通河一村,1995年建板楼,l2,baoshan,60695,2021.05.24
祁连四村,1997年建板楼,l2,baoshan,48747,2021.05.20
祁连一村,1995年建板楼,l2,baoshan,50374,2021.05.17
乾溪二村,1997年建板楼,l2,baoshan,46104,2021.05.17
共和小区,1996年建板楼,l2,baoshan,53798,2021.05.13
淞南六村,1994年建板楼,l3,baoshan,50914,2021.03.11
祁连一村,1998年建板楼,l3,baoshan,48058,2021.02.04
呼玛二村,1995年建板楼,l3,baoshan,47201,2020.11.22
通河一村,1988年建板楼,l3,baoshan,49779,2019.12.10
淞南六村,1995年建板楼,l3,baoshan,46458,2019.11.11
聚丰景都,2008年建板楼,l3,baoshan,53855,2019.08.25
宝林二村,1989年建板楼,l3,baoshan,43504,2019.06.12
呼玛三村,1994年建板楼,l3,baoshan,47859,2019.04.29
中环一号(二期),2012年建板楼,l3,baoshan,57327,2019.01.28
淞南五村,1997年建板楼,l3,baoshan,46094,2019.01.08
呼玛三村,1994年建板楼,l3,baoshan,45827,2018.11.09
梧桐城邦三期,2010年建板楼,l3,baoshan,69231,2018.08.17
嘉骏花苑,2004年建板楼,l3,baoshan,52379,2018.06.27
新顾村大家园A区,2004年建板楼,l3,baoshan,52981,2018.04.13
宝林二村,1989年建板楼,l3,baoshan,48981,2018.04.04
宝林二村,1990年建板楼,l3,baoshan,47583,2018.03.03
海滨八村,1991年建板楼,l3,baoshan,43203,2017.12.10
泗塘三村,1984年建板楼,l3,baoshan,46584,2017.06.06
宝林七村,1992年建板楼,l3,baoshan,47620,2017.05.27
宝钢四村,1980年建板楼,l3,baoshan,49276,2017.02.19
宝钢一村,1982年建板楼,l3,baoshan,47091,2016.09.10
梧桐城邦大公馆,2011年建板楼,l3,baoshan,57859,2016.07.30
梧桐城邦大公馆,2011年建板楼,l3,baoshan,62851,2016.06.25
新顾村大家园C区,2006年建板楼,l4,baoshan,54329,2021.01.25
嘉骏花苑,2004年建板楼,l4,baoshan,54421,2019.03.09
圣卡洛铂庭,2007年建板楼,l1,baoshan,40906,2021.10.07
乾溪二村,2000年建板楼,l1,baoshan,45417,2021.08.16
馨佳园(潘广路1765弄),2014年建板楼,l1,baoshan,43860,2021.05.01
汇秀公寓,2003年建板楼,l1,baoshan,52494,2020.12.17
万科四季花城,2007年建板楼,l1,baoshan,45115,2020.07.21
锦秋花园,2015年建板楼,l1,baoshan,43692,2020.04.05
远东君悦庭,2016年建板楼,l1,baoshan,55775,2020.03.22
大华虎城第三空间,2012年建塔楼,l1,baoshan,37277,2019.12.15
远东君悦庭,2016年建板楼,l1,baoshan,55279,2019.11.10
梧桐城邦三期,2010年建板楼,l1,baoshan,48269,2019.07.24
远东君悦庭,2016年建板楼,l1,baoshan,54508,2019.07.11
远东君悦庭,2016年建板楼,l1,baoshan,55916,2019.06.27
远东君悦庭,2016年建板楼,l1,baoshan,56057,2019.04.18
保利叶之林(一期),2014年建板楼,l1,baoshan,54333,2018.12.17
远东君悦庭,2016年建板楼,l1,baoshan,55465,2018.10.25
昌鑫时代绿园,2004年建板楼,l1,baoshan,51369,2018.03.02
大华朗香花园(二期),2019年建板楼,l1,baoshan,53757,2018.01.11
聚丰景都,2010年建板楼,l1,baoshan,49315,2017.06.26
聚丰景都,2010年建板楼,l1,baoshan,48523,2017.05.25
万业紫辰苑,2014年建板楼,l1,baoshan,47423,2017.05.23
美岸栖庭(公寓),2013年建板楼,l1,baoshan,53379,2016.09.24
中环一号(五期),2013年建板楼,l1,baoshan,54961,2016.09.18
旭辉依云湾,2010年建板楼,l1,baoshan,40828,2016.08.02
昌鑫家园,2000年建板楼,l1,baoshan,48939,2016.03.20
梧桐城邦(一期),2006年建板楼,l1,baoshan,48512,2016.03.18
中环一号(五期),2013年建板楼,l1,baoshan,42338,2016.01.28
共富二村,2000年建板楼,l2,baoshan,42214,2021.11.21
保利叶上海(一期),2010年建板楼,l2,baoshan,46723,2021.11.21
大黄馨园,2012年建板楼,l2,baoshan,39965,2021.11.21
馨佳园(菊泉街1969弄),2011年建塔楼,l2,baoshan,41867,2021.11.21
美兰湖中华园,2011年建板楼,l2,baoshan,43825,2021.11.19
杨泰二村,1996年建板楼,l2,baoshan,41229,2021.11.15
好日子大家园C区,2008年建板楼,l2,baoshan,45228,2021.11.14
采菊苑,2008年建板楼,l2,baoshan,49538,2021.11.09
共富三村,1998年建板楼,l2,baoshan,45880,2021.11.07
好日子大家园B区,2007年建板楼,l2,baoshan,44721,2021.11.07
丽景翠庭,2009年建板楼,l2,baoshan,42719,2021.10.25
共富二村,1996年建板楼,l2,baoshan,42716,2021.10.24
中怡家园,2014年建板楼,l2,baoshan,37090,2021.10.24
丽景翠庭,2008年建板楼,l2,baoshan,42088,2021.10.24
美兰湖中华园,2011年建板楼,l2,baoshan,43028,2021.10.24
古北菊翔苑(菊联路233弄),2008年建板楼,l2,baoshan,44817,2021.10.22
馨佳园(丹霞山路257弄),2011年建板楼,l2,baoshan,47111,2021.10.20
新天地荻泾花园,2011年建板楼,l2,baoshan,41834,2021.10.19
古北菊翔苑(菊联路232弄),2008年建板楼,l2,baoshan,45718,2021.10.10
古北菊翔苑(菊联路233弄),2008年建板楼,l2,baoshan,43712,2021.10.04
保利叶上海(一期),2010年建板楼,l2,baoshan,50452,2021.10.04
万业紫辰苑,2012年建板楼,l2,baoshan,51233,2021.09.30
宝启公寓,2000年建板楼,l2,baoshan,48755,2021.09.20
新天地荻泾花园,2006年建板楼,l2,baoshan,43727,2021.09.19
东方帕堤欧,2010年建板楼,l2,baoshan,47286,2021.09.13
李金怡心园,1994年建板楼,l2,baoshan,47195,2021.09.11
好日子大家园B区,2007年建板楼,l2,baoshan,45323,2021.09.05
馨佳园(菊盛路1158弄),2010年建板楼,l2,baoshan,42160,2021.08.28
采菊苑,2008年建板楼,l2,baoshan,49511,2021.08.17
馨佳园(菊泉街1346弄),2011年建板楼,l2,baoshan,43109,2021.08.15
世纪非凡怡园,2008年建板楼,l3,baoshan,42007,2021.11.18
杨泰二村,1997年建板楼,l3,baoshan,43008,2021.11.14
美兰湖中华园,2011年建板楼,l3,baoshan,42993,2021.11.03
共富一村,1997年建板楼,l3,baoshan,41887,2021.06.14
淞南九村（北区）,1996年建板楼,l3,baoshan,49244,2021.05.12
淞南七村,1995年建板楼,l3,baoshan,45668,2021.05.01
共富一村,1995年建板楼,l3,baoshan,43439,2021.04.19
泗塘四村,1987年建板楼,l3,baoshan,49073,2021.04.09
淞南十村,1994年建板楼,l3,baoshan,52426,2021.03.22
海江二村,1994年建板楼,l3,baoshan,47724,2021.03.22
呼玛五村,1994年建板楼,l3,baoshan,50046,2021.03.21
淞南五村,1997年建板楼,l3,baoshan,51648,2021.03.14
宝钢十村,1991年建塔楼,l3,baoshan,44194,2021.03.03
共富二村,1996年建板楼,l3,baoshan,42658,2021.03.02
杨泰二村,1994年建板楼,l3,baoshan,38074,2021.02.24
淞南十村,1994年建板楼,l3,baoshan,49342,2021.02.07
通河八村,1994年建板楼,l3,baoshan,50014,2021.02.04
祁连二村,1994年建板楼,l3,baoshan,43385,2021.01.28
通河二村,1992年建板楼,l3,baoshan,49169,2021.01.27
共富一村,1997年建板楼,l3,baoshan,41484,2021.01.21
杨泰二村,1993年建板楼,l3,baoshan,39088,2021.01.10
美兰湖中华园,2011年建板楼,l3,baoshan,38308,2021.01.09
万科琥珀郡园,2010年建板楼,l3,baoshan,48662,2021.01.09
香逸湾,2011年建板楼,l3,baoshan,44275,2021.01.08
共富一村,1997年建板楼,l3,baoshan,37906,2021.01.04
淞南小八村,1995年建暂无数据,l3,baoshan,46283,2021.01.02
乾溪三村,1998年建板楼,l3,baoshan,41861,2020.12.31
宝祁雅苑(北区),2016年建板楼,l3,baoshan,48947,2020.12.30
逸仙二村,1995年建板楼,l3,baoshan,46346,2020.12.27
丰水宝邸(东苑),2005年建板楼,l4,baoshan,42864,2020.12.17
美兰湖中华园,2011年建板楼,l4,baoshan,41629,2020.04.11
东方帕堤欧,2010年建板楼,l4,baoshan,36394,2019.12.22
新顾村大家园B区,2005年建板楼,l4,baoshan,41701,2019.09.04
祁连四村,1998年建板楼,l4,baoshan,45142,2019.04.24
聚丰景都,2010年建板楼,l4,baoshan,47076,2018.11.23
万科琥珀郡园,2010年建板楼,l4,baoshan,41518,2018.10.22
新顾村大家园A区,2006年建板楼,l4,baoshan,45935,2018.07.30
锦龙苑,2000年建板楼,l4,baoshan,53504,2017.11.23
丰水宝邸(东苑),2005年建板楼,l4,baoshan,43978,2017.11.18
上大阳光乾龙苑,2001年建板楼,l4,baoshan,43307,2017.03.25
海江二村,1998年建板楼,l4,baoshan,50489,2016.12.24
自然居家园,2010年建板楼,l4,baoshan,45020,2016.09.18
天馨花园(公寓),2001年建板楼,l4,baoshan,45384,2016.08.22
嘉骏香山苑,2006年建板楼,l4,baoshan,40614,2016.02.21
中梁英伦印象(公寓),2012年建板楼,l4,baoshan,42202,2015.11.12
梧桐城邦三期,2010年建板楼,l1,baoshan,41730,2014.09.25
同盛嘉园,2008年建板楼,l2,baoshan,41672,2021.10.24
新天地荻泾花园,2010年建板楼,l2,baoshan,41376,2021.10.19
新天地荻泾花园,2006年建板楼,l2,baoshan,40307,2021.10.18
世纪非凡锦城,2008年建板楼,l2,baoshan,41063,2021.10.08
新天地荻泾花园,2011年建板楼,l2,baoshan,43955,2021.09.25
新顾村大家园C区,2006年建板楼,l2,baoshan,37093,2021.08.28
美罗家园美安苑,2014年建板楼,l2,baoshan,38170,2021.08.04
禄德华苑,2010年建板楼,l2,baoshan,41136,2021.06.24
友谊家园,2006年建板楼,l2,baoshan,39882,2021.06.21
和泰苑,2006年建板楼,l2,baoshan,44118,2021.04.25
富南苑,2005年建板楼,l2,baoshan,29255,2021.04.24
美兰湖岭域,2009年建板楼,l2,baoshan,36060,2021.04.18
绿洲花园,2006年建板楼,l2,baoshan,40546,2021.04.15
美兰湖岭域,2009年建板楼,l2,baoshan,37875,2021.04.07
宏润韶光花园,2007年建板楼,l2,baoshan,40069,2021.03.27
天馨花园(公寓),2004年建板楼,l2,baoshan,41440,2021.03.14
荣域飘鹰锦和花园(公寓),2011年建板楼,l2,baoshan,40500,2021.03.10
新顾村大家园B区,2005年建板楼,l2,baoshan,41010,2021.03.07
世纪非凡锦城,2008年建板楼,l2,baoshan,38892,2021.02.28
招商海德名门,2013年建板楼,l2,baoshan,41848,2021.02.28
新天地荻泾花园,2006年建板楼,l2,baoshan,38569,2021.02.06
鑫鑫花园,2005年建板楼,l2,baoshan,41991,2021.01.31
上置香岛原墅(公寓),2012年建板楼,l2,baoshan,33470,2021.01.30
宝翔苑,2013年建板楼,l2,baoshan,39824,2021.01.30
丰水宝邸(西苑),2006年建板楼,l2,baoshan,38143,2021.01.27
同盛嘉园,2008年建板楼,l2,baoshan,37042,2021.01.25
绿洲花园,2006年建板楼,l2,baoshan,38109,2021.01.21
好日子大家园C区,2008年建板楼,l2,baoshan,35960,2021.01.20
新天地荻泾花园,2010年建板楼,l2,baoshan,38470,2021.01.19
康桥水都(公寓),2005年建板楼,l2,baoshan,35337,2021.01.15
庆安苑,1998年建板楼,l3,baoshan,34196,2021.11.21
新顾村大家园C区,2006年建板楼,l3,baoshan,41258,2021.11.11
天极盛宅花园,1995年建板楼,l3,baoshan,31685,2021.09.08
环绿国际,2008年建板楼,l3,baoshan,36569,2021.08.01
共富一村,1998年建板楼,l3,baoshan,41589,2021.06.17
庆安苑,1998年建板楼,l3,baoshan,35864,2021.06.03
世纪非凡怡园,2008年建板楼,l3,baoshan,37104,2021.05.13
天馨花园(公寓),2003年建板楼,l3,baoshan,40798,2021.04.18
宏宝公寓,1994年建板楼,l3,baoshan,33221,2021.03.21
顺驰美兰湖,2011年建板楼,l3,baoshan,39561,2021.03.20
上坤乐城,2015年建板楼,l3,baoshan,43397,2021.03.18
成亿宝盛家苑,2006年建板楼,l3,baoshan,41073,2021.03.14
月浦八村,1991年建板楼,l3,baoshan,29058,2021.03.11
杨泰一村,1999年建板楼,l3,baoshan,29507,2021.01.31
共富二村,2005年建板楼,l3,baoshan,40847,2021.01.19
同盛嘉园,2008年建板楼,l3,baoshan,35455,2021.01.18
杨泰一村,1994年建板楼,l3,baoshan,27830,2021.01.17
美罗家园润苑,2015年建塔楼,l3,baoshan,31742,2021.01.16
环绿国际,2008年建板楼,l3,baoshan,33986,2021.01.09
信达郡庭,2012年建板楼,l3,baoshan,38938,2021.01.07
菊泉新城(菊泉街39弄),2005年建板塔结合,l3,baoshan,38981,2021.01.06
檀乡湾,2007年建板楼,l3,baoshan,38989,2021.01.03
菊泉新城(陆翔路678弄),2005年建板楼,l3,baoshan,36192,2021.01.03
美兰湖岭域,2010年建板楼,l3,baoshan,42311,2021.01.01
丰水宝邸(东苑),2005年建板楼,l3,baoshan,38062,2020.12.20
盛宅新村,2008年建板楼,l3,baoshan,34054,2020.12.10
美兰湖岭域,2010年建板楼,l3,baoshan,42263,2020.11.27
盛宅新村,2005年建板楼,l4,baoshan,32889,2020.06.13
祁连四村,1997年建板楼,l4,baoshan,38096,2020.03.13
共富二村,1999年建板楼,l4,baoshan,36303,2019.03.02
吉浦路615弄,1995年建板楼,l4,baoshan,36752,2019.01.18
万科四季花城,2004年建板楼,l4,baoshan,39488,2018.11.27
天馨花园(公寓),2009年建板楼,l4,baoshan,37714,2018.09.26
新顾村大家园B区,2005年建板楼,l4,baoshan,38433,2018.08.29
星福家园,2004年建板楼,l4,baoshan,39040,2018.05.20
美兰湖岭域,2009年建板楼,l4,baoshan,42181,2017.04.06
美兰湖岭域,2009年建板楼,l4,baoshan,35556,2016.03.03
屹立家园,2004年建板楼,l4,baoshan,40377,2016.01.11
金地艺境(宝山),2012年建板楼,l4,baoshan,37892,2015.11.16
锦泰苑,2000年建板楼,l5,baoshan,33889,2016.01.08
岭南雅苑,2002年建板楼,l5,baoshan,35824,2015.09.14
圣卡洛铂庭,2007年建板楼,l2,baoshan,30729,2020.08.23
世纪非凡怡园,2008年建板楼,l2,baoshan,33134,2020.08.19
康桥水都(公寓),2007年建板楼,l2,baoshan,31379,2019.07.26
上置香岛原墅(公寓),2012年建板楼,l2,baoshan,28942,2019.07.04
上置香岛原墅(公寓),2011年建板楼,l2,baoshan,28318,2019.06.11
康桥水都(公寓),2005年建板楼,l2,baoshan,33334,2019.01.16
上置香岛原墅(公寓),2011年建板楼,l2,baoshan,27509,2018.12.26
康桥水都(公寓),2008年建板楼,l2,baoshan,30654,2018.11.14
上置香岛原墅(公寓),2012年建板楼,l2,baoshan,27908,2018.11.07
康桥水都(公寓),2007年建板楼,l2,baoshan,32500,2018.09.29
万科四季花城,2006年建板楼,l2,baoshan,35763,2018.07.08
康桥水都(公寓),2007年建板楼,l2,baoshan,34390,2016.10.15
大唐花园,2009年建板楼,l2,baoshan,31475,2016.10.13
美兰湖岭域,2009年建板楼,l2,baoshan,28073,2016.08.29
圣卡洛铂庭,2007年建板楼,l2,baoshan,32819,2016.08.26
康桥水都(公寓),2008年建板楼,l2,baoshan,29941,2016.08.26
康桥水都(公寓),2007年建板楼,l2,baoshan,28659,2016.07.01
天馨花园(公寓),2009年建板楼,l2,baoshan,30694,2016.02.29
恒鑫公寓,1999年建板楼,l2,baoshan,34565,2016.02.24
天馨花园(公寓),2009年建板楼,l2,baoshan,26309,2016.02.03
旭辉依云湾,2008年建板楼,l2,baoshan,26027,2016.01.30
康泰新城,2003年建板楼,l2,baoshan,33249,2016.01.24
康泰东苑,2002年建板楼,l2,baoshan,29619,2015.12.23
上大聚丰园,2004年建板楼,l2,baoshan,28864,2015.12.15
淞南四村,2003年建板楼,l2,baoshan,27088,2015.12.13
幸之苑,2001年建板楼,l2,baoshan,33700,2015.11.26
美岸栖庭(公寓),2009年建板楼,l2,baoshan,27011,2015.10.18
水韵华庭,2005年建板楼,l2,baoshan,29389,2015.09.24
康泰新城,2001年建板楼,l2,baoshan,33005,2015.09.20
幸之苑,2007年建板楼,l2,baoshan,31287,2015.08.01
荻泾苑,1996年建板楼,l3,baoshan,27051,2021.11.07
惠阳苑,2004年建板楼,l3,baoshan,28689,2021.10.09
海滨新村,1959年建板楼,l3,baoshan,30995,2021.06.28
康桥水都(公寓),2008年建板楼,l3,baoshan,35946,2021.06.09
罗溪花苑,2003年建板楼,l3,baoshan,24583,2021.05.24
阳光美林,2015年建板楼,l3,baoshan,29106,2021.04.06
远洋7号,2013年建板楼,l3,baoshan,30029,2021.01.27
美兰湖颐景园,2007年建板楼,l3,baoshan,32086,2021.01.12
好日子大家园D区,2010年建板楼,l3,baoshan,33978,2020.12.28
康桥水都(公寓),2007年建板楼,l3,baoshan,34314,2020.12.07
富丽苑,2005年建板楼,l3,baoshan,28791,2020.11.07
富丽苑,2005年建板楼,l3,baoshan,27450,2020.10.28
新顾村大家园B区,2005年建板楼,l3,baoshan,33852,2020.10.25
富丽苑,2005年建板楼,l3,baoshan,27805,2020.10.05
康桥水都(公寓),2008年建板楼,l3,baoshan,35420,2020.08.30
慧华苑,2008年建板楼,l3,baoshan,32388,2020.08.28
葑润华庭,2008年建板楼,l3,baoshan,35618,2020.08.24
美兰湖颐景园,2007年建板楼,l3,baoshan,28875,2020.08.22
杨泰三村,2001年建板楼,l3,baoshan,29675,2020.08.13
新顾村大家园B区,2005年建板楼,l3,baoshan,32057,2020.08.09
好日子大家园C区,2008年建板楼,l3,baoshan,31120,2020.07.05
富丽苑,2005年建板楼,l3,baoshan,28708,2020.07.04
慧华东苑,2011年建板楼,l3,baoshan,33036,2020.06.28
慧华苑,2008年建板楼,l3,baoshan,31011,2020.06.25
慧华苑,2008年建板楼,l3,baoshan,31700,2020.06.09
罗南二村,2005年建板楼,l3,baoshan,24024,2020.05.31
康桥水都(公寓),2007年建板楼,l3,baoshan,31076,2020.05.27
富丽苑,2005年建板楼,l3,baoshan,26281,2020.05.10
美罗家园罗智苑,2014年建板楼,l3,baoshan,29903,2020.04.29
慧华苑,2008年建板楼,l3,baoshan,33061,2020.04.24
祁连四村,1997年建板楼,l4,baoshan,32071,2019.11.04
杨泰苑,2000年建板楼,l4,baoshan,28273,2018.11.19
顺驰美兰湖,2007年建板楼,l4,baoshan,31280,2017.03.18
三门路485弄,1996年建板楼,l4,baoshan,27378,2016.01.29
文华苑(宝山),2000年建板楼,l4,baoshan,29509,2015.12.09
美岸栖庭(公寓),2005年建板楼,l4,baoshan,29620,2015.11.11
保利叶语(一期)(公寓),2012年建板楼,l4,baoshan,30070,2015.08.15
梧桐城邦(一期),2006年建板楼,l4,baoshan,25604,2015.05.09
美树铭家,2003年建板楼,l5,baoshan,27507,2016.01.19
上大阳光乾泽园,2002年建板楼,l5,baoshan,26176,2015.12.28
上大阳光乾泽园,2001年建板楼,l5,baoshan,25005,2015.09.27
当代高邸,2003年建板楼,l6,baoshan,25163,2015.07.08
美岸栖庭(公寓),2007年建板楼,l2,baoshan,25013,2015.12.29
高境一村,2001年建板楼,l2,baoshan,23704,2015.08.20
美兰湖岭域,2010年建板楼,l3,baoshan,25530,2020.04.07
美兰湖岭域,2010年建板楼,l3,baoshan,23777,2019.09.24
好日子大家园D区,2010年建板楼,l3,baoshan,29649,2019.07.11
新顾村大家园C区,2006年建板楼,l3,baoshan,30220,2019.07.08
美兰湖颐景园,2007年建板楼,l3,baoshan,28077,2019.01.19
新月明星园,2006年建板楼,l3,baoshan,22059,2016.11.28
杨泰苑,2000年建板楼,l3,baoshan,26954,2016.09.21
美兰湖岭域,2010年建板楼,l3,baoshan,25363,2016.08.28
罗溪花苑,1998年建板楼,l3,baoshan,21516,2016.08.28
大唐花园,2009年建板楼,l3,baoshan,26501,2016.08.20
美兰湖岭域,2010年建板楼,l3,baoshan,25175,2016.08.13
美兰湖颐景园,2007年建板楼,l3,baoshan,26705,2016.06.04
共富四村,2001年建板楼,l3,baoshan,21346,2016.04.12
康桥水都(公寓),2007年建板楼,l3,baoshan,26904,2016.03.22
金辉兰湖美域,2013年建板楼,l3,baoshan,25523,2016.03.15
美兰湖颐景园,2007年建板楼,l3,baoshan,22849,2016.03.13
美兰湖中华园,2011年建板楼,l3,baoshan,27257,2016.03.13
万科四季花城,2006年建板楼,l3,baoshan,28791,2016.03.06
世纪非凡锦城,2008年建板楼,l3,baoshan,21496,2016.02.27
学林苑,2004年建板楼,l3,baoshan,25330,2016.02.17
金地艺境(宝山),2012年建板楼,l3,baoshan,27391,2016.02.15
富都园,2004年建板楼,l3,baoshan,26529,2016.02.05
荣域飘鹰锦和花园(公寓),2011年建板楼,l3,baoshan,24102,2016.01.31
鑫鑫花园,2005年建板楼,l3,baoshan,22154,2016.01.30
金地艺境(宝山),2012年建板楼,l3,baoshan,28088,2016.01.30
上大阳光乾和园,2008年建板楼,l3,baoshan,25911,2016.01.28
宝启花园(公寓),2001年建板楼,l3,baoshan,22867,2016.01.26
康泰新城,2002年建板楼,l3,baoshan,25132,2016.01.17
新天地荻泾花园,2011年建板楼,l3,baoshan,23956,2016.01.16
万科琥珀臻园,2011年建板楼,l3,baoshan,23539,2016.01.01
共富四村,2002年建板楼,l4,baoshan,23117,2016.04.01
鑫鑫花园,2005年建板楼,l4,baoshan,23818,2016.03.04
三花现代城(一期丹桂苑),2007年建板楼,l4,baoshan,26850,2016.02.18
万科琥珀郡园,2010年建板楼,l4,baoshan,24282,2016.02.18
康桥水都(公寓),2007年建板楼,l4,baoshan,24667,2016.01.30
上大阳光乾静园,2005年建板楼,l4,baoshan,23440,2016.01.14
万科琥珀郡园,2012年建板楼,l4,baoshan,25408,2015.12.27
上大聚丰园,2004年建板楼,l4,baoshan,23255,2015.12.23
北华苑,2000年建板楼,l4,baoshan,27232,2015.11.23
文华苑(宝山),1999年建板楼,l4,baoshan,26827,2015.10.29
行知家园,1997年建板楼,l4,baoshan,22221,2015.01.07
大华公园世家康华苑,2002年建板楼,l4,baoshan,23798,2014.10.25
中环一号(一期),2011年建板楼,l4,baoshan,26999,2013.10.12
滨江雅苑,2005年建板楼,l4,baoshan,21787,2013.03.19
锦辉豪居,2004年建板楼,l6,baoshan,27749,2016.03.27
月泉湾名邸,2004年建板楼,l1,baoshan,17305,2016.03.02
