,title,build_time,price,unit_price,transaction_date,district,bedrooms
0,谷北小区 1室1厅 33平米,高楼层(共6层) 暂无数据,125,37879,2021.11.23,songjiang,l1
1,青春驿站 1室1厅 41.74平米,低楼层(共11层) 2007年建板楼,195,46718,2021.11.20,songjiang,l1
4,龙湖新壹城 1房间1卫 24.6平米,高楼层(共18层) 塔楼,70,28253,2021.11.20,songjiang,l1
8,凤凰小区 1室1厅 34.76平米,高楼层(共6层) 1978年建板楼,125,35961,2021.11.20,songjiang,l1
13,万达广场(松江) 1房间1卫 41.91平米,中楼层(共19层) 2014年建塔楼,74,17657,2021.11.20,songjiang,l1
19,檀香花苑(公寓) 1室0厅 36.78平米,中楼层(共4层) 2003年建板楼,123,33225,2021.11.14,songjiang,l1
26,龙湖新壹城 2房间1卫 29.81平米,中楼层(共12层) 塔楼,93,31198,2021.11.14,songjiang,l1
34,开元地中海 1室0厅 36.88平米,低楼层(共18层) 2003年建塔楼,101,27387,2021.11.05,songjiang,l1
43,海派青城 1室1厅 43.7平米,中楼层(共14层) 2011年建板楼,159,36339,2021.11.05,songjiang,l1
53,三迪曼哈顿 2房间1卫 49.21平米,高楼层(共21层) 塔楼,135,27434,2021.11.04,songjiang,l1
64,凤凰小区 1室1厅 37.85平米,中楼层(共6层) 1990年建板楼,140,36989,2021.10.31,songjiang,l1
76,湖畔尚品 2房间1卫 41.33平米,中楼层(共12层) 2006年建塔楼,63,15195,2021.10.31,songjiang,l1
89,奥林匹克花园 车位,地下室(共5层) 板楼,16,4000,2021.10.28,songjiang,l1
103,塘和家园德悦苑 1室1厅 48.3平米,中楼层(共20层) 2015年建塔楼,156,32299,2021.10.27,songjiang,l1
118,开元地中海 1室0厅 40.75平米,高楼层(共18层) 2006年建塔楼,108,26504,2021.10.24,songjiang,l1
134,方东小区 1室1厅 37.51平米,低楼层(共5层) 1983年建板楼,113,30126,2021.10.23,songjiang,l1
151,龙湖新壹城 1房间1卫 24.6平米,中楼层(共18层) 塔楼,72,29269,2021.10.23,songjiang,l1
169,新弘国际城(公寓) 车位,地下室(共18层) 板楼,12,3077,2021.10.19,songjiang,l1
188,新弘国际城(公寓) 车位,地下室(共18层) 板楼,10,2506,2021.10.19,songjiang,l1
208,塔湾新村(松江) 1室1厅 38.92平米,中楼层(共5层) 板楼,135,34687,2021.10.17,songjiang,l1
229,开元地中海 1室0厅 42.87平米,高楼层(共18层) 2006年建塔楼,109,25310,2021.10.16,songjiang,l1
251,荣乐小区 1室1厅 47.11平米,高楼层(共6层) 1986年建板楼,143,30355,2021.10.16,songjiang,l1
274,荣乐小区 1室1厅 39.45平米,高楼层(共6层) 1986年建板楼,138,34981,2021.10.10,songjiang,l1
298,檀香花苑(公寓) 1室1厅 36.78平米,中楼层(共4层) 2003年建板楼,125,33986,2021.10.10,songjiang,l1
323,九城湖滨国际 车位,地下室(共14层) 板楼,16,5162,2021.10.08,songjiang,l1
349,白云新村 1室1厅 43.02平米,高楼层(共5层) 1986年建板楼,115,26732,2021.10.06,songjiang,l1
376,龙湖新壹城 2房间1卫 29.8平米,中楼层(共12层) 塔楼,115,38591,2021.10.05,songjiang,l1
404,万达广场(松江) 2房间1卫 41.91平米,高楼层(共19层) 2014年建塔楼,77,18373,2021.10.05,songjiang,l1
433,开元地中海 1室1厅 43.13平米,中楼层(共18层) 2006年建塔楼,128,29678,2021.10.03,songjiang,l1
463,凤凰小区 1室1厅 34.76平米,高楼层(共6层) 1986年建板楼,127,36537,2021.10.02,songjiang,l1
494,福都广场锋尚99 3房间1卫 41.95平米,低楼层(共13层) 2012年建塔楼,77,18356,2021.11.21,songjiang,l2
526,杜家滩1号 2室1厅 45.99平米,低楼层(共6层) 1979年建板楼,173,37617,2021.11.20,songjiang,l2
559,三湘商业广场 3房间2卫 42.87平米,高楼层(共19层) 塔楼,142,33124,2021.11.07,songjiang,l2
593,森林公馆乐莫苑 2室1厅 34.52平米,高楼层(共6层) 2006年建板楼,152,43888,2021.11.05,songjiang,l2
628,森林公馆乐莫苑 2室1厅 46.82平米,中楼层(共6层) 2006年建板楼,169,36096,2021.10.27,songjiang,l2
664,上海青年城 4房间1卫 46.75平米,高楼层(共17层) 2009年建板楼,176,37541,2021.10.26,songjiang,l2
701,福都广场锋尚99 3房间1卫 45.56平米,高楼层(共13层) 2012年建塔楼,95,20852,2021.10.24,songjiang,l2
739,荣乐小区 2室1厅 40.65平米,高楼层(共6层) 1986年建板楼,142,34933,2021.09.19,songjiang,l2
778,万科红人馆 3房间1卫 46平米,中楼层(共5层) 2013年建板楼,87,18914,2021.09.14,songjiang,l2
818,福都广场锋尚99 3房间1卫 41.95平米,中楼层(共13层) 2012年建塔楼,80,19071,2021.09.04,songjiang,l2
859,万科红人馆 4房间1卫 45.37平米,高楼层(共5层) 2013年建板楼,99,21821,2021.08.08,songjiang,l2
901,森林公馆乐莫苑 2室1厅 34.95平米,高楼层(共6层) 2006年建板楼,150,42919,2021.08.07,songjiang,l2
944,白云新村 2室1厅 49平米,低楼层(共5层) 1992年建板楼,161,32858,2021.07.31,songjiang,l2
988,森林公馆乐莫苑 2室1厅 34.52平米,中楼层(共6层) 2006年建板楼,147,42440,2021.07.12,songjiang,l2
1033,森林公馆乐莫苑 2室1厅 34.52平米,高楼层(共6层) 2006年建板楼,146,42295,2021.06.12,songjiang,l2
1079,森林公馆乐莫苑 2室1厅 34.95平米,高楼层(共6层) 2006年建板楼,146,41631,2021.06.12,songjiang,l2
1126,森林公馆乐莫苑 2室1厅 34.52平米,高楼层(共6层) 2006年建板楼,132,38094,2021.06.04,songjiang,l2
1174,三湘商业广场 3房间1卫 42.84平米,低楼层(共19层) 塔楼,129,30113,2021.06.01,songjiang,l2
1223,森林公馆乐莫苑 2室1厅 34.52平米,中楼层(共6层) 2006年建板楼,133,38529,2021.05.31,songjiang,l2
1273,森林公馆乐莫苑 2室1厅 34.52平米,高楼层(共6层) 2006年建板楼,146,42150,2021.05.30,songjiang,l2
1324,三湘商业广场 3房间1卫 42.84平米,中楼层(共19层) 塔楼,120,28012,2021.05.08,songjiang,l2
1376,上海青年城 4房间1卫 49.39平米,高楼层(共17层) 2009年建板楼,170,34420,2021.05.03,songjiang,l2
1429,森林公馆乐莫苑 2室1厅 46.82平米,高楼层(共6层) 2006年建板楼,182,38873,2021.04.28,songjiang,l2
1483,森林公馆乐莫苑 2室1厅 34.95平米,中楼层(共6层) 2006年建板楼,135,38484,2021.04.11,songjiang,l2
1538,福都广场锋尚99 3房间1卫 44.56平米,高楼层(共13层) 2012年建塔楼,90,20198,2021.04.09,songjiang,l2
1594,森林公馆乐莫苑 2室1厅 34.95平米,高楼层(共6层) 2006年建板楼,130,37196,2021.03.21,songjiang,l2
1651,人乐小区 2室1厅 41.22平米,高楼层(共4层) 1986年建板楼,143,34692,2021.03.13,songjiang,l2
1709,绿地云天坊 4房间1卫 41.2平米,高楼层(共14层) 塔楼,130,31554,2021.02.28,songjiang,l2
1768,上海青年城 3房间1卫 46.41平米,高楼层(共19层) 2010年建塔楼,188,40509,2021.02.22,songjiang,l2
1828,上海青年城 4房间1卫 46.75平米,中楼层(共17层) 2009年建板楼,163,34867,2021.01.31,songjiang,l2
1889,知雅汇(公寓) 3室2厅 26.91平米,中楼层(共14层) 2006年建板楼,16,5946,2020.03.26,songjiang,l3
1951,同润菲诗艾伦 3室1厅 30平米,高楼层(共10层) 2011年建板楼,14,4667,2018.05.08,songjiang,l3
2014,好莱坞小区 3室1厅 44.05平米,低楼层(共6层) 1990年建板楼,150,34053,2016.11.28,songjiang,l3
2078,上海青年城 5房间1卫 45.9平米,低楼层(共16层) 2005年建塔楼,180,39216,2016.10.20,songjiang,l3
2143,御上海青橙 2房间1卫 61.97平米,高楼层(共25层) 板楼,149,24012,2021.11.21,songjiang,l1
2209,紫薇茗庭 1室1厅 50.42平米,低楼层(共28层) 2014年建板楼,169,33519,2021.11.16,songjiang,l1
2276,御上海青橙 2房间1卫 53平米,低楼层(共25层) 板楼,120,22548,2021.11.11,songjiang,l1
2344,月厦新天地 1室1厅 50.63平米,高楼层(共18层) 2005年建塔楼,102,20147,2021.11.03,songjiang,l1
2413,佘北家园康桂苑 1室1厅 54.2平米,低楼层(共18层) 板楼,50,9226,2021.11.01,songjiang,l1
2483,佘北家园康桂苑 1室1厅 53.72平米,低楼层(共20层) 板楼,167,30995,2021.10.24,songjiang,l1
2554,雅鹿新苑(公寓) 1室1厅 54.8平米,高楼层(共18层) 板楼,188,34307,2021.10.19,songjiang,l1
2626,月厦新天地 1室1厅 50.2平米,中楼层(共18层) 2005年建塔楼,106,21016,2021.10.17,songjiang,l1
2699,紫薇茗庭 1室1厅 50.88平米,低楼层(共28层) 2014年建板楼,177,34690,2021.10.16,songjiang,l1
2773,御上海青橙 1房间1卫 54平米,中楼层(共25层) 板楼,123,22686,2021.10.11,songjiang,l1
2848,新凯城玉兰苑 1室1厅 51.56平米,高楼层(共11层) 2012年建板楼,193,37433,2021.10.10,songjiang,l1
2924,紫薇茗庭 1室1厅 50.88平米,高楼层(共28层) 2014年建板楼,183,35850,2021.10.10,songjiang,l1
3001,塘和家园登云苑 1室1厅 50.41平米,中楼层(共18层) 2015年建塔楼,149,29459,2021.10.09,songjiang,l1
3079,御上海青橙 2房间1卫 54.82平米,中楼层(共25层) 板楼,122,22255,2021.10.07,songjiang,l1
3158,庐秀新苑 1室1厅 55平米,中楼层(共5层) 2017年建暂无数据,183,33164,2021.10.06,songjiang,l1
3238,御上海青橙 1房间1卫 52.52平米,高楼层(共25层) 板楼,128,24334,2021.09.25,songjiang,l1
3319,佘山假日半岛 2房间1卫 53.38平米,中楼层(共7层) 2011年建板楼,94,17610,2021.09.20,songjiang,l1
3401,同润菲诗艾伦 1室1厅 55.19平米,低楼层(共17层) 2010年建塔楼,175,31709,2021.09.19,songjiang,l1
3484,紫薇茗庭 1室1厅 51.29平米,高楼层(共28层) 2014年建板楼,180,35095,2021.09.13,songjiang,l1
3568,同润菲诗艾伦 1室1厅 54.77平米,中楼层(共17层) 2010年建塔楼,173,31587,2021.09.12,songjiang,l1
3653,万达广场(松江) 2房间1卫 56.96平米,中楼层(共19层) 2014年建塔楼,101,17732,2021.09.11,songjiang,l1
3739,御上海青橙 1房间1卫 52.49平米,中楼层(共25层) 板楼,120,22862,2021.09.08,songjiang,l1
3826,御上海青橙 2房间1卫 52.39平米,高楼层(共25层) 板楼,120,22906,2021.08.22,songjiang,l1
3914,御上海青橙 1房间1卫 54.8平米,低楼层(共25层) 板楼,123,22446,2021.08.08,songjiang,l1
4003,月厦新天地 1室1厅 50.75平米,中楼层(共18层) 2005年建塔楼,123,24138,2021.08.07,songjiang,l1
4093,万达广场(松江) 2房间1卫 56.95平米,高楼层(共19层) 2014年建塔楼,120,21072,2021.07.18,songjiang,l1
4184,御上海青橙 1房间1卫 55平米,高楼层(共25层) 板楼,123,22273,2021.07.10,songjiang,l1
4276,紫薇茗庭 1室1厅 50.88平米,低楼层(共28层) 2014年建板楼,180,35280,2021.07.04,songjiang,l1
4369,月厦新天地 1室1厅 55.63平米,中楼层(共18层) 2005年建塔楼,120,21482,2021.07.03,songjiang,l1
4463,佘山假日半岛 2房间1卫 53.38平米,高楼层(共7层) 2011年建板楼,98,18333,2021.07.02,songjiang,l1
4558,荣乐小区 2室1厅 56.64平米,高楼层(共6层) 1986年建板楼,197,34782,2021.11.20,songjiang,l2
4654,蓝天新村 2室2厅 68.58平米,高楼层(共6层) 1997年建板楼,180,26247,2021.11.20,songjiang,l2
4751,人乐小区 2室1厅 51.14平米,高楼层(共6层) 1986年建板楼,182,35589,2021.11.17,songjiang,l2
4849,蓝天新村 2室1厅 67.76平米,高楼层(共6层) 1996年建板楼,183,26934,2021.11.14,songjiang,l2
4948,人乐小区 2室1厅 51.21平米,高楼层(共6层) 1982年建板楼,182,35540,2021.11.13,songjiang,l2
5048,蓝天新村 2室1厅 67.76平米,中楼层(共6层) 1997年建板楼,180,26565,2021.11.10,songjiang,l2
5149,弘公馆 4房间1卫 64平米,中楼层(共11层) 2014年建塔楼,119,18594,2021.10.24,songjiang,l2
5251,新中大厦 3房间1卫 50.16平米,中楼层(共9层) 板楼,114,22688,2021.10.21,songjiang,l2
5354,同润菲诗艾伦 2室1厅 54.47平米,低楼层(共16层) 2010年建板塔结合,175,32128,2021.10.20,songjiang,l2
5458,人乐小区 2室1厅 53.39平米,高楼层(共6层) 1986年建板楼,186,34801,2021.10.20,songjiang,l2
5563,人乐小区 2室1厅 51.13平米,高楼层(共6层) 1986年建板楼,174,34031,2021.10.10,songjiang,l2
5669,三迪曼哈顿 3房间1卫 52平米,中楼层(共21层) 塔楼,130,25000,2021.10.10,songjiang,l2
5776,人乐小区 2室1厅 51.98平米,高楼层(共6层) 1986年建板楼,172,33090,2021.10.05,songjiang,l2
5884,人乐小区 2室1厅 51.21平米,高楼层(共6层) 1982年建板楼,177,34564,2021.10.03,songjiang,l2
5993,人乐小区 2室1厅 52.9平米,高楼层(共6层) 1986年建板楼,175,33082,2021.09.30,songjiang,l2
6103,人乐小区 2室1厅 51.61平米,高楼层(共6层) 1986年建板楼,165,31971,2021.09.25,songjiang,l2
6214,人乐小区 2室1厅 51.14平米,高楼层(共6层) 1986年建板楼,177,34611,2021.09.22,songjiang,l2
6326,方东小区 2室1厅 52平米,低楼层(共6层) 1979年建板楼,150,28847,2021.09.21,songjiang,l2
6439,万宇阳光苑 2室1厅 63.68平米,中楼层(共17层) 2009年建板楼,199,31250,2021.09.21,songjiang,l2
6553,人乐小区 2室1厅 51.21平米,低楼层(共6层) 1982年建板楼,172,33588,2021.09.19,songjiang,l2
6668,月厦新天地 2室1厅 61.65平米,低楼层(共18层) 2005年建塔楼,130,21087,2021.09.19,songjiang,l2
6784,弘公馆 3房间1卫 66.81平米,低楼层(共11层) 2012年建塔楼,120,17962,2021.08.11,songjiang,l2
6901,同润菲诗艾伦 2室1厅 55.28平米,低楼层(共16层) 2010年建板塔结合,197,35637,2021.08.11,songjiang,l2
7019,绿地云天坊 3房间1卫 50.99平米,高楼层(共17层) 塔楼,155,30399,2021.08.09,songjiang,l2
7138,绿地云天坊 3房间1卫 50.21平米,低楼层(共14层) 塔楼,151,30074,2021.07.18,songjiang,l2
7258,人乐小区 2室1厅 53.03平米,高楼层(共6层) 1990年建板楼,195,36772,2021.07.09,songjiang,l2
7379,绿地云天坊 3房间1卫 50.99平米,高楼层(共17层) 塔楼,175,34321,2021.06.23,songjiang,l2
7501,人乐小区 2室1厅 51.69平米,高楼层(共6层) 1981年建板楼,187,36178,2021.06.06,songjiang,l2
7624,弘公馆 3房间1卫 66.81平米,中楼层(共11层) 2014年建塔楼,107,16016,2021.06.03,songjiang,l2
7748,蓝天新村 2室1厅 61.98平米,中楼层(共6层) 1994年建板楼,172,27751,2021.05.18,songjiang,l2
7873,白云新村 3室1厅 67.78平米,低楼层(共5层) 1984年建板楼,182,26852,2021.10.24,songjiang,l3
7999,海派青城 3室1厅 62.31平米,低楼层(共14层) 2011年建板楼,177,28407,2021.01.02,songjiang,l3
8126,三湘青年 4房间2卫 69.61平米,低楼层(共19层) 塔楼,127,18245,2020.09.20,songjiang,l3
8254,人乐小区 3室1厅 65.85平米,中楼层(共6层) 1986年建板楼,199,30221,2020.05.16,songjiang,l3
8383,人乐二村 3室1厅 56.66平米,中楼层(共4层) 1986年建板楼,180,31769,2019.06.06,songjiang,l3
8513,蓝天新村 3室1厅 66.39平米,高楼层(共6层) 1996年建板楼,170,25607,2019.05.27,songjiang,l3
8644,月厦新天地 3室1厅 58.97平米,高楼层(共18层) 2005年建塔楼,142,24081,2018.05.13,songjiang,l3
8776,弘公馆 5房间2卫 62.31平米,中楼层(共9层) 2014年建板楼,163,26160,2016.09.18,songjiang,l3
8909,华亭新家百合苑 3室1厅 60.86平米,高楼层(共6层) 2006年建板楼,190,31220,2016.07.17,songjiang,l3
9043,荣乐小区 3室1厅 69.27平米,低楼层(共6层) 1994年建板楼,175,25264,2016.07.02,songjiang,l3
9178,绿地诺丁山(公寓) 3室2厅 55.82平米,低楼层(共11层) 2011年建板楼,111,19886,2016.03.30,songjiang,l3
9314,华亭新家银杏苑 3室2厅 57.77平米,高楼层(共6层) 2006年建板楼,142,24581,2016.02.19,songjiang,l3
9451,天虹四村 3室1厅 69.62平米,低楼层(共6层) 1996年建板楼,120,17237,2016.01.13,songjiang,l3
9589,朗庭上郡苑(公寓) 3室2厅 68.59平米,低楼层(共12层) 2010年建板楼,160,23255,2015.06.19,songjiang,l3
9728,沿海丽水馨庭(公寓) 3室2厅 58.36平米,低楼层(共17层) 2010年建板楼,122,20905,2015.06.06,songjiang,l3
9868,三湘青年 5房间1卫 69.89平米,高楼层(共19层) 塔楼,167,23852,2021.03.29,songjiang,l4
10009,万科白马花园(公寓) 6室8厅 67.35平米,高楼层(共5层) 2009年建板楼,199,29548,2016.03.01,songjiang,l6
10151,佘山新苑 1室1厅 71平米,高楼层(共5层) 1997年建板楼,157,22113,2021.10.09,songjiang,l1
10294,久阳文华府邸(公寓) 1室1厅 71.3平米,高楼层(共15层) 2008年建塔楼,189,26508,2019.02.26,songjiang,l1
10438,佘山新天地休闲广场 2房间1卫 73平米,中楼层(共6层) 2010年建板楼,68,9247,2018.08.17,songjiang,l1
10583,久阳文华府邸(公寓) 1室2厅 70.39平米,低楼层(共15层) 2008年建塔楼,197,27987,2018.01.14,songjiang,l1
10729,雅鹿新苑(公寓) 1室2厅 72平米,高楼层(共6层) 2012年建板楼,198,27500,2017.12.05,songjiang,l1
10876,佘山新天地休闲广场 2房间1卫 72平米,中楼层(共6层) 2010年建板楼,80,11112,2017.04.27,songjiang,l1
11024,弘公馆 2房间1卫 81.78平米,低楼层(共9层) 2014年建板楼,176,21522,2016.09.20,songjiang,l1
11173,万达广场(松江) 2房间1卫 84平米,高楼层(共19层) 2014年建塔楼,59,7024,2016.06.28,songjiang,l1
11474,上海诗林(公寓) 1室0厅 82.54平米,高楼层(共11层) 2004年建塔楼,169,20475,2016.03.29,songjiang,l1
11626,三星苑 1室2厅 72.77平米,高楼层(共6层) 2007年建板楼,175,24049,2016.03.23,songjiang,l1
11779,紫东新苑 1室1厅 84.71平米,中楼层(共7层) 2005年建板楼,180,21249,2016.03.12,songjiang,l1
11933,星辰园(公寓) 1室1厅 71.81平米,低楼层(共27层) 2006年建板楼,163,22699,2016.03.11,songjiang,l1
12088,摩卡小城 1室2厅 74.89平米,低楼层(共12层) 2009年建板楼,173,23101,2016.02.24,songjiang,l1
12244,世纪新城 1室2厅 77.41平米,低楼层(共10层) 2003年建板楼,168,21703,2016.02.21,songjiang,l1
12401,朗庭上郡苑(公寓) 1室1厅 75.68平米,中楼层(共8层) 2010年建板楼,182,24049,2016.02.16,songjiang,l1
12559,华亭荣园 1室2厅 70.63平米,低楼层(共14层) 2009年建板楼,130,18406,2016.02.16,songjiang,l1
12718,三星苑 1室2厅 72.9平米,低楼层(共6层) 2007年建板楼,142,19479,2016.02.02,songjiang,l1
12878,五洲云景花苑 1室2厅 78.97平米,高楼层(共11层) 2007年建塔楼,175,22161,2016.01.28,songjiang,l1
13039,朗庭上郡苑(公寓) 1室2厅 75.68平米,低楼层(共8层) 2010年建板楼,175,23124,2016.01.28,songjiang,l1
13201,恒杰丁香花园 1室2厅 72.01平米,低楼层(共11层) 2007年建板楼,145,20067,2016.01.24,songjiang,l1
13364,奥林匹克花园 1室2厅 70平米,中楼层(共10层) 2010年建板楼,185,26429,2016.01.23,songjiang,l1
13528,奥林匹克花园 1室2厅 72.77平米,中楼层(共8层) 2008年建板楼,186,25560,2016.01.19,songjiang,l1
13693,奥林匹克花园 1室2厅 73.47平米,中楼层(共16层) 2007年建板楼,187,25453,2016.01.17,songjiang,l1
13859,新虹桥首府(公寓) 1室1厅 70.35平米,高楼层(共19层) 2011年建塔楼,180,25587,2016.01.17,songjiang,l1
14026,绿庭尚城 1室2厅 70.2平米,中楼层(共23层) 2008年建塔楼,160,22793,2016.01.14,songjiang,l1
14194,三湘四季花城 1室1厅 71.81平米,中楼层(共18层) 2010年建板楼,190,26459,2016.01.14,songjiang,l1
14363,绿庭尚城 1室2厅 70.26平米,高楼层(共22层) 2010年建塔楼,180,25620,2016.01.11,songjiang,l1
14533,朗庭上郡苑(公寓) 1室2厅 76.53平米,低楼层(共8层) 2010年建板楼,152,19862,2016.01.09,songjiang,l1
14704,久阳文华府邸(公寓) 1室1厅 73.21平米,高楼层(共15层) 2008年建塔楼,130,17758,2016.01.07,songjiang,l1
14876,蓝天新村 2室2厅 74.83平米,高楼层(共6层) 1996年建板楼,185,24723,2021.11.18,songjiang,l2
15049,蓝天新村 2室1厅 72.95平米,中楼层(共6层) 1994年建板楼,198,27142,2021.07.03,songjiang,l2
15223,蓝天新村 2室1厅 70.7平米,高楼层(共6层) 1996年建板楼,186,26309,2021.05.09,songjiang,l2
15398,蓝天新村 2室1厅 74.93平米,高楼层(共6层) 1996年建板楼,192,25624,2021.04.12,songjiang,l2
15574,蓝天新村 2室1厅 70.7平米,高楼层(共6层) 1996年建板楼,188,26592,2021.03.09,songjiang,l2
15751,西林小区 2室1厅 70平米,高楼层(共6层) 1994年建板楼,198,28286,2021.01.24,songjiang,l2
15929,新凯城尚樱苑 2室2厅 72.33平米,低楼层(共18层) 2014年建板楼,198,27375,2021.01.20,songjiang,l2
16108,牡丹逸庭 2室1厅 74.58平米,低楼层(共14层) 2012年建板楼,198,26549,2021.01.09,songjiang,l2
16288,新凯城银杏苑 2室1厅 72.43平米,低楼层(共18层) 2012年建板楼,197,27199,2020.12.18,songjiang,l2
16469,塘和家园桂花锦苑 2室1厅 71.33平米,低楼层(共14层) 2013年建板楼,199,27899,2020.12.14,songjiang,l2
16651,新凯城银杏苑 2室1厅 70平米,低楼层(共18层) 2012年建板楼,197,28143,2020.12.14,songjiang,l2
16834,新凯城银杏苑 2室1厅 70.74平米,低楼层(共16层) 2012年建板楼,198,27990,2020.12.13,songjiang,l2
17018,新凯城银杏苑 2室1厅 70.67平米,低楼层(共18层) 2012年建板楼,185,26179,2020.12.06,songjiang,l2
17203,新凯城尚樱苑 2室2厅 72.33平米,低楼层(共18层) 2014年建板楼,184,25439,2020.11.30,songjiang,l2
17389,塘和家园德宁苑 2室1厅 70.89平米,低楼层(共18层) 2015年建板楼,193,27226,2020.11.26,songjiang,l2
17576,兰花清苑 2室1厅 71.33平米,高楼层(共14层) 2013年建板楼,192,26918,2020.11.16,songjiang,l2
17764,月厦新天地 2室1厅 71.78平米,高楼层(共18层) 2005年建塔楼,159,22152,2020.11.14,songjiang,l2
17953,塘和家园桂花锦苑 2室1厅 71.81平米,低楼层(共18层) 2013年建板楼,198,27504,2020.11.13,songjiang,l2
18143,塘和家园桂花锦苑 2室1厅 71.35平米,低楼层(共18层) 2013年建板楼,191,26770,2020.11.07,songjiang,l2
18334,塘和家园德宁苑 2室1厅 71.77平米,中楼层(共18层) 板楼,198,27589,2020.11.05,songjiang,l2
18526,新凯城银杏苑 2室1厅 70.74平米,低楼层(共16层) 2012年建板楼,195,27566,2020.10.31,songjiang,l2
18719,新凯城银杏苑 2室1厅 70.67平米,低楼层(共18层) 2012年建板楼,196,27735,2020.10.29,songjiang,l2
18913,新凯城尚樱苑 2室1厅 73平米,低楼层(共18层) 2014年建板楼,192,26302,2020.10.25,songjiang,l2
19108,塘和家园桂花锦苑 2室1厅 74.4平米,低楼层(共14层) 2013年建板楼,192,25794,2020.10.14,songjiang,l2
19304,牡丹逸庭 2室1厅 71.36平米,低楼层(共18层) 2012年建板楼,196,27467,2020.10.08,songjiang,l2
19501,蓝天新村 2室1厅 70.7平米,中楼层(共6层) 1996年建板楼,170,24046,2020.10.04,songjiang,l2
19699,塘和家园桂花锦苑 2室1厅 71.81平米,高楼层(共18层) 2013年建板楼,200,27782,2020.10.01,songjiang,l2
19898,新乐名苑 2室1厅 73.64平米,中楼层(共16层) 2007年建板楼,188,25503,2020.09.30,songjiang,l2
20098,牡丹逸庭 2室1厅 71.93平米,低楼层(共13层) 2012年建板楼,196,27180,2020.09.13,songjiang,l2
20299,塘和家园德宁苑 2室1厅 71.77平米,高楼层(共18层) 2014年建板楼,199,27728,2020.09.13,songjiang,l2
20501,蓝天新村 3室1厅 74.58平米,高楼层(共6层) 1994年建板楼,197,26415,2021.05.30,songjiang,l3
20704,蓝天新村 3室1厅 73.51平米,中楼层(共6层) 1986年建板楼,199,27072,2021.02.18,songjiang,l3
20908,好莱坞小区 3室1厅 83.37平米,高楼层(共6层) 1990年建板楼,170,20353,2019.08.11,songjiang,l3
21113,平安小区 3室2厅 71平米,高楼层(共6层) 1998年建板楼,188,26479,2019.08.04,songjiang,l3
21319,紫薇茗庭 3室1厅 83.62平米,低楼层(共28层) 2014年建板楼,192,22962,2019.07.31,songjiang,l3
21526,翠鑫苑 3室2厅 77平米,高楼层(共6层) 2013年建板楼,180,23377,2019.05.18,songjiang,l3
21734,蓝天新村 3室1厅 73.51平米,中楼层(共6层) 1986年建板楼,189,25643,2019.04.10,songjiang,l3
21943,新北街227弄 3室1厅 87.05平米,中楼层(共6层) 1995年建板楼,196,22516,2019.03.06,songjiang,l3
22153,紫薇茗庭 3室2厅 83.62平米,低楼层(共28层) 2014年建塔楼,175,20929,2019.01.24,songjiang,l3
22364,同润菲诗艾伦 3室2厅 88.56平米,高楼层(共9层) 2014年建板楼,15,1694,2017.12.24,songjiang,l3
22576,新北街227弄 3室1厅 87平米,高楼层(共6层) 1999年建板楼,198,22759,2017.12.24,songjiang,l3
22789,白云新村 3室1厅 72.18平米,高楼层(共5层) 1985年建板楼,187,25908,2016.11.09,songjiang,l3
23003,好莱坞小区 3室1厅 80.84平米,低楼层(共6层) 1990年建板楼,186,23009,2016.10.29,songjiang,l3
23218,新桥首府 3室2厅 80.61平米,高楼层(共5层) 2006年建板楼,198,24563,2016.08.30,songjiang,l3
23434,天乐新村 3室1厅 77.7平米,高楼层(共6层) 板楼,167,21493,2016.07.29,songjiang,l3
23651,天虹四村 3室1厅 83.08平米,低楼层(共6层) 1996年建板楼,163,19620,2016.07.27,songjiang,l3
23869,茸南苑 3室1厅 82.38平米,高楼层(共6层) 1982年建板楼,138,16691,2016.07.26,songjiang,l3
24088,新凯城玉兰苑 3室2厅 89.19平米,高楼层(共13层) 2012年建板楼,5,561,2016.07.16,songjiang,l3
24308,荣乐小区 3室1厅 70.27平米,高楼层(共6层) 1986年建板楼,170,24193,2016.07.09,songjiang,l3
24529,民乐小区 3室1厅 75.72平米,中楼层(共6层) 板楼,191,25185,2016.06.30,songjiang,l3
24751,蓝天新村 3室1厅 73.51平米,中楼层(共6层) 1986年建板楼,147,19998,2016.06.24,songjiang,l3
24974,新乐名苑 3室1厅 73.48平米,高楼层(共16层) 2007年建板楼,133,18101,2016.06.04,songjiang,l3
25198,新凯城香樟苑 3室1厅 80.5平米,低楼层(共14层) 2011年建板楼,175,21740,2016.06.03,songjiang,l3
25423,蓝天新村 3室1厅 86.54平米,高楼层(共6层) 1994年建板楼,135,15600,2016.05.13,songjiang,l3
25649,新凯城香樟苑 3室1厅 75.77平米,中楼层(共14层) 2011年建板楼,180,23757,2016.04.28,songjiang,l3
25876,蓝天新村 3室1厅 81.91平米,低楼层(共6层) 1987年建板楼,136,16604,2016.04.22,songjiang,l3
26104,新凯二期 3室0厅 76.77平米,中楼层(共6层) 2009年建板楼,184,23968,2016.03.21,songjiang,l3
26333,久阳文华府邸(公寓) 3室1厅 86.78平米,低楼层(共15层) 2008年建塔楼,155,17862,2016.03.12,songjiang,l3
26563,沿海丽水馨庭(公寓) 3室2厅 86.2平米,高楼层(共17层) 2010年建板楼,170,19722,2016.03.07,songjiang,l3
