,title,build_time,price,unit_price,transaction_date,district,bedrooms
549674,紫东新苑 2室2厅 128.81平米,低楼层(共13层) 2005年建板楼,324,25154,2020.08.06,songjiang,l2
550723,维罗纳贵都 2室2厅 110.46平米,中楼层(共6层) 2007年建板楼,338,30600,2020.08.06,songjiang,l2
551773,紫金花园 2室2厅 110.73平米,低楼层(共14层) 2008年建板楼,364,32873,2020.06.30,songjiang,l2
552824,象屿品城 2室2厅 124平米,低楼层(共11层) 2014年建板楼,358,28871,2020.06.06,songjiang,l2
553876,名庭花苑 2室2厅 120.03平米,高楼层(共24层) 2006年建板楼,376,31326,2020.05.24,songjiang,l2
554929,锦桂苑 2室2厅 115平米,高楼层(共6层) 2005年建板楼,315,27392,2020.05.22,songjiang,l2
555983,九亭明珠苑(公寓) 2室2厅 117.39平米,低楼层(共18层) 2006年建板楼,348,29603,2020.04.26,songjiang,l2
557038,松云水苑(公寓) 2室2厅 121.6平米,中楼层(共14层) 2005年建板楼,328,26974,2020.03.19,songjiang,l2
558094,龙祥公寓 2室2厅 121.29平米,低楼层(共18层) 2007年建板楼,380,31330,2020.03.16,songjiang,l2
559151,锦桂苑 2室1厅 114.98平米,高楼层(共6层) 2005年建板楼,318,27657,2020.03.16,songjiang,l2
560209,象屿品城 2室2厅 123.88平米,低楼层(共11层) 2015年建板楼,373,30110,2020.03.10,songjiang,l2
561268,奥林匹克花园 2室2厅 110.09平米,低楼层(共7层) 2004年建板楼,352,31974,2020.03.01,songjiang,l2
562328,紫金花园 2室2厅 113.89平米,中楼层(共14层) 2006年建板楼,375,32927,2020.02.24,songjiang,l2
563389,松云水苑(公寓) 2室2厅 125.82平米,中楼层(共14层) 2005年建板楼,322,25593,2020.01.01,songjiang,l2
564451,江诚苑 3室2厅 126.13平米,高楼层(共6层) 1998年建板楼,349,27670,2021.11.22,songjiang,l3
565514,万科云间传奇 3室2厅 121.18平米,低楼层(共8层) 板楼,380,31359,2021.11.13,songjiang,l3
566578,松云银座 3室2厅 121平米,中楼层(共24层) 2006年建板楼,335,27686,2021.10.21,songjiang,l3
567643,新乐雅苑 3室2厅 120.12平米,中楼层(共9层) 2005年建板楼,362,30137,2021.06.20,songjiang,l3
568709,新乐名苑 3室2厅 122.36平米,低楼层(共16层) 2007年建板楼,300,24518,2021.06.15,songjiang,l3
569776,润江花苑 3室2厅 126.64平米,高楼层(共5层) 2007年建板楼,358,28270,2021.05.08,songjiang,l3
570844,玉树南苑 3室2厅 124平米,中楼层(共6层) 2002年建板楼,347,27968,2021.05.03,songjiang,l3
571913,荣乐水岸 3室2厅 118.56平米,中楼层(共6层) 2009年建板楼,387,32642,2021.04.11,songjiang,l3
572983,明丰公寓 3室1厅 122.28平米,高楼层(共7层) 2000年建板楼,370,30259,2021.03.22,songjiang,l3
574054,玉树南苑 3室1厅 110.28平米,高楼层(共6层) 2002年建板楼,310,28111,2021.03.20,songjiang,l3
575126,大江苑 3室1厅 123.19平米,低楼层(共6层) 2006年建板楼,355,28818,2021.03.02,songjiang,l3
576199,大江苑 3室2厅 123.19平米,高楼层(共6层) 2006年建板楼,359,29142,2021.03.02,songjiang,l3
577273,松云水苑(公寓) 3室2厅 125.89平米,低楼层(共24层) 2005年建板楼,389,30900,2021.02.28,songjiang,l3
578348,润江花苑 3室2厅 128.41平米,低楼层(共6层) 2006年建板楼,354,27568,2021.02.18,songjiang,l3
579424,海派青城 3室2厅 126.64平米,低楼层(共2层) 2009年建板楼,394,31112,2021.01.31,songjiang,l3
580501,松云水苑(公寓) 3室2厅 115.12平米,高楼层(共6层) 2005年建板楼,340,29535,2021.01.24,songjiang,l3
581579,万宇阳光苑 3室2厅 118.95平米,低楼层(共18层) 2009年建板楼,359,30148,2021.01.23,songjiang,l3
582658,建设花园 3室2厅 113平米,低楼层(共6层) 2003年建板楼,373,33009,2021.01.22,songjiang,l3
583738,东明花苑 3室2厅 110.5平米,低楼层(共7层) 2002年建板楼,355,32127,2021.01.17,songjiang,l3
584819,明丰公寓 3室2厅 118.87平米,中楼层(共7层) 2000年建板楼,360,30286,2021.01.16,songjiang,l3
585901,久阳文华府邸(公寓) 3室2厅 111.69平米,低楼层(共13层) 2008年建板楼,368,32949,2021.01.16,songjiang,l3
586984,松云水苑(公寓) 3室1厅 125平米,中楼层(共14层) 2005年建板楼,359,28720,2021.01.11,songjiang,l3
588068,金港花园(公寓) 3室2厅 119.94平米,低楼层(共14层) 2007年建板楼,344,28682,2021.01.03,songjiang,l3
589153,民乐小区 3室2厅 118.74平米,高楼层(共6层) 1997年建板楼,344,28971,2020.12.27,songjiang,l3
590239,海派青城 3室2厅 112.41平米,低楼层(共2层) 2009年建板楼,337,29980,2020.12.24,songjiang,l3
591326,海派青城 3室2厅 126平米,低楼层(共2层) 2009年建板楼,358,28413,2020.12.19,songjiang,l3
592414,新水桥公寓 3室2厅 122.59平米,低楼层(共6层) 2007年建板楼,398,32466,2020.12.04,songjiang,l3
593503,江诚苑 3室2厅 126平米,低楼层(共6层) 1998年建板楼,307,24366,2020.12.03,songjiang,l3
594593,江中公寓 3室2厅 119.78平米,低楼层(共6层) 1999年建板楼,372,31057,2020.11.29,songjiang,l3
595684,华亭新家百合苑 3室2厅 121.89平米,低楼层(共6层) 2006年建板楼,378,31012,2020.11.25,songjiang,l3
596776,荣乐水岸 4室2厅 119.72平米,低楼层(共6层) 2009年建板楼,350,29235,2021.01.17,songjiang,l4
597869,国亭花苑 4室2厅 116.95平米,低楼层(共6层) 1999年建板楼,368,31467,2019.10.10,songjiang,l4
598963,丽水豪庭 4室2厅 128.89平米,高楼层(共6层) 2006年建板楼,395,30647,2017.05.21,songjiang,l4
600058,华亭新家银杏苑 4室2厅 118.89平米,高楼层(共6层) 2006年建板楼,310,26075,2016.07.30,songjiang,l4
601154,河谷3号 5室3厅 129.16平米,低楼层(共3层) 2010年建板楼,365,28260,2016.04.07,songjiang,l5
602251,上海源花城 5室2厅 125.39平米,高楼层(共11层) 2008年建板楼,345,27515,2015.10.25,songjiang,l5
603349,江诚苑 2室2厅 132平米,高楼层(共6层) 1998年建板楼,350,26516,2021.05.29,songjiang,l2
604448,松云水苑(公寓) 2室1厅 131平米,高楼层(共14层) 2005年建板楼,372,28397,2021.03.11,songjiang,l2
605548,名庭花苑 2室2厅 131.1平米,高楼层(共24层) 2006年建板楼,351,26774,2019.12.25,songjiang,l2
606649,名庭花苑 2室2厅 131.1平米,高楼层(共24层) 2006年建板楼,380,28986,2019.08.18,songjiang,l2
607751,绿庭尚城 2室2厅 136.6平米,低楼层(共27层) 2008年建板楼,300,21962,2018.04.18,songjiang,l2
608854,绿洲香岛花园 2室2厅 130.9平米,低楼层(共16层) 2007年建板楼,380,29030,2016.08.03,songjiang,l2
609958,绿洲香岛花园 2室2厅 131.29平米,高楼层(共16层) 2007年建板楼,350,26659,2016.03.09,songjiang,l2
611063,绿洲香岛花园 2室2厅 131.24平米,中楼层(共16层) 2007年建板楼,308,23469,2016.01.25,songjiang,l2
612169,绿洲香岛花园 2室2厅 138.03平米,低楼层(共16层) 2007年建板楼,308,22314,2015.12.31,songjiang,l2
613276,万科白马花园(公寓) 2室2厅 141.29平米,中楼层(共4层) 2006年建板楼,305,21587,2014.01.15,songjiang,l2
614384,荣都公寓 3室2厅 135平米,低楼层(共12层) 2006年建板楼,394,29186,2021.10.16,songjiang,l3
615493,高乐小区 3室1厅 144.96平米,高楼层(共6层) 1999年建板楼,390,26904,2021.03.24,songjiang,l3
616603,润江花苑 3室2厅 139.76平米,高楼层(共7层) 2007年建板楼,355,25401,2021.02.28,songjiang,l3
617714,润和苑 3室2厅 131.49平米,低楼层(共11层) 2006年建板楼,370,28140,2021.02.28,songjiang,l3
618826,通波小区 3室2厅 136平米,高楼层(共6层) 2003年建板楼,358,26287,2021.01.10,songjiang,l3
619939,润江花苑 3室2厅 140.48平米,高楼层(共7层) 2007年建板楼,323,22993,2021.01.05,songjiang,l3
621053,金港花园(公寓) 3室2厅 138.7平米,低楼层(共14层) 2007年建板楼,371,26749,2020.11.29,songjiang,l3
622168,久阳文华府邸(公寓) 3室2厅 132.42平米,低楼层(共15层) 2005年建板楼,398,30056,2020.10.26,songjiang,l3
623284,久阳文华府邸(公寓) 3室2厅 134.44平米,低楼层(共10层) 2006年建板楼,377,28043,2020.10.25,songjiang,l3
624401,绿庭尚城 3室2厅 141.95平米,低楼层(共18层) 2008年建板楼,391,27545,2020.10.04,songjiang,l3
625519,安琪花苑(公寓) 3室2厅 149.76平米,中楼层(共14层) 2009年建板楼,371,24740,2020.09.20,songjiang,l3
626638,松云水苑(公寓) 3室2厅 138.91平米,高楼层(共24层) 2005年建板楼,390,28076,2020.08.29,songjiang,l3
627758,金港花园(公寓) 3室2厅 130.28平米,中楼层(共6层) 2005年建板楼,375,28785,2020.08.11,songjiang,l3
628879,茸平苑 3室2厅 135.99平米,中楼层(共12层) 2005年建板楼,393,28863,2020.07.30,songjiang,l3
630001,珠江新城 3室2厅 138.63平米,高楼层(共14层) 2004年建板楼,395,28494,2020.07.24,songjiang,l3
631124,祥和花苑(公寓) 3室2厅 139.58平米,低楼层(共6层) 2004年建板楼,382,27368,2020.06.30,songjiang,l3
632248,祥和花苑(公寓) 3室2厅 131.23平米,中楼层(共6层) 2004年建板楼,398,30329,2020.06.28,songjiang,l3
633373,大江苑 3室2厅 133.43平米,低楼层(共12层) 2006年建板楼,343,25707,2020.06.01,songjiang,l3
634499,玉乐小区 3室2厅 130.73平米,中楼层(共6层) 2004年建板楼,365,27921,2020.05.10,songjiang,l3
635626,大江苑 3室2厅 133平米,高楼层(共14层) 2006年建板楼,335,25188,2020.04.26,songjiang,l3
636754,祥和花苑(公寓) 3室2厅 132.6平米,高楼层(共6层) 2004年建板楼,399,30031,2020.04.16,songjiang,l3
637883,荣乐小区 3室2厅 137.14平米,低楼层(共6层) 2001年建板楼,348,25376,2020.04.11,songjiang,l3
639013,金港花园(公寓) 3室2厅 137.83平米,低楼层(共14层) 2007年建板楼,394,28586,2020.03.26,songjiang,l3
640144,文翔名苑(公寓) 3室2厅 131.03平米,高楼层(共6层) 2006年建板楼,380,29001,2020.03.22,songjiang,l3
641276,白洋苑 3室2厅 142.83平米,低楼层(共6层) 2003年建板楼,359,25135,2020.03.22,songjiang,l3
642409,云润家园 3室2厅 134.08平米,低楼层(共6层) 2006年建板楼,391,29162,2020.03.08,songjiang,l3
643543,白洋苑 3室2厅 142.83平米,中楼层(共6层) 2003年建板楼,360,25205,2020.03.06,songjiang,l3
644678,祥和花苑(公寓) 3室2厅 136平米,低楼层(共6层) 2001年建板楼,377,27721,2019.12.07,songjiang,l3
645814,玉乐小区 3室2厅 130.73平米,高楼层(共6层) 2004年建板楼,316,24172,2019.12.05,songjiang,l3
646951,久阳文华府邸(公寓) 3室2厅 132.05平米,中楼层(共17层) 2005年建板楼,390,29535,2019.11.19,songjiang,l3
648089,绿波景园 4室2厅 135平米,低楼层(共11层) 板楼,380,28149,2019.05.14,songjiang,l4
649228,绿波景园 4室2厅 135.77平米,中楼层(共11层) 2016年建板楼,350,25779,2019.04.25,songjiang,l4
650368,绿波景园 4室2厅 135.86平米,高楼层(共11层) 板楼,392,28854,2019.02.24,songjiang,l4
651509,檀香花苑(公寓) 4室2厅 145.73平米,中楼层(共5层) 2003年建板楼,365,25047,2016.12.26,songjiang,l4
652651,莱顿小城 4室2厅 143.09平米,低楼层(共12层) 2007年建板楼,320,22364,2016.08.07,songjiang,l4
653794,良隆园 4室2厅 143.32平米,低楼层(共6层) 2002年建板楼,390,27212,2016.08.07,songjiang,l4
654938,莱顿小城 4室2厅 143.09平米,中楼层(共12层) 2007年建板楼,307,21456,2016.04.27,songjiang,l4
656083,金地艺境(松江) 4室2厅 135平米,高楼层(共7层) 2015年建板楼,380,28149,2016.04.22,songjiang,l4
657229,西南名苑 4室3厅 140.2平米,高楼层(共6层) 2005年建板楼,350,24965,2016.04.16,songjiang,l4
658376,西南名苑 4室2厅 132.15平米,低楼层(共6层) 2005年建板楼,350,26486,2016.03.22,songjiang,l4
659524,丽水华庭 4室2厅 145.08平米,低楼层(共4层) 2003年建板楼,351,24194,2016.03.17,songjiang,l4
660673,西南名苑 4室2厅 144.95平米,低楼层(共6层) 2005年建板楼,343,23664,2016.03.05,songjiang,l4
661823,丽水华庭 4室2厅 145.02平米,低楼层(共4层) 2003年建板楼,350,24135,2016.02.26,songjiang,l4
662974,泰晤士小镇(公寓) 4室2厅 148.26平米,中楼层(共5层) 2006年建板楼,315,21247,2016.01.14,songjiang,l4
664126,三盛颐景园(公寓) 4室2厅 148.49平米,中楼层(共5层) 2002年建板楼,350,23571,2016.01.08,songjiang,l4
665279,贝尚湾(公寓) 4室2厅 142.8平米,中楼层(共18层) 2008年建板楼,398,27872,2015.12.25,songjiang,l4
666433,三湘四季花城 4室2厅 143.81平米,低楼层(共18层) 2010年建板楼,355,24686,2015.11.07,songjiang,l4
667588,御上海 4室2厅 136.7平米,低楼层(共17层) 2009年建板楼,317,23190,2015.10.18,songjiang,l4
668744,贝尚湾(公寓) 4室2厅 144.25平米,中楼层(共16层) 2008年建板楼,368,25512,2015.09.15,songjiang,l4
669901,奥林匹克花园 4室2厅 144.82平米,高楼层(共6层) 2010年建板楼,320,22097,2015.06.06,songjiang,l4
671059,丽水华庭 4室2厅 144.76平米,低楼层(共4层) 2004年建板楼,300,20724,2015.03.06,songjiang,l4
672218,同润菲诗艾伦 5室1厅 132.45平米,低楼层(共9层) 2011年建板楼,395,29823,2016.08.29,songjiang,l5
673378,建设花园 5室2厅 140.9平米,高楼层(共6层) 2003年建板楼,348,24699,2016.07.24,songjiang,l5
674539,新理想花园 5室2厅 130.02平米,高楼层(共6层) 2006年建板楼,320,24612,2016.02.28,songjiang,l5
675701,合生国际花园 1室0厅 192.64平米,低楼层(共3层) 2010年建板楼,360,18688,2015.06.16,songjiang,l1
676864,丽水华庭 1室0厅 154.58平米,低楼层(共4层) 2003年建板楼,310,20055,2014.08.08,songjiang,l1
678028,雅阁花园 1室1厅 161平米,低楼层(共3层) 1999年建板楼,300,18634,2014.07.31,songjiang,l1
679193,紫金花园 2室2厅 154.69平米,低楼层(共14层) 2008年建板楼,350,22626,2020.06.06,songjiang,l2
680359,信达蓝爵 2室2厅 150.41平米,低楼层(共22层) 2015年建板楼,360,23935,2016.11.26,songjiang,l2
681526,英郡雷丁小城 2室1厅 178.39平米,低楼层(共4层) 2007年建板楼,353,19789,2015.05.23,songjiang,l2
682694,沿海丽水馨庭(别墅) 2室1厅 168平米,低楼层(共4层) 2007年建板楼,335,19941,2014.01.11,songjiang,l2
683863,三星苑 3室2厅 150.42平米,低楼层(共6层) 2004年建板楼,378,25130,2020.12.31,songjiang,l3
685033,信达蓝爵 3室2厅 165.83平米,低楼层(共22层) 2015年建板楼,398,24001,2020.12.22,songjiang,l3
686204,大江苑 3室2厅 175.56平米,低楼层(共14层) 2006年建板楼,390,22215,2020.03.08,songjiang,l3
687376,大江苑 3室2厅 165.13平米,中楼层(共14层) 2006年建板楼,398,24103,2019.06.12,songjiang,l3
688549,松云水苑(公寓) 3室2厅 219.91平米,低楼层(共24层) 2005年建板楼,395,17962,2019.03.03,songjiang,l3
689723,协和海琴花园 3室2厅 154.8平米,中楼层(共10层) 2001年建板楼,333,21512,2018.12.19,songjiang,l3
690898,安琪花苑(公寓) 3室2厅 150.47平米,高楼层(共14层) 2009年建板楼,390,25919,2018.11.27,songjiang,l3
692074,安琪花苑(公寓) 3室2厅 150平米,中楼层(共14层) 2009年建板楼,393,26200,2018.02.08,songjiang,l3
693251,松云水苑(公寓) 3室2厅 152.39平米,中楼层(共14层) 2005年建板楼,385,25265,2016.08.26,songjiang,l3
694429,松云水苑(公寓) 3室2厅 153.09平米,中楼层(共14层) 2005年建板楼,340,22210,2016.08.15,songjiang,l3
695608,大江苑 3室2厅 165.13平米,中楼层(共14层) 2006年建板楼,371,22468,2016.08.03,songjiang,l3
696788,合生国际花园 3室2厅 167.03平米,低楼层(共3层) 2010年建板楼,359,21494,2016.07.05,songjiang,l3
697969,名庭花苑 3室2厅 152.77平米,低楼层(共14层) 2006年建板楼,370,24220,2016.06.28,songjiang,l3
699151,大江苑 3室2厅 165.13平米,高楼层(共14层) 2006年建板楼,310,18774,2016.06.28,songjiang,l3
700334,松云水苑(公寓) 3室2厅 158平米,高楼层(共14层) 2005年建板楼,316,20000,2016.05.20,songjiang,l3
701518,丽水华庭 3室2厅 168.25平米,中楼层(共5层) 板楼,314,18663,2016.04.24,songjiang,l3
702703,国亭花苑 3室2厅 150.76平米,高楼层(共6层) 2004年建板楼,320,21226,2016.04.01,songjiang,l3
703889,开元广场 3室2厅 166.91平米,高楼层(共19层) 2006年建板楼,340,20371,2016.03.13,songjiang,l3
705076,嘉富丽花园 3室2厅 172.91平米,低楼层(共1层) 2003年建板楼,383,22151,2016.03.10,songjiang,l3
706264,中京苑 3室2厅 166.16平米,高楼层(共4层) 2005年建板楼,300,18055,2016.03.05,songjiang,l3
707453,上尚缘 3室2厅 151.08平米,低楼层(共4层) 2010年建板楼,362,23961,2016.03.04,songjiang,l3
708643,丽水华庭 3室2厅 160.17平米,低楼层(共4层) 2004年建板楼,358,22352,2016.03.01,songjiang,l3
709834,阳光翠庭 3室2厅 150.22平米,高楼层(共17层) 2005年建板楼,320,21303,2016.03.01,songjiang,l3
711026,阳光翠庭 3室2厅 150.22平米,中楼层(共18层) 2005年建板楼,345,22967,2016.02.24,songjiang,l3
712219,月亮河桂园(公寓) 3室2厅 150.54平米,中楼层(共12层) 2009年建板楼,360,23914,2016.02.21,songjiang,l3
713413,丽水华庭 3室2厅 154.35平米,低楼层(共4层) 2004年建板楼,356,23065,2016.02.17,songjiang,l3
714608,东明花苑 3室2厅 179.74平米,高楼层(共12层) 2002年建板楼,388,21587,2016.01.31,songjiang,l3
715804,沿海丽水馨庭(别墅) 3室2厅 159.33平米,低楼层(共4层) 2007年建板楼,390,24478,2016.01.30,songjiang,l3
717001,龙祥公寓 3室2厅 151.59平米,中楼层(共14层) 2007年建板楼,320,21110,2016.01.29,songjiang,l3
718199,金丰蓝庭 3室2厅 158.17平米,高楼层(共11层) 2006年建板楼,380,24025,2016.01.25,songjiang,l3
719398,绿洲香岛花园 4室2厅 176.06平米,中楼层(共17层) 2009年建板楼,372,21130,2021.02.25,songjiang,l4
720598,绿洲香岛花园 4室2厅 170.83平米,低楼层(共17层) 2009年建板楼,328,19201,2021.01.24,songjiang,l4
721799,绿洲香岛花园 4室2厅 170平米,低楼层(共17层) 2009年建板楼,317,18648,2021.01.24,songjiang,l4
723001,绿洲香岛花园 4室2厅 176.69平米,中楼层(共17层) 2009年建板楼,301,17036,2021.01.15,songjiang,l4
724204,绿洲香岛花园 4室2厅 176平米,低楼层(共17层) 2009年建板楼,372,21137,2021.01.04,songjiang,l4
725408,润江花苑 4室2厅 174.05平米,高楼层(共5层) 2006年建板楼,386,22149,2020.08.16,songjiang,l4
726613,高乐小区 4室3厅 190.89平米,高楼层(共6层) 2000年建板楼,390,20431,2020.05.25,songjiang,l4
727819,明丰公寓 4室2厅 152平米,高楼层(共6层) 2000年建板楼,392,25790,2019.06.17,songjiang,l4
729026,绿洲香岛花园 4室2厅 176.65平米,中楼层(共17层) 2010年建板楼,300,16983,2016.10.12,songjiang,l4
731443,江虹花园 4室2厅 159.82平米,中楼层(共11层) 2000年建板楼,368,23026,2016.08.27,songjiang,l4
732653,紫东新苑 4室2厅 207.67平米,高楼层(共6层) 2005年建板楼,385,18540,2016.08.27,songjiang,l4
733864,明月清泉南园 4室2厅 204.98平米,低楼层(共3层) 2004年建板楼,380,18539,2016.08.26,songjiang,l4
735076,檀香花苑(公寓) 4室2厅 157.31平米,低楼层(共6层) 2003年建板楼,398,25301,2016.08.03,songjiang,l4
736289,民乐小区 4室2厅 157.19平米,高楼层(共6层) 1998年建板楼,306,19467,2016.08.02,songjiang,l4
737503,月夏香樟林 4室1厅 156.01平米,高楼层(共7层) 2008年建板楼,314,20127,2016.07.31,songjiang,l4
738718,荣盛名邸(公寓) 4室2厅 163.58平米,高楼层(共11层) 2006年建板楼,330,20174,2016.07.19,songjiang,l4
739934,紫东新苑 4室2厅 174.43平米,高楼层(共18层) 2005年建板楼,399,22875,2016.07.08,songjiang,l4
741151,丽水豪庭 4室2厅 209.87平米,高楼层(共4层) 2006年建板楼,327,15582,2016.07.03,songjiang,l4
742369,山水景苑 4室2厅 187.9平米,低楼层(共3层) 2006年建板楼,380,20224,2016.06.02,songjiang,l4
743588,西南名苑 4室2厅 168.75平米,高楼层(共5层) 2005年建板楼,320,18963,2016.04.29,songjiang,l4
744808,珠江新城 4室2厅 257.35平米,高楼层(共17层) 2005年建板楼,330,12824,2016.03.31,songjiang,l4
746029,沿海丽水馨庭(别墅) 4室2厅 156.25平米,低楼层(共4层) 2007年建板楼,345,22080,2016.03.31,songjiang,l4
747251,丽水华庭 4室2厅 153.4平米,低楼层(共4层) 2003年建板楼,353,23012,2016.03.29,songjiang,l4
748474,上尚缘 4室2厅 161.4平米,低楼层(共3层) 2010年建板楼,379,23483,2016.03.28,songjiang,l4
749698,鼎信公寓 4室2厅 167.85平米,高楼层(共5层) 2002年建板楼,308,18350,2016.03.25,songjiang,l4
750923,明中龙祥家园(公寓) 4室2厅 157.21平米,中楼层(共18层) 2010年建板楼,345,21946,2016.03.24,songjiang,l4
752149,丽水华庭 4室2厅 169.45平米,低楼层(共4层) 2003年建板楼,360,21246,2016.03.20,songjiang,l4
753376,沿海丽水馨庭(别墅) 4室2厅 179.84平米,低楼层(共3层) 2007年建板楼,397,22076,2016.03.20,songjiang,l4
754604,丽水华庭 4室2厅 161.33平米,中楼层(共4层) 2004年建板楼,380,23555,2016.03.15,songjiang,l4
755833,松云水苑(公寓) 5室2厅 188.8平米,高楼层(共6层) 2005年建板楼,380,20128,2016.08.15,songjiang,l5
757063,紫东新苑 5室3厅 233.65平米,高楼层(共7层) 2005年建板楼,382,16350,2016.07.28,songjiang,l5
758294,月夏香樟林 5室2厅 195.36平米,高楼层(共7层) 2008年建板楼,370,18940,2016.06.12,songjiang,l5
759526,丽水华庭 5室2厅 163.65平米,中楼层(共5层) 2002年建板楼,355,21693,2016.03.31,songjiang,l5
760759,松云水苑(公寓) 5室2厅 252.54平米,高楼层(共24层) 2005年建板楼,350,13860,2016.03.12,songjiang,l5
761993,亭汇花苑 5室2厅 184.66平米,高楼层(共6层) 2004年建板楼,340,18413,2016.03.08,songjiang,l5
763228,月亮河桂园(公寓) 5室2厅 235.01平米,高楼层(共12层) 2008年建板楼,365,15532,2016.03.01,songjiang,l5
764464,丽水华庭 5室2厅 193.06平米,低楼层(共3层) 2004年建板楼,385,19917,2016.02.26,songjiang,l5
765701,丽水华庭 5室2厅 169.01平米,低楼层(共3层) 2002年建板楼,370,21893,2015.12.05,songjiang,l5
766939,上泰绅苑(公寓) 5室3厅 170.69平米,高楼层(共6层) 2010年建板楼,318,18631,2015.08.02,songjiang,l5
768178,复地翠堤苑(别墅) 5室2厅 222.9平米,低楼层(共3层) 2006年建板楼,335,15030,2015.07.20,songjiang,l5
769418,上泰绅苑(公寓) 5室2厅 192.38平米,高楼层(共6层) 2010年建板楼,348,18090,2015.06.20,songjiang,l5
770659,复地翠堤苑(别墅) 5室2厅 197.26平米,低楼层(共3层) 2006年建板楼,302,15310,2015.05.28,songjiang,l5
771901,沿海丽水馨庭(别墅) 5室2厅 172.84平米,低楼层(共3层) 2007年建板楼,370,21408,2015.03.23,songjiang,l5
773144,丽水华庭 5室2厅 172.05平米,低楼层(共3层) 2002年建板楼,308,17873,2014.09.08,songjiang,l5
774388,欣绿名苑 5室2厅 210.44平米,低楼层(共3层) 2007年建板楼,350,16632,2014.07.28,songjiang,l5
775633,达安圣芭芭花园 5室3厅 182.79平米,低楼层(共3层) 2006年建板楼,373,20406,2013.10.26,songjiang,l5
776879,荣盛名邸(公寓) 6室2厅 205.07平米,中楼层(共4层) 2005年建板楼,387,18872,2016.04.30,songjiang,l6
778126,上泰绅苑(公寓) 6室2厅 170.72平米,高楼层(共6层) 2010年建板楼,390,22845,2016.03.14,songjiang,l6
779374,明中龙祥家园(公寓) 6室3厅 203.42平米,高楼层(共6层) 2010年建板楼,330,16223,2015.10.20,songjiang,l6
780623,名仕豪庭(别墅） 6室2厅 172.55平米,低楼层(共2层) 2006年建板楼,355,20574,2015.05.10,songjiang,l6
781873,贝尚湾(公寓) 2室1厅 67.09平米,高楼层(共16层) 2012年建板楼,400,59622,2021.01.03,songjiang,l2
783124,河谷3号 2室2厅 65.33平米,低楼层(共3层) 2009年建板楼,420,64289,2020.11.08,songjiang,l2
784376,御上海 3室2厅 64.41平米,高楼层(共18层) 2009年建板楼,439,68158,2019.11.10,songjiang,l3
785629,贝尚湾(公寓) 1室2厅 72.73平米,中楼层(共11层) 2009年建板楼,420,57748,2021.03.24,songjiang,l1
786883,贝尚湾(公寓) 1室2厅 72.73平米,中楼层(共11层) 2009年建板楼,400,54998,2016.10.21,songjiang,l1
788138,九城湖滨国际 2室2厅 88.48平米,高楼层(共16层) 2009年建板楼,498,56284,2021.11.23,songjiang,l2
789394,象屿虹桥悦府 2室2厅 76.59平米,高楼层(共14层) 2018年建板楼,475,62019,2021.11.21,songjiang,l2
790651,奥林匹克花园 2室2厅 81.66平米,低楼层(共6层) 2010年建板楼,453,55474,2021.11.16,songjiang,l2
791909,美丽星城 2室2厅 85.96平米,中楼层(共16层) 2004年建板楼,413,48046,2021.11.06,songjiang,l2
793168,保利西子湾 2室2厅 89.94平米,低楼层(共18层) 2009年建板楼,426,47365,2021.10.28,songjiang,l2
794428,奥林匹克花园 2室2厅 89.61平米,低楼层(共13层) 2010年建板楼,425,47428,2021.10.26,songjiang,l2
795689,米兰诺贵都 2室2厅 86.48平米,高楼层(共15层) 2013年建板楼,423,48914,2021.10.25,songjiang,l2
796951,奥林匹克花园 2室2厅 89.51平米,中楼层(共13层) 2009年建板楼,422,47146,2021.10.17,songjiang,l2
798214,九城湖滨国际 2室2厅 85.23平米,中楼层(共16层) 2009年建板楼,455,53385,2021.10.09,songjiang,l2
799478,中大九里德(公寓) 2室2厅 87.16平米,低楼层(共15层) 2011年建板楼,400,45893,2021.10.01,songjiang,l2
800743,美丽星城 2室2厅 85.89平米,低楼层(共10层) 2004年建板楼,400,46572,2021.09.26,songjiang,l2
802009,美丽星城 2室2厅 87.4平米,低楼层(共16层) 2004年建板楼,408,46682,2021.09.25,songjiang,l2
803276,九城湖滨国际 2室1厅 86.44平米,高楼层(共16层) 2009年建板楼,478,55299,2021.08.12,songjiang,l2
804544,九城湖滨国际 2室2厅 85.24平米,中楼层(共16层) 2009年建板楼,473,55432,2021.08.10,songjiang,l2
805813,绿庭尚城 2室2厅 83.28平米,低楼层(共14层) 2011年建板楼,440,52834,2021.07.31,songjiang,l2
807083,新虹桥首府(公寓) 2室2厅 89.96平米,中楼层(共19层) 2011年建板楼,484,53802,2021.07.19,songjiang,l2
808354,象屿品城 2室2厅 82.48平米,中楼层(共11层) 2014年建板楼,420,50922,2021.07.18,songjiang,l2
809626,美丽星城 2室2厅 86.99平米,高楼层(共16层) 2004年建板楼,446,51213,2021.06.13,songjiang,l2
810899,奥林匹克花园 2室2厅 88.68平米,高楼层(共13层) 2009年建板楼,432,48715,2021.05.23,songjiang,l2
812173,象屿品城 2室2厅 82.48平米,中楼层(共11层) 2014年建板楼,423,51286,2021.05.19,songjiang,l2
813448,象屿品城 2室2厅 81.7平米,低楼层(共11层) 2015年建板楼,415,50796,2021.05.09,songjiang,l2
814724,佘山一号 2室2厅 88.39平米,高楼层(共9层) 暂无数据,449,50753,2021.05.09,songjiang,l2
