title,build_time,price,unit_price,transaction_date,district,bedrooms
樟树苑 3室2厅 98.16平米,低楼层(共6层) 2000年建板楼,398,40547,2016.02.27,xuhui,l3
东泉小区 3室1厅 93.23平米,高楼层(共6层) 1994年建板楼,330,35397,2016.02.03,xuhui,l3
生活花苑 3室2厅 109.78平米,高楼层(共6层) 1997年建板楼,397,36164,2016.01.31,xuhui,l3
馨宁公寓 3室1厅 101.25平米,低楼层(共26层) 2011年建板楼,376,37136,2016.01.24,xuhui,l3
金桂苑(徐汇) 3室2厅 103.18平米,低楼层(共24层) 1996年建塔楼,350,33922,2016.01.17,xuhui,l3
吴中公寓 3室1厅 91.08平米,高楼层(共22层) 1996年建塔楼,385,42271,2016.01.06,xuhui,l3
月季园(徐汇) 3室1厅 104.28平米,中楼层(共6层) 1993年建板楼,395,37879,2015.12.31,xuhui,l3
花苑村丁香园 3室1厅 91.15平米,中楼层(共5层) 1992年建板楼,300,32913,2015.12.27,xuhui,l3
狮城花苑 3室2厅 91.72平米,低楼层(共6层) 1995年建板楼,345,37615,2015.12.17,xuhui,l3
龙南三四村 3室1厅 91.39平米,高楼层(共6层) 1993年建板楼,301,32936,2015.12.16,xuhui,l3
金桂苑(徐汇) 3室2厅 105.24平米,低楼层(共24层) 1996年建塔楼,345,32783,2015.12.09,xuhui,l3
馨宁公寓 3室1厅 101.8平米,低楼层(共26层) 2011年建板楼,310,30452,2015.11.22,xuhui,l3
徐汇华园 3室1厅 109.05平米,低楼层(共12层) 2005年建板楼,348,31912,2015.11.21,xuhui,l3
馨宁公寓 3室1厅 101.16平米,中楼层(共18层) 2011年建板楼,340,33611,2015.11.13,xuhui,l3
华富小区 3室1厅 92.29平米,低楼层(共7层) 1995年建板楼,344,37253,2015.09.05,xuhui,l3
天钥新村 3室1厅 91.47平米,高楼层(共5层) 1989年建板楼,363,39686,2015.08.30,xuhui,l3
桂平小区 3室1厅 94.89平米,高楼层(共6层) 1994年建板楼,353,37201,2015.07.26,xuhui,l3
北海大厦 3室2厅 105.67平米,中楼层(共19层) 1998年建塔楼,350,33122,2015.06.17,xuhui,l3
东安大楼(徐汇) 3室1厅 92.7平米,低楼层(共18层) 1996年建塔楼,318,34305,2015.06.08,xuhui,l3
福苑小区 3室1厅 103.93平米,低楼层(共22层) 1990年建板楼,375,36082,2015.05.23,xuhui,l3
东航公寓 3室1厅 94.65平米,中楼层(共24层) 1999年建塔楼,389,41099,2015.05.20,xuhui,l3
徐汇新城(公寓) 3室1厅 98.27平米,中楼层(共15层) 2008年建板楼,360,36634,2015.05.16,xuhui,l3
金谷园 3室1厅 95.65平米,低楼层(共18层) 1996年建塔楼,365,38160,2015.04.22,xuhui,l3
华利公寓 3室2厅 109.63平米,中楼层(共29层) 1997年建塔楼,349,31835,2015.04.05,xuhui,l3
佳信徐汇公寓 3室2厅 106.4平米,低楼层(共12层) 1998年建板楼,302,28384,2014.06.03,xuhui,l3
裕德大厦 3室1厅 108.06平米,低楼层(共20层) 1998年建板楼,316,29244,2011.09.24,xuhui,l3
银星名庭 6房间1卫 98.56平米,低楼层(共24层) 2005年建塔楼,346,35106,2019.07.09,xuhui,l4
鑫隆花园 2室2厅 119.23平米,高楼层(共24层) 1999年建塔楼,395,33130,2016.02.02,xuhui,l2
梅陇四村 2室1厅 126.79平米,高楼层(共25层) 1996年建塔楼,320,25239,2016.01.24,xuhui,l2
梅陇四村 2室1厅 112.87平米,高楼层(共25层) 1996年建塔楼,350,31010,2015.12.14,xuhui,l2
华欣家园 2室2厅 114.75平米,低楼层(共6层) 2004年建板楼,305,26580,2015.11.30,xuhui,l2
嘉汇广场 2室2厅 117.72平米,低楼层(共30层) 1997年建塔楼,374,31771,2015.10.21,xuhui,l2
天龙苑 2室2厅 110.26平米,低楼层(共7层) 2004年建板楼,390,35371,2015.10.15,xuhui,l2
金桂苑(徐汇) 2室2厅 115.34平米,高楼层(共24层) 1996年建塔楼,385,33380,2015.09.24,xuhui,l2
嘉汇广场 2室2厅 129平米,中楼层(共35层) 1997年建塔楼,330,25582,2015.09.01,xuhui,l2
嘉汇广场 2室2厅 116.97平米,低楼层(共33层) 1997年建塔楼,363,31034,2015.07.03,xuhui,l2
梅花园 2室2厅 126.04平米,低楼层(共24层) 1997年建塔楼,365,28960,2015.06.06,xuhui,l2
嘉汇广场 2室2厅 116.97平米,高楼层(共33层) 1997年建塔楼,350,29923,2015.05.09,xuhui,l2
叠加苑 2室2厅 110平米,高楼层(共18层) 2001年建板楼,365,33182,2014.09.27,xuhui,l2
华鼎广场 2室2厅 114.36平米,高楼层(共32层) 2001年建塔楼,395,34541,2013.11.01,xuhui,l2
金轩公寓 2室2厅 110.17平米,低楼层(共20层) 1997年建板楼,396,35945,2013.10.15,xuhui,l2
金轩公寓 2室2厅 110平米,中楼层(共20层) 1997年建板楼,376,34182,2013.05.19,xuhui,l2
爱乐大厦 2室2厅 117平米,中楼层(共26层) 1994年建塔楼,363,31026,2013.01.16,xuhui,l2
鼎新大楼(公寓) 2室1厅 112平米,中楼层(共20层) 1997年建塔楼,350,31250,2013.01.15,xuhui,l2
泰德花苑 2室2厅 111.28平米,低楼层(共32层) 1999年建塔楼,398,35766,2012.10.30,xuhui,l2
泰德花苑 2室2厅 111.77平米,高楼层(共32层) 1999年建塔楼,350,31315,2012.03.10,xuhui,l2
泰德花苑 2室2厅 110.88平米,高楼层(共32层) 1999年建塔楼,300,27057,2012.02.29,xuhui,l2
凯旋花苑 2室2厅 113平米,中楼层(共28层) 1999年建塔楼,393,34762,2011.12.10,xuhui,l2
海螺花园 2室2厅 126.83平米,中楼层(共24层) 1999年建板楼,385,30356,2011.11.20,xuhui,l2
新家坡美树馆 2室2厅 123.34平米,中楼层(共33层) 1999年建塔楼,390,31620,2011.09.17,xuhui,l2
嘉汇广场 3室2厅 129平米,中楼层(共35层) 1997年建塔楼,395,30621,2016.02.04,xuhui,l3
华滨家园 3室2厅 119.15平米,中楼层(共17层) 2012年建板楼,365,30634,2015.12.16,xuhui,l3
明佳苑 3室1厅 126.33平米,低楼层(共15层) 1998年建板楼,390,30872,2015.11.16,xuhui,l3
聚龙新苑 3室2厅 115.15平米,低楼层(共7层) 2002年建板楼,398,34564,2015.10.21,xuhui,l3
松风花园 3室1厅 114.42平米,高楼层(共20层) 1999年建塔楼,370,32338,2015.09.16,xuhui,l3
迎春园 3室1厅 125.89平米,高楼层(共28层) 1996年建塔楼,328,26055,2015.08.29,xuhui,l3
东安花苑 3室2厅 129.7平米,中楼层(共40层) 1997年建板塔结合,350,26986,2015.08.07,xuhui,l3
爱和大厦 3室2厅 115.91平米,高楼层(共26层) 2000年建塔楼,385,33216,2015.07.02,xuhui,l3
紫阳花苑 3室2厅 117.31平米,低楼层(共6层) 2002年建板楼,330,28131,2015.05.31,xuhui,l3
中海瀛台 3室2厅 118.7平米,高楼层(共30层) 2007年建板楼,398,33530,2012.08.27,xuhui,l3
实业公寓 3室2厅 112平米,中楼层(共28层) 1992年建塔楼,306,27322,2012.08.13,xuhui,l3
宏汇大厦 3室2厅 126.76平米,中楼层(共14层) 1999年建塔楼,360,28401,2012.02.28,xuhui,l3
光大会展中心 1室0厅 133.91平米,中楼层(共30层) 2001年建塔楼,390,29125,2016.07.19,xuhui,l1
泰德花苑 3室2厅 142.83平米,低楼层(共32层) 1999年建塔楼,335,23455,2016.02.19,xuhui,l3
百合花苑 3室2厅 141.15平米,高楼层(共24层) 1994年建塔楼,378,26781,2015.07.26,xuhui,l3
佳安公寓 3室2厅 149平米,中楼层(共19层) 2001年建板楼,341,22886,2014.09.19,xuhui,l3
嘉汇广场 3室2厅 145.21平米,中楼层(共33层) 1997年建塔楼,353,24276,2013.11.17,xuhui,l3
望族城 3室2厅 130.4平米,低楼层(共24层) 1996年建塔楼,352,26994,2013.03.26,xuhui,l3
望族城 3室2厅 130.41平米,高楼层(共24层) 1996年建塔楼,360,27606,2013.03.21,xuhui,l3
创世纪花园 3室2厅 145.92平米,中楼层(共34层) 2000年建板塔结合,394,27002,2012.07.28,xuhui,l3
名人花苑 3室2厅 154.13平米,低楼层(共6层) 1999年建板楼,370,24006,2016.01.05,xuhui,l3
名人花苑 3室2厅 156.49平米,高楼层(共6层) 1999年建板楼,340,21727,2015.12.25,xuhui,l3
金桂苑(徐汇) 3室2厅 154.84平米,高楼层(共24层) 1996年建塔楼,380,24542,2015.04.30,xuhui,l3
恒昌花园 3室2厅 157.79平米,低楼层(共26层) 1997年建板楼,368,23323,2012.04.10,xuhui,l3
名人花苑 4室2厅 156.49平米,高楼层(共6层) 1999年建板楼,313,20002,2015.10.29,xuhui,l4
凯旋一村 1室1厅 37.59平米,低楼层(共6层) 1989年建板楼,466,123970,2021.10.15,xuhui,l1
南丹小区 1室1厅 39.95平米,低楼层(共6层) 1993年建板楼,485,121402,2021.10.07,xuhui,l1
光华园 1室1厅 46.2平米,高楼层(共6层) 1996年建板楼,453,98052,2021.09.05,xuhui,l1
宛龙小区 1室1厅 46.05平米,高楼层(共7层) 2000年建板楼,405,87948,2021.07.17,xuhui,l1
漕溪四村 1室1厅 44.55平米,低楼层(共6层) 1986年建板楼,434,97419,2021.07.12,xuhui,l1
乐山四五村 1室1厅 36.87平米,高楼层(共6层) 1990年建板楼,430,116626,2021.07.11,xuhui,l1
乐山六七村 1室1厅 38.28平米,中楼层(共7层) 1988年建板楼,475,124086,2021.07.11,xuhui,l1
虹二小区 1室0厅 33.8平米,中楼层(共5层) 1977年建板楼,400,118344,2021.06.28,xuhui,l1
复兴西路30弄 1室1厅 44.79平米,低楼层(共4层) 1936年建塔楼,422,94106,2021.06.25,xuhui,l1
杜鹃园 1室1厅 47.61平米,高楼层(共6层) 1992年建板楼,410,86117,2021.06.23,xuhui,l1
西木小区 1室1厅 43.62平米,高楼层(共6层) 1985年建板楼,405,92848,2021.06.18,xuhui,l1
宛轻公寓 1室1厅 46.62平米,高楼层(共13层) 1986年建塔楼,470,100816,2021.05.31,xuhui,l1
永福路147弄 1室1厅 35.68平米,高楼层(共5层) 1975年建板楼,420,117714,2021.05.19,xuhui,l1
医学院路54弄 1室1厅 42.86平米,中楼层(共6层) 1978年建板楼,410,95661,2021.05.08,xuhui,l1
宛南五村 1室1厅 33.03平米,低楼层(共6层) 1980年建板楼,489,148048,2021.05.01,xuhui,l1
三航大厦 1室1厅 46.35平米,低楼层(共21层) 1990年建塔楼,435,93852,2021.04.29,xuhui,l1
乐山四五村 1室1厅 36.87平米,低楼层(共6层) 1990年建板楼,450,122051,2021.04.15,xuhui,l1
青松小区 1室1厅 48.33平米,低楼层(共30层) 1995年建塔楼,450,93110,2021.03.30,xuhui,l1
漕泾一村 1室1厅 38.09平米,高楼层(共6层) 1987年建板楼,410,107640,2021.03.29,xuhui,l1
徐虹公寓 1室1厅 42.63平米,高楼层(共6层) 1997年建板楼,402,94300,2021.03.27,xuhui,l1
王家堂小区 1室1厅 42.81平米,低楼层(共6层) 1991年建板楼,467,109087,2021.03.15,xuhui,l1
市民村 1室1厅 39.71平米,高楼层(共5层) 1970年建板楼,425,107026,2021.03.07,xuhui,l1
虹二小区 1室1厅 32.44平米,低楼层(共5层) 1981年建板楼,434,133786,2021.03.06,xuhui,l1
虹二小区 1室1厅 31.67平米,中楼层(共5层) 1966年建板楼,401,126619,2021.03.01,xuhui,l1
园南新村 1室0厅 38.96平米,中楼层(共6层) 1985年建板楼,400,102670,2021.02.24,xuhui,l1
百安小区 1室1厅 37.63平米,中楼层(共5层) 1955年建板楼,480,127558,2021.02.08,xuhui,l1
汇成五村 1室1厅 41.1平米,中楼层(共6层) 1994年建板楼,411,100000,2021.01.31,xuhui,l1
兴国路279号 1室1厅 37.95平米,中楼层(共6层) 1988年建板楼,455,119895,2021.01.30,xuhui,l1
科苑新村 1室1厅 48.3平米,高楼层(共18层) 1995年建塔楼,436,90187,2021.01.25,xuhui,l1
龙吴路13弄 1室1厅 44.54平米,中楼层(共6层) 1991年建板楼,410,92053,2021.01.25,xuhui,l1
田林十一村 2室1厅 46.76平米,低楼层(共6层) 1984年建板楼,443,94740,2021.10.14,xuhui,l2
田林十一村 2室1厅 49.27平米,中楼层(共6层) 1984年建板楼,490,99452,2021.08.18,xuhui,l2
乐山八九村 2室0厅 41.22平米,高楼层(共6层) 1990年建板楼,495,120088,2021.08.07,xuhui,l2
长青坊 2室0厅 47.69平米,低楼层(共6层) 1993年建板楼,467,97925,2021.06.26,xuhui,l2
田林十三村 2室1厅 48.8平米,高楼层(共6层) 1986年建板楼,429,87888,2021.05.30,xuhui,l2
振兴小区(徐汇) 2室0厅 49.49平米,中楼层(共5层) 1987年建板楼,485,98000,2021.05.22,xuhui,l2
斜土路1674弄 2室1厅 42.66平米,高楼层(共6层) 1977年建板楼,428,100329,2021.05.12,xuhui,l2
田林三四村 2室1厅 47.72平米,中楼层(共6层) 1983年建板楼,416,87176,2021.05.05,xuhui,l2
康乐小区(徐汇) 2室1厅 48.28平米,中楼层(共6层) 1992年建板楼,420,86993,2021.05.04,xuhui,l2
宛南三村 2室1厅 45.91平米,高楼层(共6层) 1985年建板楼,437,95187,2021.04.17,xuhui,l2
医学院路25号 2室0厅 46.65平米,低楼层(共3层) 1977年建板楼,425,91104,2021.04.08,xuhui,l2
冠生园路247号—253号 2室1厅 49.92平米,中楼层(共6层) 1992年建板楼,470,94151,2021.03.27,xuhui,l2
雅安路9号 2室1厅 47.96平米,高楼层(共5层) 1980年建板楼,440,91744,2021.03.25,xuhui,l2
金龙花苑玫瑰园 2室1厅 48.28平米,低楼层(共4层) 1995年建板楼,493,102010,2021.03.24,xuhui,l2
上影新村 2室1厅 46.78平米,中楼层(共6层) 1979年建板楼,446,95234,2021.03.07,xuhui,l2
田林十二村 2室1厅 48.1平米,中楼层(共6层) 1986年建板楼,494,102703,2021.02.21,xuhui,l2
枫林新村 2室1厅 47.34平米,中楼层(共6层) 1978年建板楼,402,84918,2021.01.30,xuhui,l2
长海坊 2室1厅 47.93平米,高楼层(共6层) 1991年建板楼,414,86335,2021.01.22,xuhui,l2
康州小区 2室1厅 48.81平米,高楼层(共6层) 1982年建板楼,450,92195,2021.01.18,xuhui,l2
田林十四村 2室1厅 48.71平米,高楼层(共6层) 1987年建板楼,415,85199,2021.01.17,xuhui,l2
长青坊 2室1厅 47.69平米,低楼层(共6层) 1992年建板楼,415,87021,2021.01.10,xuhui,l2
漕溪一村 2室1厅 48.07平米,中楼层(共6层) 1981年建板楼,455,94654,2021.01.09,xuhui,l2
上海师大新村 2室1厅 48.77平米,高楼层(共6层) 1987年建板楼,402,82428,2021.01.09,xuhui,l2
泰东新村(徐汇) 2室0厅 47.23平米,高楼层(共6层) 1993年建板楼,427,90409,2021.01.07,xuhui,l2
桂康小区 2室1厅 45.94平米,低楼层(共6层) 1986年建板楼,441,95995,2021.01.06,xuhui,l2
田林十二村 2室1厅 48.15平米,低楼层(共6层) 1985年建板楼,416,86397,2021.01.04,xuhui,l2
炎虹路76弄 2室0厅 48.87平米,中楼层(共6层) 1981年建板楼,423,86557,2021.01.03,xuhui,l2
番禺路650弄 2室1厅 42.65平米,中楼层(共6层) 1977年建板楼,469,109848,2020.12.28,xuhui,l2
园南新村 2室1厅 47.41平米,高楼层(共6层) 1991年建板楼,419,88378,2020.12.17,xuhui,l2
秀山支路5弄 2室1厅 41.51平米,高楼层(共6层) 1989年建板楼,407,98049,2020.12.14,xuhui,l2
青松小区 1室1厅 50.58平米,高楼层(共30层) 1995年建塔楼,478,94504,2021.11.03,xuhui,l1
长峰小区 1室1厅 54.09平米,高楼层(共6层) 1999年建板楼,400,73951,2021.09.08,xuhui,l1
钦州花苑 1室1厅 55.73平米,高楼层(共29层) 1991年建塔楼,415,74467,2021.08.02,xuhui,l1
日晖二村 1室1厅 53.1平米,中楼层(共6层) 1954年建板楼,405,76272,2021.06.28,xuhui,l1
长峰小区 1室1厅 54.09平米,低楼层(共6层) 1999年建板楼,433,79960,2021.06.16,xuhui,l1
钦州花苑 1室1厅 58.59平米,高楼层(共29层) 1991年建塔楼,418,71344,2021.05.19,xuhui,l1
华沁家园 1室1厅 55.6平米,低楼层(共35层) 2011年建板楼,423,75990,2021.05.17,xuhui,l1
吴中公寓 1室1厅 61.77平米,低楼层(共22层) 1996年建塔楼,420,67865,2021.05.09,xuhui,l1
钦州花苑 1室1厅 58.59平米,高楼层(共29层) 1991年建塔楼,418,71344,2021.04.29,xuhui,l1
平华大厦 1室1厅 53.03平米,中楼层(共23层) 1994年建塔楼,474,89346,2021.04.11,xuhui,l1
鑫隆花园 1室1厅 66.98平米,中楼层(共24层) 1996年建塔楼,415,61959,2021.04.05,xuhui,l1
华沁家园 1室1厅 55.57平米,低楼层(共28层) 2011年建板楼,426,76661,2021.03.21,xuhui,l1
宛龙小区 1室1厅 54.14平米,低楼层(共7层) 2000年建板楼,405,74807,2021.03.17,xuhui,l1
钦州花苑 1室1厅 58.93平米,低楼层(共29层) 1995年建塔楼,404,68556,2021.03.13,xuhui,l1
龙南五村 1室1厅 50.31平米,高楼层(共6层) 1995年建板楼,400,79508,2021.03.12,xuhui,l1
图情小区 1室1厅 58.17平米,高楼层(共6层) 1997年建板楼,420,72203,2021.03.11,xuhui,l1
寿昌坊 1室1厅 52.01平米,低楼层(共6层) 1986年建板楼,405,77870,2021.03.07,xuhui,l1
盛华景苑 1室1厅 61.12平米,低楼层(共18层) 2013年建板楼,459,75099,2021.02.24,xuhui,l1
金谷园 1室1厅 55.73平米,低楼层(共18层) 1996年建塔楼,448,80388,2021.02.24,xuhui,l1
钦州花苑 1室1厅 56.1平米,中楼层(共30层) 1993年建塔楼,400,71302,2021.02.19,xuhui,l1
龙南公寓 1室1厅 61.24平米,中楼层(共7层) 2006年建板楼,498,81238,2021.01.31,xuhui,l1
橡胶小区 1室1厅 57.29平米,低楼层(共24层) 1993年建塔楼,434,75755,2021.01.31,xuhui,l1
健安坊 1室1厅 59.05平米,高楼层(共6层) 1994年建板楼,430,72820,2021.01.22,xuhui,l1
永兆豪庭 1室1厅 55.55平米,高楼层(共17层) 2008年建板楼,483,86949,2021.01.11,xuhui,l1
凯翔小区 1室1厅 55.12平米,低楼层(共18层) 1995年建塔楼,450,81641,2021.01.10,xuhui,l1
华泾绿苑 1室1厅 62.65平米,中楼层(共11层) 2008年建板楼,455,72626,2021.01.04,xuhui,l1
金祥苑 1室1厅 56.72平米,高楼层(共6层) 1997年建板楼,418,73696,2021.01.04,xuhui,l1
华沁家园 1室2厅 56.19平米,中楼层(共34层) 2011年建板塔结合,427,75993,2020.12.20,xuhui,l1
欣嘉苑 1室1厅 50.05平米,中楼层(共6层) 2001年建板楼,410,81919,2020.12.06,xuhui,l1
清枫大楼 1室1厅 53.9平米,低楼层(共18层) 1992年建塔楼,437,81039,2020.11.29,xuhui,l1
龙南三四村 2室1厅 62.66平米,低楼层(共6层) 1993年建板楼,473,75487,2021.11.17,xuhui,l2
欣园新邨 2室1厅 62.44平米,低楼层(共6层) 1994年建板楼,478,76554,2021.11.15,xuhui,l2
长桥一村 2室1厅 60.78平米,低楼层(共6层) 1988年建板楼,448,73709,2021.11.15,xuhui,l2
龙川北路4号 2室1厅 68.78平米,低楼层(共6层) 1989年建板楼,428,62228,2021.11.10,xuhui,l2
东泉小区 2室1厅 63.1平米,低楼层(共6层) 1994年建板楼,477,75595,2021.11.10,xuhui,l2
滨江小区 2室1厅 68.65平米,高楼层(共6层) 1998年建暂无数据,493,71814,2021.11.04,xuhui,l2
东泉小区 2室1厅 58.88平米,中楼层(共6层) 1994年建板楼,442,75068,2021.10.31,xuhui,l2
俞一小区 2室1厅 55.57平米,高楼层(共6层) 1987年建板楼,426,76661,2021.10.29,xuhui,l2
上缝小区 2室1厅 55.57平米,低楼层(共6层) 1987年建板楼,449,80799,2021.10.28,xuhui,l2
长兴坊 2室1厅 58.88平米,中楼层(共6层) 1993年建板楼,420,71247,2021.10.18,xuhui,l2
花苑茶花园 2室1厅 59.25平米,中楼层(共6层) 1993年建板楼,469,79157,2021.10.18,xuhui,l2
寿山坊 2室1厅 63.42平米,中楼层(共6层) 1989年建板楼,456,71902,2021.10.18,xuhui,l2
华欣家园 2室1厅 61.28平米,中楼层(共6层) 2004年建板楼,423,69028,2021.10.13,xuhui,l2
龙南三四村 2室1厅 62.66平米,中楼层(共6层) 1993年建板楼,425,67827,2021.10.10,xuhui,l2
华泾绿苑 2室1厅 62.88平米,高楼层(共11层) 2010年建板楼,452,71804,2021.10.08,xuhui,l2
龙南七村 2室1厅 62.22平米,中楼层(共6层) 1994年建板楼,473,75989,2021.10.07,xuhui,l2
龙南六村 2室1厅 63.34平米,低楼层(共7层) 1997年建板楼,445,70256,2021.10.07,xuhui,l2
长桥五村 2室1厅 56.07平米,低楼层(共6层) 1989年建板楼,455,81060,2021.10.06,xuhui,l2
龙南五村 2室1厅 64.69平米,中楼层(共6层) 1995年建板楼,495,76519,2021.10.05,xuhui,l2
寿德坊 2室1厅 63.4平米,高楼层(共6层) 1993年建板楼,423,66720,2021.10.03,xuhui,l2
龙南五村 2室1厅 60.62平米,低楼层(共6层) 1995年建板楼,440,72584,2021.10.03,xuhui,l2
兴荣苑 2室1厅 68.71平米,低楼层(共6层) 1999年建板楼,454,66075,2021.10.01,xuhui,l2
长丰坊 2室1厅 54.74平米,中楼层(共6层) 1994年建板楼,448,81842,2021.09.28,xuhui,l2
长青坊 2室1厅 53.7平米,中楼层(共6层) 1993年建板楼,430,80075,2021.09.20,xuhui,l2
馨宁公寓 2室1厅 61.71平米,中楼层(共29层) 2011年建板楼,485,78594,2021.09.19,xuhui,l2
康强坊 2室1厅 56.8平米,中楼层(共4层) 1993年建板楼,498,87677,2021.09.12,xuhui,l2
陇南小区 2室1厅 66.45平米,中楼层(共6层) 1994年建板楼,416,62604,2021.09.04,xuhui,l2
寿昌坊 2室1厅 52.26平米,低楼层(共6层) 1986年建板楼,405,77498,2021.08.29,xuhui,l2
寿昌坊 2室1厅 58.1平米,中楼层(共6层) 1986年建板楼,415,71429,2021.08.28,xuhui,l2
汇成二村 2室1厅 67.7平米,高楼层(共6层) 1994年建板楼,400,59085,2021.08.22,xuhui,l2
梅陇三村 3室1厅 69.19平米,高楼层(共6层) 1990年建板楼,455,65761,2021.07.12,xuhui,l3
康强坊 3室1厅 59.61平米,低楼层(共4层) 1994年建板楼,465,77940,2021.01.17,xuhui,l3
斜土路1220号 3室1厅 68.64平米,高楼层(共7层) 1985年建板楼,443,64540,2021.01.09,xuhui,l3
振兴小区(徐汇) 3室0厅 65.16平米,高楼层(共6层) 1965年建板楼,452,69368,2020.12.11,xuhui,l3
东安五村 3室1厅 63.51平米,高楼层(共6层) 1984年建板楼,491,77311,2020.12.06,xuhui,l3
谨斜小区 3室1厅 62.63平米,高楼层(共6层) 1986年建板楼,488,77918,2020.12.02,xuhui,l3
吴东小区 3室1厅 67.96平米,中楼层(共6层) 1989年建板楼,490,72102,2020.11.28,xuhui,l3
化工一四村 3室1厅 66平米,中楼层(共6层) 1995年建板楼,428,64849,2020.11.01,xuhui,l3
枫林新村 3室1厅 66.24平米,中楼层(共5层) 1977年建板楼,478,72162,2020.10.23,xuhui,l3
长兴坊 3室1厅 68.75平米,中楼层(共6层) 1991年建板楼,454,65964,2020.09.08,xuhui,l3
上海师大新村 3室1厅 61.72平米,中楼层(共5层) 1980年建板楼,455,73640,2020.08.02,xuhui,l3
上海师大新村 3室1厅 61.65平米,中楼层(共5层) 1980年建板楼,438,71047,2020.06.03,xuhui,l3
薛家宅小区 3室1厅 65.92平米,低楼层(共6层) 1996年建板楼,450,68265,2020.05.23,xuhui,l3
上海师大新村 3室0厅 66.74平米,低楼层(共3层) 1955年建板楼,430,64430,2020.05.01,xuhui,l3
东安五村 3室0厅 63平米,高楼层(共6层) 1989年建板楼,415,65794,2020.04.27,xuhui,l3
东安四村 3室1厅 63.53平米,高楼层(共6层) 1975年建板楼,455,71620,2020.04.20,xuhui,l3
健安坊 3室1厅 55.7平米,高楼层(共4层) 1991年建板楼,403,72352,2020.04.19,xuhui,l3
谨斜小区 3室1厅 64.42平米,中楼层(共5层) 1978年建板楼,449,69699,2020.03.29,xuhui,l3
田林十二村 3室1厅 52.09平米,中楼层(共6层) 1986年建板楼,430,82550,2020.01.20,xuhui,l3
零陵小区 3室0厅 66.75平米,低楼层(共6层) 1980年建板楼,436,65319,2020.01.07,xuhui,l3
上海师大新村 3室0厅 66.69平米,低楼层(共6层) 1955年建板楼,432,64778,2020.01.02,xuhui,l3
上海师大新村 3室1厅 66.53平米,低楼层(共3层) 1955年建板楼,494,74178,2019.12.29,xuhui,l3
东安四村 3室1厅 61.93平米,低楼层(共6层) 1978年建板楼,482,77830,2019.10.19,xuhui,l3
上海师大新村 3室1厅 63.55平米,中楼层(共5层) 1981年建板楼,433,68057,2019.09.22,xuhui,l3
茶陵路345弄 3室1厅 62.69平米,中楼层(共6层) 1988年建板楼,422,67316,2019.08.24,xuhui,l3
田林十二村 3室1厅 52.09平米,高楼层(共6层) 1985年建板楼,405,77751,2019.06.30,xuhui,l3
振兴小区(徐汇) 3室1厅 67.08平米,低楼层(共6层) 1965年建板楼,450,67085,2019.06.30,xuhui,l3
东安四村 3室1厅 63.49平米,中楼层(共6层) 1976年建板楼,485,76390,2019.06.08,xuhui,l3
吴东小区 3室1厅 68.37平米,高楼层(共6层) 1989年建板楼,445,65088,2019.05.27,xuhui,l3
上影新村 3室1厅 57.35平米,低楼层(共6层) 1984年建板楼,402,70096,2019.04.24,xuhui,l3
金巢铂瑞阁 2房间1卫 83.85平米,高楼层(共14层) 2015年建板楼,464,55314,2021.10.21,xuhui,l1
金巢铂瑞阁 2房间1卫 82.1平米,中楼层(共14层) 2015年建板楼,469,57126,2021.05.04,xuhui,l1
舒乐公寓 1室1厅 76.16平米,中楼层(共18层) 1996年建塔楼,440,57774,2021.03.20,xuhui,l1
金巢铂瑞阁 2房间1卫 77平米,中楼层(共14层) 2015年建板楼,460,59741,2020.07.30,xuhui,l1
叠加苑 1室2厅 78.49平米,高楼层(共18层) 2001年建板楼,488,62174,2020.01.22,xuhui,l1
徐汇新城(公寓) 1室1厅 72.83平米,中楼层(共11层) 2008年建板楼,420,57669,2019.10.13,xuhui,l1
紫薇园 1室1厅 74.64平米,中楼层(共24层) 1994年建塔楼,435,58280,2019.09.14,xuhui,l1
吴中公寓 1室1厅 71.54平米,中楼层(共22层) 1996年建塔楼,415,57940,2019.04.07,xuhui,l1
紫薇园 1室1厅 74.64平米,高楼层(共24层) 1992年建塔楼,425,56940,2018.08.05,xuhui,l1
紫薇园 1室1厅 74.64平米,中楼层(共24层) 1994年建塔楼,425,56940,2017.08.12,xuhui,l1
吴中公寓 1室1厅 71.54平米,高楼层(共22层) 1996年建塔楼,458,64021,2017.03.31,xuhui,l1
钦州路111弄 1室0厅 77.91平米,低楼层(共30层) 2005年建塔楼,415,53267,2016.08.26,xuhui,l1
华滨家园 1室2厅 74.2平米,高楼层(共15层) 2010年建板楼,403,54313,2016.08.15,xuhui,l1
汇京佳丽园 1室2厅 71.37平米,高楼层(共17层) 2005年建板楼,480,67256,2016.02.28,xuhui,l1
电影华苑 1室1厅 80.94平米,低楼层(共21层) 2008年建塔楼,460,56833,2016.01.30,xuhui,l1
红旗教师公寓 1室2厅 80.53平米,低楼层(共26层) 2003年建塔楼,495,61468,2016.01.22,xuhui,l1
宜仕怡家 1室2厅 84.34平米,低楼层(共15层) 2002年建板楼,497,58917,2015.12.31,xuhui,l1
陕南公寓 1室2厅 75.7平米,低楼层(共10层) 1949年建板楼,488,64465,2015.12.27,xuhui,l1
虹桥丽园 1室2厅 79.8平米,低楼层(共16层) 2000年建板楼,458,57394,2015.12.05,xuhui,l1
