title,build_time,price,unit_price,transaction_date,district,bedrooms
同济欣苑 3室2厅 96.63平米,低楼层(共6层) 2003年建板楼,730,75546,2020.09.04,yangpu,l3
双阳公寓 3室2厅 106.72平米,中楼层(共14层) 2001年建板楼,636,59596,2020.08.31,yangpu,l3
鞍山五村 3室1厅 91.7平米,高楼层(共5层) 1995年建板楼,609,66413,2020.08.14,yangpu,l3
富天苑 3室2厅 105.7平米,高楼层(共6层) 2001年建板楼,720,68118,2020.08.14,yangpu,l3
松苑小区 3室1厅 104.4平米,中楼层(共7层) 1997年建板楼,618,59196,2020.08.06,yangpu,l3
富天苑 3室2厅 108.78平米,中楼层(共6层) 2001年建板楼,765,70326,2020.07.13,yangpu,l3
宁阳福邸 3室1厅 98.96平米,高楼层(共17层) 2010年建板楼,729,73667,2020.07.08,yangpu,l3
兰馨苑(杨浦) 3室1厅 103.9平米,高楼层(共6层) 2002年建板楼,792,76228,2020.07.05,yangpu,l3
鞍山六村 3室1厅 99.85平米,高楼层(共5层) 1965年建板塔结合,610,61092,2020.07.02,yangpu,l3
申润江涛苑 4室2厅 99.59平米,高楼层(共6层) 2008年建板楼,793,79627,2020.10.04,yangpu,l4
新江湾时代花园 4室1厅 97平米,高楼层(共5层) 2000年建板楼,720,74227,2020.04.03,yangpu,l4
鞍山三村 4室2厅 102.5平米,高楼层(共5层) 2002年建板楼,623,60781,2019.03.18,yangpu,l4
凤城五村 4室0厅 97.36平米,中楼层(共6层) 1995年建板楼,560,57519,2017.06.09,yangpu,l4
泰鸿苑 4室2厅 99.13平米,高楼层(共7层) 2001年建板楼,510,51448,2015.08.23,yangpu,l4
韵都城 5室2厅 102.25平米,高楼层(共16层) 2003年建板楼,705,68949,2015.12.22,yangpu,l5
众和金融大厦 2室2厅 110.85平米,高楼层(共28层) 1998年建板塔结合,794,71629,2021.11.12,yangpu,l2
城市名园 2室1厅 112.43平米,低楼层(共30层) 2005年建板楼,616,54790,2021.08.19,yangpu,l2
靖宇大楼 2室1厅 110.08平米,高楼层(共20层) 1997年建塔楼,595,54052,2020.12.27,yangpu,l2
东方家园 2室2厅 115.79平米,中楼层(共11层) 2005年建板楼,780,67364,2020.12.09,yangpu,l2
文化花园清华苑 2室2厅 110.35平米,低楼层(共11层) 2000年建板楼,738,66879,2020.12.02,yangpu,l2
城市名园 2室2厅 113.25平米,高楼层(共30层) 2005年建板楼,527,46535,2020.10.22,yangpu,l2
城市名园 2室2厅 113.25平米,中楼层(共30层) 2005年建板楼,531,46888,2020.09.20,yangpu,l2
大运盛城 2室2厅 110.43平米,中楼层(共28层) 2006年建板楼,705,63842,2020.09.03,yangpu,l2
三湘世纪花城 2室2厅 112.78平米,中楼层(共11层) 2002年建板楼,715,63398,2020.08.16,yangpu,l2
凤六新苑 2室2厅 113.75平米,高楼层(共11层) 2001年建板楼,775,68132,2020.08.14,yangpu,l2
皇朝新城 2室2厅 122.16平米,中楼层(共26层) 2004年建板楼,690,56484,2020.07.21,yangpu,l2
莱茵半岛 2室2厅 114.68平米,中楼层(共7层) 2002年建板楼,698,60866,2020.07.03,yangpu,l2
文化花园清华苑 2室2厅 118.04平米,低楼层(共11层) 2000年建板楼,730,61844,2020.04.07,yangpu,l2
莱茵半岛 2室2厅 124.19平米,高楼层(共10层) 2002年建板楼,798,64257,2019.09.24,yangpu,l2
正文花园(二期) 2室2厅 112.87平米,中楼层(共12层) 2003年建板楼,685,60690,2019.05.20,yangpu,l2
华丰大楼 2室2厅 114.07平米,低楼层(共17层) 1997年建塔楼,620,54353,2019.04.30,yangpu,l2
创智坊(公寓) 2室2厅 123.4平米,中楼层(共10层) 2006年建板楼,730,59158,2019.03.17,yangpu,l2
三湘世纪花城 2室2厅 112.77平米,低楼层(共11层) 2002年建板楼,706,62606,2019.01.30,yangpu,l2
大运盛城 2室2厅 112.61平米,高楼层(共28层) 2006年建板楼,700,62162,2018.12.31,yangpu,l2
正文花园(二期) 2室2厅 115.21平米,高楼层(共14层) 2003年建板楼,705,61193,2018.11.05,yangpu,l2
公园3000黄兴花园 2室2厅 110.98平米,低楼层(共7层) 2002年建板楼,768,69202,2018.10.31,yangpu,l2
联升大厦 2室2厅 118.18平米,低楼层(共27层) 2000年建塔楼,600,50771,2017.12.28,yangpu,l2
乾阳佳园 2室2厅 110.89平米,高楼层(共17层) 2004年建板楼,700,63126,2017.05.27,yangpu,l2
正文花园(二期) 2室2厅 112.42平米,中楼层(共12层) 2003年建板楼,705,62712,2017.05.20,yangpu,l2
新江湾佳苑 2室2厅 110.18平米,低楼层(共8层) 2009年建板楼,760,68979,2017.04.23,yangpu,l2
城市名园 2室2厅 112.77平米,高楼层(共30层) 2005年建板楼,547,48506,2017.03.26,yangpu,l2
建德国际公寓 2室2厅 112.02平米,低楼层(共10层) 2007年建板楼,770,68738,2017.03.23,yangpu,l2
三湘世纪花城 2室2厅 112.93平米,高楼层(共12层) 2002年建板楼,733,64908,2017.03.20,yangpu,l2
皇朝新城 2室2厅 122.79平米,低楼层(共28层) 1996年建塔楼,580,47236,2016.11.29,yangpu,l2
星云苑 2室2厅 119.68平米,低楼层(共14层) 2007年建板楼,610,50970,2016.10.30,yangpu,l2
阳光欧洲公寓 3室2厅 115.51平米,高楼层(共9层) 1999年建板楼,750,64930,2021.10.20,yangpu,l3
城市名园 3室2厅 115.07平米,低楼层(共24层) 2005年建板楼,675,58660,2021.06.22,yangpu,l3
舒兰公寓 3室1厅 114.31平米,中楼层(共7层) 1999年建板楼,760,66486,2021.04.24,yangpu,l3
海鹏苑 3室2厅 114.35平米,低楼层(共6层) 1997年建板楼,690,60342,2021.03.21,yangpu,l3
百兴花园 3室2厅 113.29平米,高楼层(共24层) 1997年建塔楼,750,66202,2021.03.02,yangpu,l3
海鹏花苑 3室1厅 121平米,中楼层(共24层) 1997年建塔楼,720,59505,2021.01.28,yangpu,l3
靖宇大楼 3室1厅 110.08平米,中楼层(共20层) 1997年建塔楼,677,61501,2021.01.18,yangpu,l3
翔殷四村 3室2厅 129.64平米,高楼层(共18层) 2003年建板楼,777,59936,2021.01.15,yangpu,l3
百兴花园 3室1厅 113.29平米,低楼层(共24层) 1997年建塔楼,648,57199,2020.11.29,yangpu,l3
城市名园 3室2厅 115.07平米,中楼层(共24层) 2005年建板楼,626,54402,2020.11.23,yangpu,l3
阳阳公寓 3室2厅 125.61平米,低楼层(共12层) 1997年建板楼,687,54694,2020.10.31,yangpu,l3
控江路1200弄 3室2厅 123平米,高楼层(共5层) 2001年建板楼,637,51789,2020.10.24,yangpu,l3
世界路91弄 3室3厅 123.17平米,低楼层(共3层) 2005年建板楼,643,52205,2020.09.14,yangpu,l3
福阳大厦 3室1厅 113.32平米,高楼层(共26层) 2003年建塔楼,684,60281,2020.08.01,yangpu,l3
福阳大厦 3室1厅 113.32平米,高楼层(共26层) 2003年建塔楼,645,56919,2020.07.27,yangpu,l3
九州花苑 3室1厅 110.14平米,高楼层(共25层) 1996年建塔楼,600,54477,2020.07.27,yangpu,l3
大运盛城 3室2厅 113.18平米,低楼层(共11层) 2000年建板楼,750,66267,2020.07.17,yangpu,l3
恒阳花苑 3室2厅 115.31平米,低楼层(共28层) 2006年建板楼,796,69032,2020.07.14,yangpu,l3
政通新苑 3室2厅 111平米,低楼层(共7层) 1999年建板楼,640,57658,2020.07.09,yangpu,l3
文化花园香榭丽苑 3室2厅 122.51平米,低楼层(共9层) 1999年建板楼,685,55914,2020.07.06,yangpu,l3
伊格尔公寓 3室1厅 127.25平米,中楼层(共24层) 1997年建塔楼,641,50374,2020.06.22,yangpu,l3
城市名园 3室2厅 115.16平米,低楼层(共24层) 2005年建板楼,510,44287,2020.04.25,yangpu,l3
控江路1200弄 3室2厅 123.74平米,高楼层(共5层) 2001年建板楼,665,53742,2020.04.24,yangpu,l3
锦丽斯公寓 3室2厅 120.71平米,高楼层(共15层) 2000年建塔楼,725,60062,2020.04.13,yangpu,l3
安波路200弄 3室2厅 112.62平米,低楼层(共6层) 1999年建板楼,685,60825,2020.04.11,yangpu,l3
上海大花园 3室2厅 119.08平米,低楼层(共16层) 2003年建板楼,728,61136,2020.04.07,yangpu,l3
公交新村 3室2厅 112.61平米,高楼层(共7层) 1995年建板楼,663,58876,2020.01.01,yangpu,l3
广杭苑 3室2厅 119.84平米,中楼层(共7层) 1997年建板楼,600,50067,2019.12.06,yangpu,l3
浣纱六村 3室2厅 110.1平米,中楼层(共7层) 1996年建板楼,670,60854,2019.11.29,yangpu,l3
营口路776弄（浣纱雅苑） 4室2厅 125.97平米,高楼层(共6层) 2003年建板楼,715,56760,2019.12.08,yangpu,l4
控江路1455弄 4室1厅 114.75平米,高楼层(共6层) 2003年建板楼,515,44881,2019.10.14,yangpu,l4
莱茵半岛 4室2厅 126.15平米,高楼层(共9层) 2002年建板楼,790,62624,2016.08.28,yangpu,l4
东银茗苑 4室1厅 126.96平米,低楼层(共12层) 2001年建板楼,615,48441,2016.01.29,yangpu,l4
正文花园(二期) 1室0厅 136.03平米,高楼层(共6层) 2003年建板楼,520,38227,2015.11.24,yangpu,l1
文化花园明珠苑 1室0厅 135.47平米,中楼层(共10层) 2001年建板楼,520,38385,2015.07.28,yangpu,l1
国中公寓 2室2厅 143.91平米,低楼层(共25层) 1998年建塔楼,680,47252,2018.12.20,yangpu,l2
东方家园 2室2厅 141.55平米,高楼层(共14层) 2005年建板楼,765,54045,2016.07.16,yangpu,l2
尚浦名邸 2室2厅 138.96平米,中楼层(共21层) 2014年建板楼,720,51814,2016.01.17,yangpu,l2
九龙仓玺园 2室2厅 136.97平米,高楼层(共10层) 2012年建板楼,755,55122,2015.09.29,yangpu,l2
九龙仓玺园 2室2厅 136.97平米,中楼层(共10层) 2012年建板楼,690,50340,2015.07.18,yangpu,l2
尚浦名邸 2室2厅 138.96平米,中楼层(共21层) 2014年建板楼,605,43538,2015.07.15,yangpu,l2
海上海新城(公寓) 2室2厅 133.59平米,高楼层(共22层) 2007年建板楼,700,52400,2015.06.28,yangpu,l2
城市名园 3室2厅 135.96平米,低楼层(共30层) 2005年建板楼,672,49427,2021.03.25,yangpu,l3
工农四村星源佳苑 3室2厅 135.2平米,高楼层(共17层) 2004年建板楼,755,55844,2021.01.08,yangpu,l3
国富苑 3室2厅 146.87平米,中楼层(共24层) 2000年建塔楼,786,53517,2020.12.20,yangpu,l3
皇朝新城 3室2厅 136.1平米,低楼层(共28层) 1996年建塔楼,620,45555,2020.06.07,yangpu,l3
银河经典苑 3室2厅 131.62平米,高楼层(共6层) 1999年建板楼,660,50145,2020.04.22,yangpu,l3
宝钢又一村 3室1厅 139.66平米,高楼层(共7层) 1997年建板楼,730,52270,2020.04.10,yangpu,l3
皇朝新城 3室2厅 136.1平米,低楼层(共28层) 2002年建塔楼,640,47025,2020.03.15,yangpu,l3
海鸿公寓 3室2厅 141平米,高楼层(共9层) 2000年建板楼,767,54398,2019.12.15,yangpu,l3
双阳公寓 3室2厅 134.71平米,高楼层(共14层) 2001年建板楼,655,48623,2019.08.20,yangpu,l3
万佳苑 3室2厅 136.01平米,低楼层(共17层) 2005年建板楼,750,55144,2019.08.08,yangpu,l3
翔殷路505弄 3室2厅 134.38平米,中楼层(共15层) 1999年建塔楼,671,49934,2019.04.08,yangpu,l3
翔殷路505弄 3室2厅 130.31平米,高楼层(共15层) 1999年建塔楼,640,49114,2019.03.12,yangpu,l3
万登花苑 3室2厅 136.15平米,高楼层(共6层) 1997年建板楼,738,54205,2019.02.24,yangpu,l3
三湘世纪花城三期 3室2厅 133.68平米,低楼层(共14层) 2003年建板楼,790,59097,2019.02.22,yangpu,l3
国中公寓 3室2厅 143.01平米,低楼层(共25层) 1998年建塔楼,684,47829,2018.11.09,yangpu,l3
大运盛城 3室2厅 133.23平米,高楼层(共28层) 2006年建板楼,755,56669,2018.10.09,yangpu,l3
控江二村 3室2厅 141平米,中楼层(共7层) 1999年建板楼,780,55320,2018.02.12,yangpu,l3
万汇公寓 3室2厅 146.34平米,中楼层(共7层) 1998年建板楼,677,46263,2017.10.15,yangpu,l3
城市名园 3室2厅 137.31平米,高楼层(共30层) 2005年建板楼,639,46538,2017.05.05,yangpu,l3
万佳苑 3室2厅 136.01平米,低楼层(共17层) 2005年建板楼,788,57937,2017.03.14,yangpu,l3
翔殷路505弄 3室2厅 130.31平米,高楼层(共15层) 1999年建塔楼,726,55714,2016.12.04,yangpu,l3
皇朝新城 3室2厅 136.1平米,低楼层(共28层) 2002年建塔楼,600,44086,2016.10.29,yangpu,l3
海鸿公寓 3室2厅 140.31平米,高楼层(共9层) 1998年建板楼,760,54166,2016.10.25,yangpu,l3
城市名园 3室2厅 137.31平米,中楼层(共30层) 2005年建板楼,621,45227,2016.10.08,yangpu,l3
工农四村星源佳苑 3室2厅 135.25平米,中楼层(共17层) 2004年建板楼,685,50647,2016.09.07,yangpu,l3
海鸿公寓 3室2厅 141平米,中楼层(共9层) 2000年建板楼,780,55320,2016.09.04,yangpu,l3
黄兴绿园 3室2厅 136.32平米,中楼层(共12层) 2004年建板楼,790,57952,2016.08.31,yangpu,l3
大运盛城 3室2厅 135.25平米,低楼层(共28层) 2006年建板楼,745,55084,2016.08.30,yangpu,l3
黄兴绿园 3室2厅 135.12平米,低楼层(共12层) 2004年建板楼,745,55137,2016.08.30,yangpu,l3
广杭苑 3室2厅 131.12平米,低楼层(共6层) 2003年建板楼,787,60022,2016.08.29,yangpu,l3
海鸿公寓 4室2厅 139.33平米,中楼层(共9层) 2000年建板楼,748,53686,2020.10.22,yangpu,l4
海鸿公寓 4室2厅 141平米,低楼层(共9层) 2000年建板楼,754,53476,2020.09.07,yangpu,l4
同济北苑 4室2厅 142.07平米,高楼层(共8层) 2000年建板楼,740,52087,2019.10.15,yangpu,l4
皇朝新城 4室2厅 143.98平米,中楼层(共28层) 1996年建塔楼,768,53341,2019.04.09,yangpu,l4
海鹏苑 4室1厅 139.53平米,高楼层(共6层) 1997年建板楼,615,44077,2017.08.07,yangpu,l4
同济欣苑 4室3厅 143平米,高楼层(共6层) 2003年建板楼,745,52098,2016.08.29,yangpu,l4
宝钢又一村 4室2厅 136.33平米,高楼层(共20层) 1999年建塔楼,650,47679,2016.06.22,yangpu,l4
大诚花苑 4室2厅 142.04平米,高楼层(共6层) 1997年建板楼,695,48930,2016.04.23,yangpu,l4
保利香槟苑 4室2厅 144.49平米,中楼层(共18层) 2008年建板楼,785,54330,2015.11.01,yangpu,l4
佳泰花园 5室2厅 149.16平米,高楼层(共6层) 2001年建板楼,755,50617,2016.08.02,yangpu,l5
东森花园 5室2厅 135.27平米,低楼层(共11层) 2007年建板楼,550,40660,2015.01.31,yangpu,l5
文化花园清华苑 6室2厅 141.71平米,高楼层(共6层) 2000年建板楼,520,36695,2015.10.29,yangpu,l6
国中公寓 2室2厅 150.51平米,中楼层(共25层) 1998年建塔楼,680,45180,2017.03.29,yangpu,l2
国中公寓 2室2厅 160.95平米,高楼层(共25层) 1998年建塔楼,740,45978,2016.11.19,yangpu,l2
国中公寓 2室2厅 150.51平米,高楼层(共25层) 1998年建塔楼,505,33553,2016.03.17,yangpu,l2
中原纪联小区 3室2厅 152.59平米,高楼层(共6层) 1999年建板楼,638,41812,2018.11.14,yangpu,l3
国中公寓 3室2厅 150.51平米,低楼层(共25层) 1998年建塔楼,640,42523,2016.10.25,yangpu,l3
大居苑 3室3厅 200.21平米,中楼层(共7层) 1999年建板楼,770,38460,2016.04.06,yangpu,l3
九州公寓 3室2厅 158.17平米,中楼层(共19层) 1997年建板楼,648,40969,2016.03.09,yangpu,l3
浣纱四村 3室2厅 162.53平米,高楼层(共6层) 1996年建板楼,590,36301,2016.01.31,yangpu,l3
椰泰公寓 3室2厅 169.39平米,高楼层(共5层) 1999年建板楼,580,34241,2016.01.31,yangpu,l3
大居苑 3室2厅 151.64平米,中楼层(共5层) 1999年建板楼,648,42733,2016.01.30,yangpu,l3
佳泰花园 3室2厅 152.81平米,高楼层(共6层) 2000年建板楼,720,47118,2016.01.26,yangpu,l3
保辉香景园 3室2厅 155.38平米,中楼层(共17层) 2012年建板楼,788,50715,2015.12.31,yangpu,l3
黄兴绿园 3室2厅 154.51平米,低楼层(共17层) 2005年建板楼,565,36568,2015.12.30,yangpu,l3
仁德苑 3室2厅 170.43平米,高楼层(共11层) 2001年建板楼,660,38726,2015.12.10,yangpu,l3
东方家园 3室2厅 157.32平米,低楼层(共12层) 2003年建板楼,640,40682,2015.12.09,yangpu,l3
黄兴雅苑 3室2厅 152平米,高楼层(共11层) 2003年建板楼,610,40132,2015.11.24,yangpu,l3
上海大花园 3室2厅 162.87平米,中楼层(共23层) 2004年建板楼,760,46663,2015.10.09,yangpu,l3
加州水郡 3室2厅 164.96平米,低楼层(共20层) 2010年建板楼,725,43951,2015.09.17,yangpu,l3
九龙仓玺园 3室2厅 152平米,中楼层(共13层) 2012年建板楼,785,51645,2015.08.23,yangpu,l3
加州水郡 3室2厅 162.12平米,中楼层(共19层) 2010年建板楼,678,41821,2015.08.22,yangpu,l3
九龙仓玺园 3室2厅 167.86平米,低楼层(共12层) 2012年建板楼,798,47540,2015.08.18,yangpu,l3
九龙仓玺园 3室2厅 173.99平米,高楼层(共10层) 2012年建板楼,790,45405,2015.07.29,yangpu,l3
上海大花园 3室2厅 156.56平米,低楼层(共18层) 2004年建板楼,630,40241,2015.07.27,yangpu,l3
加州水郡 3室2厅 166.05平米,高楼层(共16层) 2010年建板楼,700,42156,2015.07.17,yangpu,l3
祥生御江湾(公寓) 3室2厅 181.98平米,中楼层(共8层) 2012年建板楼,655,35993,2015.07.16,yangpu,l3
兰馨雅苑 3室2厅 174.16平米,低楼层(共8层) 2003年建板楼,765,43926,2015.07.10,yangpu,l3
加州水郡 3室2厅 164.71平米,高楼层(共20层) 2010年建板楼,680,41285,2015.06.27,yangpu,l3
加州水郡 3室2厅 162.34平米,中楼层(共18层) 2010年建板楼,700,43120,2015.06.23,yangpu,l3
加州水郡 3室2厅 162.12平米,中楼层(共19层) 2010年建板楼,675,41636,2015.05.30,yangpu,l3
九龙仓玺园 3室2厅 172.99平米,高楼层(共12层) 2012年建板楼,785,45379,2015.05.30,yangpu,l3
华润置地橡树湾 3室2厅 174.17平米,高楼层(共13层) 2010年建板楼,670,38469,2015.05.09,yangpu,l3
加州水郡 3室2厅 164.07平米,低楼层(共19层) 2010年建板楼,605,36875,2015.04.24,yangpu,l3
保辉香景园 3室2厅 155.74平米,高楼层(共17层) 2012年建板楼,625,40131,2015.03.25,yangpu,l3
万登花苑 4室2厅 159.23平米,高楼层(共6层) 1997年建板楼,750,47102,2019.09.16,yangpu,l4
宏翔公寓 4室2厅 171.05平米,高楼层(共6层) 1999年建板楼,500,29232,2016.03.27,yangpu,l4
同济国康公寓 4室2厅 150.75平米,高楼层(共23层) 2003年建板楼,670,44445,2016.03.26,yangpu,l4
莱茵半岛 4室2厅 178.27平米,低楼层(共6层) 2002年建板楼,778,43642,2016.03.21,yangpu,l4
靖宇东路85弄 4室2厅 181.82平米,中楼层(共6层) 1995年建板楼,620,34100,2016.03.18,yangpu,l4
锦杨苑 4室2厅 155.55平米,高楼层(共6层) 1998年建板楼,605,38895,2016.02.26,yangpu,l4
建设公寓 4室2厅 169.96平米,低楼层(共6层) 1999年建板楼,558,32832,2016.01.31,yangpu,l4
莱茵半岛 4室2厅 193.74平米,低楼层(共8层) 2002年建板楼,765,39486,2016.01.31,yangpu,l4
长恒苑 4室2厅 157.14平米,高楼层(共4层) 1999年建板楼,595,37865,2016.01.26,yangpu,l4
三湘世纪花城 4室2厅 166.36平米,中楼层(共6层) 2002年建板楼,630,37870,2016.01.11,yangpu,l4
瀚杨苑 4室1厅 156.64平米,高楼层(共6层) 2001年建板楼,610,38943,2016.01.05,yangpu,l4
莱茵半岛 4室2厅 219.46平米,高楼层(共6层) 2002年建板楼,650,29619,2015.12.18,yangpu,l4
泰宝华庭(公寓) 4室3厅 180.12平米,中楼层(共6层) 2011年建板楼,758,42084,2015.12.16,yangpu,l4
正文花园(二期) 4室2厅 166.58平米,中楼层(共12层) 2003年建板楼,730,43823,2015.12.05,yangpu,l4
佳泰花园 4室2厅 206.02平米,高楼层(共6层) 2000年建板楼,650,31551,2015.11.04,yangpu,l4
三湘世纪花城 4室2厅 150.5平米,低楼层(共12层) 2001年建板楼,585,38871,2015.10.19,yangpu,l4
东森花园 4室2厅 151.55平米,低楼层(共12层) 2007年建板楼,680,44870,2015.10.17,yangpu,l4
涵碧景苑 4室2厅 173.08平米,中楼层(共11层) 2008年建板楼,700,40444,2015.10.11,yangpu,l4
文化花园香榭丽苑 4室3厅 187.95平米,高楼层(共11层) 1999年建板楼,630,33520,2015.09.30,yangpu,l4
涵碧景苑 4室2厅 164.68平米,低楼层(共11层) 2008年建板楼,745,45240,2015.09.30,yangpu,l4
同济欣苑 4室2厅 172.12平米,高楼层(共6层) 2003年建板楼,555,32245,2015.09.12,yangpu,l4
大运盛城 4室2厅 175.97平米,高楼层(共16层) 2001年建板楼,660,37507,2015.09.10,yangpu,l4
华升公寓 4室2厅 205.38平米,高楼层(共34层) 1997年建板楼,600,29215,2015.08.20,yangpu,l4
华润置地橡树湾 4室2厅 174.17平米,中楼层(共13层) 2010年建板楼,725,41626,2015.08.05,yangpu,l4
华升新苑 4室2厅 156.96平米,高楼层(共14层) 2005年建板楼,745,47465,2015.07.24,yangpu,l4
泰宝华庭(公寓) 4室4厅 180.11平米,中楼层(共6层) 2011年建板楼,630,34979,2015.06.28,yangpu,l4
新江湾城雍景苑 4室2厅 172.37平米,高楼层(共12层) 2006年建板楼,670,38870,2015.06.26,yangpu,l4
涵碧景苑 4室2厅 158.13平米,低楼层(共11层) 2008年建板楼,570,36047,2015.06.19,yangpu,l4
华润置地橡树湾 4室2厅 173.55平米,中楼层(共13层) 2010年建板楼,720,41487,2015.06.17,yangpu,l4
涵碧景苑 4室2厅 163.3平米,低楼层(共11层) 2008年建板楼,610,37355,2015.05.20,yangpu,l4
莱茵半岛 5室3厅 217.33平米,高楼层(共15层) 2002年建板楼,780,35891,2016.03.12,yangpu,l5
长阳新苑 5室2厅 170.04平米,高楼层(共6层) 1998年建板楼,640,37639,2016.01.13,yangpu,l5
同济欣苑 5室2厅 153.51平米,高楼层(共6层) 2003年建板楼,565,36806,2015.11.25,yangpu,l5
文化花园香榭丽苑 5室3厅 188.26平米,高楼层(共6层) 1999年建板楼,605,32137,2015.08.30,yangpu,l5
合生江湾国际公寓 5室3厅 234.25平米,高楼层(共8层) 2007年建板楼,780,33298,2015.07.19,yangpu,l5
上海大花园 5室2厅 199.39平米,中楼层(共16层) 2001年建板楼,795,39872,2015.07.08,yangpu,l5
涵碧景苑 5室2厅 245.1平米,中楼层(共12层) 2008年建板楼,720,29376,2015.05.30,yangpu,l5
东银茗苑 5室2厅 187.32平米,高楼层(共12层) 2001年建板楼,695,37103,2014.12.01,yangpu,l5
华润置地橡树湾 5室2厅 222.4平米,中楼层(共4层) 2009年建板楼,721,32420,2014.11.19,yangpu,l5
东森花园 5室2厅 235平米,高楼层(共11层) 2007年建板楼,720,30639,2014.10.04,yangpu,l5
莱茵半岛 5室2厅 234平米,低楼层(共8层) 2002年建板楼,530,22650,2014.09.30,yangpu,l5
新江湾城雍景苑 6室2厅 231.23平米,中楼层(共6层) 2008年建板楼,701,30317,2014.12.05,yangpu,l6
恒阳花苑 2室2厅 86.71平米,低楼层(共28层) 2006年建板楼,810,93415,2021.10.05,yangpu,l2
新江湾城雍景苑 2室1厅 84.5平米,低楼层(共12层) 2008年建板楼,835,98817,2021.07.07,yangpu,l2
圣骊河滨苑 2室2厅 84.46平米,高楼层(共20层) 2009年建板楼,940,111296,2021.07.04,yangpu,l2
锦兰苑 2室2厅 89.57平米,中楼层(共5层) 2003年建板楼,960,107179,2021.06.07,yangpu,l2
盛世豪园(二期) 2室2厅 81.1平米,中楼层(共18层) 2014年建板楼,877,108139,2021.05.22,yangpu,l2
全家福家园 2室1厅 89.46平米,中楼层(共14层) 2001年建板楼,805,89985,2021.05.04,yangpu,l2
新江湾时代花园 2室1厅 83平米,低楼层(共6层) 2000年建板楼,860,103615,2021.04.29,yangpu,l2
恒阳花苑 2室1厅 86.52平米,中楼层(共26层) 2007年建板楼,810,93620,2021.04.19,yangpu,l2
紫藤佳苑 2室2厅 89.06平米,中楼层(共6层) 2003年建板楼,806,90501,2021.04.03,yangpu,l2
恒阳花苑 2室2厅 86.85平米,低楼层(共25层) 2007年建板楼,805,92689,2021.03.30,yangpu,l2
新江湾时代花园 2室2厅 86.54平米,中楼层(共6层) 2000年建板楼,897,103652,2021.02.22,yangpu,l2
新江湾时代花园 2室1厅 83.3平米,中楼层(共6层) 2000年建板楼,859,103122,2021.02.21,yangpu,l2
圣骊名苑 2室1厅 86.55平米,高楼层(共25层) 2012年建板楼,829,95676,2021.02.07,yangpu,l2
盛世豪园(二期) 2室2厅 87.71平米,低楼层(共18层) 2014年建板楼,885,100901,2021.01.14,yangpu,l2
盛世豪园(二期) 2室2厅 87.66平米,中楼层(共18层) 2014年建板楼,840,95825,2020.12.28,yangpu,l2
盛世豪园(二期) 2室2厅 88平米,低楼层(共18层) 2014年建板楼,824,93614,2020.11.25,yangpu,l2
华润置地橡树湾 2室1厅 88.99平米,中楼层(共13层) 2009年建板楼,965,108440,2020.11.19,yangpu,l2
华润置地橡树湾 2室2厅 86.16平米,中楼层(共13层) 2010年建板楼,965,112001,2020.11.09,yangpu,l2
华润置地橡树湾 2室2厅 88.88平米,低楼层(共13层) 2009年建板楼,815,91697,2020.05.07,yangpu,l2
华润置地橡树湾 2室2厅 87.92平米,中楼层(共13层) 2010年建板楼,873,99295,2020.04.17,yangpu,l2
华润置地橡树湾 2室2厅 84.04平米,高楼层(共13层) 2009年建板楼,808,96145,2019.07.10,yangpu,l2
华润置地橡树湾 2室1厅 87.92平米,中楼层(共13层) 2010年建板楼,813,92471,2018.09.02,yangpu,l2
华润置地橡树湾 2室2厅 86.16平米,中楼层(共13层) 2010年建板楼,820,95172,2018.02.24,yangpu,l2
华润置地橡树湾 2室2厅 86.89平米,高楼层(共13层) 2010年建板楼,841,96790,2017.05.27,yangpu,l2
同济新村 3室2厅 89.2平米,低楼层(共6层) 1995年建板楼,950,106503,2021.05.21,yangpu,l3
信达泰禾上海院子 3室2厅 86.7平米,高楼层(共6层) 2019年建暂无数据,968,111650,2020.07.25,yangpu,l3
保利维拉家园 3室2厅 88平米,高楼层(共7层) 2011年建板楼,800,90910,2017.05.02,yangpu,l3
嘉誉湾 3室2厅 85平米,中楼层(共17层) 2013年建板楼,820,96471,2015.04.01,yangpu,l3
新江湾佳苑 4室1厅 86.63平米,高楼层(共8层) 2009年建板楼,808,93271,2019.02.22,yangpu,l4
盛世豪园(一期) 2室2厅 97.47平米,高楼层(共18层) 2007年建板楼,840,86181,2021.11.21,yangpu,l2
浦江天第苑 2室2厅 98.84平米,低楼层(共14层) 2005年建板楼,850,85998,2021.11.07,yangpu,l2
新江湾城雍景苑 2室2厅 102.26平米,中楼层(共12层) 2006年建板楼,990,96813,2021.10.24,yangpu,l2
申润江涛苑 2室2厅 99.59平米,中楼层(共6层) 2008年建板楼,908,91174,2021.10.22,yangpu,l2
建德国际公寓 2室2厅 100.08平米,中楼层(共12层) 2007年建板楼,920,91927,2021.10.07,yangpu,l2
文化佳园 2室2厅 99.64平米,中楼层(共5层) 2002年建板楼,930,93337,2021.09.04,yangpu,l2
海杨公寓 2室1厅 105.52平米,低楼层(共24层) 2002年建塔楼,822,77900,2021.08.06,yangpu,l2
浦江天第苑 2室2厅 105.56平米,低楼层(共17层) 2005年建板楼,905,85734,2021.07.27,yangpu,l2
