,title,build_time,price,unit_price,transaction_date,district,bedrooms
0,浦东世纪花园(公寓) 车位,地下室(共1层) 板楼,66,21394,2021.11.23,pudong,l1
1,保利林语溪(公寓) 车位,地下室(共1层) 板楼,46,14655,2021.11.21,pudong,l1
4,陆凌新村 1室1厅 42.05平米,高楼层(共6层) 1994年建板楼,165,39240,2021.11.21,pudong,l1
8,鸿音广场 2房间1卫 44.92平米,高楼层(共11层) 塔楼,57,12690,2021.11.20,pudong,l1
13,百舸商务酒店公寓 1室1厅 43.04平米,中楼层(共6层) 2007年建板楼,130,30205,2021.11.19,pudong,l1
19,盛大天地青春里2.0 1房间1卫 46.58平米,中楼层(共18层) 2016年建板楼,170,36454,2021.11.15,pudong,l1
26,上钢一村 1室0厅 31.49平米,中楼层(共5层) 1974年建板楼,170,53986,2021.11.09,pudong,l1
34,科教园区大学城生活区 1室0厅 33.03平米,中楼层(共6层) 2001年建塔楼,50,15138,2021.10.31,pudong,l1
43,阳光城MODO自由区 2房间1卫 49.25平米,高楼层(共20层) 2014年建塔楼,160,32488,2021.10.30,pudong,l1
53,朝农新村 1室1厅 43平米,高楼层(共5层) 1984年建板楼,50,11628,2021.10.28,pudong,l1
64,环球翡翠湾花园(公寓) 车位,地下室(共1层) 暂无数据,35,9445,2021.10.27,pudong,l1
76,大华锦绣华城(十五街区) 车位,地下室(共1层) 板楼,58,16915,2021.10.27,pudong,l1
89,科教园区大学城生活区 1室1厅 46.7平米,中楼层(共6层) 2001年建塔楼,62,13277,2021.10.26,pudong,l1
103,荡湾新村 1室1厅 39.33平米,中楼层(共5层) 1986年建板楼,112,28401,2021.10.25,pudong,l1
118,印象春城 车位,地下室(共18层) 板塔结合,20,5774,2021.10.23,pudong,l1
134,陆凌新村 1室1厅 47.41平米,高楼层(共6层) 1994年建板楼,160,33749,2021.10.20,pudong,l1
151,万科清林径 1室0厅 30平米,高楼层(共18层) 2012年建板楼,27,9000,2021.10.18,pudong,l1
169,大华锦绣华城(十五街区) 车位,地下室(共1层) 板楼,55,15135,2021.10.17,pudong,l1
188,科教园区大学城生活区 1室1厅 46.7平米,高楼层(共6层) 2001年建塔楼,61,12891,2021.10.15,pudong,l1
208,工农新村(新场) 1室1厅 42.62平米,高楼层(共4层) 1982年建板楼,109,25575,2021.10.10,pudong,l1
229,科教园区大学城生活区 1室0厅 44.42平米,中楼层(共5层) 2001年建板楼,66,14746,2021.10.10,pudong,l1
251,崂山五村 1室1厅 31.52平米,中楼层(共6层) 1966年建板楼,198,62818,2021.10.07,pudong,l1
274,学前一村 1室1厅 38.48平米,低楼层(共6层) 1987年建板楼,188,48857,2021.10.04,pudong,l1
298,阳光城魔都 2房间1卫 38.77平米,低楼层(共22层) 2016年建塔楼,189,48698,2021.10.01,pudong,l1
323,科教园区大学城生活区 1室1厅 44.42平米,中楼层(共5层) 2001年建板楼,70,15647,2021.09.26,pudong,l1
349,印象生活广场 2房间1卫 47.55平米,高楼层(共15层) 2014年建板楼,165,34701,2021.09.21,pudong,l1
376,乐非天地 2房间1卫 41.89平米,高楼层(共15层) 塔楼,128,30557,2021.09.21,pudong,l1
404,科教园区大学城生活区 1室0厅 46.7平米,高楼层(共6层) 2001年建塔楼,59,12634,2021.09.21,pudong,l1
433,科教园区大学城生活区 1室1厅 43.26平米,高楼层(共5层) 2001年建板楼,52,12021,2021.09.20,pudong,l1
463,亚龙国际大厦 2房间1卫 44.24平米,中楼层(共16层) 塔楼,128,28934,2021.09.20,pudong,l1
494,荡湾新村 2室1厅 42.51平米,低楼层(共5层) 1985年建板楼,125,29405,2021.11.14,pudong,l2
526,东南三村 2室1厅 47.39平米,中楼层(共5层) 1991年建板楼,185,39038,2021.10.07,pudong,l2
559,育新新村 2室2厅 48.45平米,中楼层(共5层) 1982年建板楼,161,33231,2021.10.05,pudong,l2
593,潼港一村 2室1厅 47.54平米,高楼层(共6层) 1992年建板楼,184,38663,2021.10.03,pudong,l2
628,川沙路4650弄 2室1厅 49.69平米,高楼层(共6层) 板楼,193,38841,2021.09.22,pudong,l2
664,惠北新村 2室1厅 47.23平米,中楼层(共5层) 1982年建板楼,146,30913,2021.08.01,pudong,l2
701,盛大天地青春里2.0 4房间2卫 44.91平米,中楼层(共13层) 2016年建塔楼,189,42085,2021.07.22,pudong,l2
739,盛大天地青春里2.0 4房间2卫 45平米,中楼层(共13层) 2016年建塔楼,184,40889,2021.06.27,pudong,l2
778,听潮一村 2室1厅 48平米,低楼层(共6层) 1988年建板楼,140,29167,2021.06.23,pudong,l2
818,盛大天地青春里2.0 3房间2卫 45.07平米,高楼层(共13层) 2016年建塔楼,194,43045,2021.06.06,pudong,l2
859,新德路365弄小区 2室1厅 44.01平米,高楼层(共5层) 1984年建板楼,178,40446,2021.05.22,pudong,l2
901,盛大天地青春里2.0 3房间1卫 44.51平米,中楼层(共16层) 塔楼,166,37295,2021.05.08,pudong,l2
944,听潮一村 2室1厅 49.74平米,低楼层(共6层) 1990年建板楼,140,28143,2021.04.18,pudong,l2
988,永泰花苑 车位,地下室 板楼,15,4474,2021.04.09,pudong,l2
1033,听潮一村 2室1厅 47.7平米,高楼层(共6层) 1991年建板楼,134,28051,2021.04.03,pudong,l2
1079,水上新村(浦东) 2室1厅 49.98平米,低楼层(共6层) 1992年建板楼,150,30013,2021.03.22,pudong,l2
1126,河滨小区 2室1厅 47.4平米,高楼层(共5层) 1981年建板楼,185,39030,2021.03.21,pudong,l2
1174,河滨小区 2室1厅 45.82平米,高楼层(共5层) 1981年建板楼,171,37320,2021.03.06,pudong,l2
1223,盛大天地青春里2.0 4房间2卫 44平米,中楼层(共16层) 塔楼,168,38182,2021.03.04,pudong,l2
1273,盛大天地青春里2.0 3房间1卫 44.77平米,高楼层(共13层) 2014年建塔楼,195,43556,2021.02.17,pudong,l2
1324,新建路40弄 2室0厅 47.85平米,中楼层(共5层) 板楼,115,24034,2021.01.31,pudong,l2
1376,沪东新村 2室1厅 35.48平米,低楼层(共4层) 1958年建板楼,163,45942,2021.01.26,pudong,l2
1429,西泥路小区 2室1厅 47.12平米,中楼层(共6层) 1994年建板楼,198,41915,2021.01.10,pudong,l2
1483,听潮一村 2室1厅 49平米,高楼层(共6层) 1988年建板楼,119,24286,2021.01.07,pudong,l2
1538,荡湾新村 2室1厅 46.42平米,高楼层(共6层) 1985年建板楼,118,25399,2021.01.03,pudong,l2
1594,盛大天地青春里2.0 4房间2卫 45平米,低楼层(共17层) 2014年建平房,195,43334,2020.12.26,pudong,l2
1651,沪东新村 2室0厅 46.4平米,中楼层(共6层) 1953年建板楼,180,38794,2020.12.19,pudong,l2
1709,荡湾新村 2室1厅 49.87平米,低楼层(共6层) 1985年建板楼,119,23762,2020.12.12,pudong,l2
1768,沪东新村 2室0厅 42.02平米,中楼层(共5层) 1986年建板楼,191,45336,2020.12.06,pudong,l2
1828,东都小区 2室1厅 44.35平米,中楼层(共5层) 1983年建板楼,171,38557,2020.12.04,pudong,l2
1889,荡湾新村 3室1厅 48.77平米,低楼层(共5层) 1985年建板楼,134,27476,2019.06.21,pudong,l3
1951,康沈路1646弄 3室2厅 48.83平米,低楼层(共5层) 板楼,178,36454,2016.08.27,pudong,l3
2014,禹洲金桥国际 5房间2卫 45.36平米,高楼层(共16层) 2009年建塔楼,106,23369,2016.04.16,pudong,l3
2078,香楠小区 3室2厅 47.77平米,高楼层(共6层) 1996年建板楼,166,34750,2015.12.20,pudong,l3
2143,爱立诚大厦 7房间2卫 44.16平米,低楼层(共15层) 塔楼,120,27174,2016.08.29,pudong,l5
2209,丹桂佳苑 1室1厅 60.23平米,中楼层(共6层) 2008年建板楼,150,24855,2021.11.20,pudong,l1
2276,民乐城汇雅苑 1室1厅 51.25平米,高楼层(共18层) 板楼,170,33171,2021.11.07,pudong,l1
2344,金桥中环大厦 2房间1卫 54.3平米,低楼层(共27层) 2007年建板塔结合,114,20991,2021.11.07,pudong,l1
2413,爱家新城 1室1厅 53.83平米,低楼层(共6层) 2007年建板楼,109,20249,2021.11.05,pudong,l1
2483,丽水雅苑 1室1厅 51平米,高楼层(共18层) 塔楼,154,30197,2021.11.05,pudong,l1
2554,金桥中环大厦 2房间1卫 53.73平米,中楼层(共27层) 2007年建板塔结合,89,16472,2021.11.03,pudong,l1
2626,民乐城汇雅苑 1室1厅 52.49平米,中楼层(共18层) 暂无数据,168,32007,2021.11.02,pudong,l1
2699,蓝色城邦(公寓) 1室1厅 53.34平米,低楼层(共12层) 2010年建板楼,143,26716,2021.10.24,pudong,l1
2773,临港新世界休闲广场 1室1厅 51平米,低楼层(共7层) 暂无数据,66,12942,2021.10.17,pudong,l1
2848,黄楼花苑 1室1厅 53.4平米,中楼层(共5层) 1999年建板楼,170,31836,2021.10.16,pudong,l1
2924,丹桂佳苑 1室1厅 55.23平米,高楼层(共6层) 2008年建板楼,147,26616,2021.10.11,pudong,l1
3001,龙源星城 1室1厅 65.7平米,低楼层(共6层) 2001年建板楼,154,23440,2021.10.05,pudong,l1
3079,远东小区 1室1厅 51.48平米,中楼层(共6层) 1998年建板楼,155,30109,2021.10.02,pudong,l1
3158,惠益新苑南苑 1室1厅 59平米,中楼层(共14层) 2014年建塔楼,190,32204,2021.09.24,pudong,l1
3238,绿地蓝海庭 1室1厅 51.79平米,中楼层(共5层) 2009年建板楼,143,27515,2021.09.21,pudong,l1
3319,汇金星城 1室1厅 60.77平米,高楼层(共6层) 2014年建板楼,125,20570,2021.09.21,pudong,l1
3401,陆家嘴锦绣前城 车位,地下室 暂无数据,47,9088,2021.09.17,pudong,l1
3484,盛大天地青春里(一期) 2房间1卫 51平米,低楼层(共11层) 2015年建板楼,180,35295,2021.09.12,pudong,l1
3568,展想悦廷 2房间1卫 52平米,高楼层(共16层) 2007年建板楼,150,28847,2021.09.09,pudong,l1
3653,丽泽荷亭苑 1室1厅 60.25平米,高楼层(共6层) 2009年建板楼,129,21411,2021.09.05,pudong,l1
3739,绿地蓝海庭 1室1厅 52.54平米,中楼层(共5层) 2009年建板楼,145,27599,2021.08.30,pudong,l1
3826,中惠广场 2房间1卫 53.61平米,中楼层(共28层) 2008年建塔楼,95,17721,2021.08.23,pudong,l1
3914,绿地蓝海庭 1室1厅 58.04平米,中楼层(共5层) 2009年建板楼,162,27826,2021.08.23,pudong,l1
4003,明祥苑 1室1厅 66.74平米,高楼层(共6层) 2011年建板楼,139,20828,2021.08.22,pudong,l1
4093,禹洲商业广场 2房间1卫 56.48平米,高楼层(共19层) 塔楼,61,10801,2021.08.21,pudong,l1
4184,天环苑 1室1厅 55.08平米,低楼层(共6层) 2008年建板楼,182,33043,2021.08.15,pudong,l1
4276,金桥中环大厦 2房间1卫 52.42平米,低楼层(共22层) 2007年建板塔结合,185,35292,2021.07.25,pudong,l1
4369,绿地蓝海庭 1室1厅 58.18平米,中楼层(共5层) 2008年建板楼,163,28017,2021.07.17,pudong,l1
4463,丹桂佳苑 1室1厅 55.04平米,低楼层(共6层) 2009年建板楼,142,25800,2021.07.14,pudong,l1
4558,禹洲商业广场 2房间1卫 56.31平米,高楼层(共19层) 塔楼,58,10265,2021.07.05,pudong,l1
4654,城东大楼 2室1厅 52.59平米,高楼层(共6层) 1990年建板楼,132,25005,2021.11.24,pudong,l2
4751,荡湾新村 2室1厅 58.01平米,高楼层(共5层) 1983年建板楼,162,27927,2021.11.21,pudong,l2
4849,荡湾新村 2室1厅 51.32平米,中楼层(共6层) 1985年建板楼,143,27826,2021.11.06,pudong,l2
4948,听潮一村 2室1厅 52.08平米,高楼层(共6层) 1990年建板楼,147,28226,2021.11.06,pudong,l2
5048,车站南路12号 2室2厅 65.82平米,低楼层(共6层) 1994年建板楼,162,24613,2021.11.04,pudong,l2
5149,西北新村 2室1厅 51.71平米,高楼层(共5层) 1995年建板楼,150,28912,2021.10.20,pudong,l2
5251,供销三村 2室1厅 61.99平米,高楼层(共5层) 1984年建板楼,139,22423,2021.10.20,pudong,l2
5354,荡湾新村 2室1厅 61.57平米,低楼层(共6层) 1985年建板楼,175,28423,2021.10.11,pudong,l2
5458,悦天地 3房间2卫 51.75平米,中楼层(共5层) 2016年建板楼,140,27054,2021.10.10,pudong,l2
5563,荡湾新村 2室1厅 55.57平米,中楼层(共5层) 1986年建板楼,153,27443,2021.10.06,pudong,l2
5669,荡湾新村 2室1厅 64.28平米,高楼层(共6层) 1985年建板楼,155,24114,2021.10.02,pudong,l2
5776,荡湾新村 2室1厅 51.32平米,高楼层(共6层) 1986年建板楼,142,27573,2021.10.02,pudong,l2
5884,西北新村 2室1厅 51.47平米,中楼层(共5层) 1982年建板楼,143,27784,2021.10.01,pudong,l2
5993,新紫茂国际 3房间1卫 59平米,高楼层(共16层) 塔楼,180,30509,2021.09.28,pudong,l2
6103,新紫茂国际 3房间1卫 57平米,中楼层(共15层) 塔楼,195,34211,2021.09.28,pudong,l2
6214,海鑫苑 2室0厅 56.32平米,低楼层(共6层) 2005年建板楼,190,33736,2021.09.19,pudong,l2
6326,印象生活广场 3房间1卫 56.4平米,中楼层(共15层) 2014年建板楼,186,32814,2021.09.19,pudong,l2
6439,荡湾新村 2室1厅 58.01平米,中楼层(共5层) 1983年建板楼,160,27582,2021.09.13,pudong,l2
6553,听潮一村 2室2厅 61.57平米,低楼层(共6层) 1987年建板楼,160,25987,2021.09.12,pudong,l2
6668,荡湾新村 2室1厅 50.89平米,中楼层(共5层) 1985年建板楼,141,27609,2021.09.12,pudong,l2
6784,听潮六村 2室1厅 60平米,低楼层(共5层) 1994年建板楼,181,30167,2021.08.29,pudong,l2
6901,绿地峰汇 3房间1卫 52.41平米,中楼层(共4层) 2010年建板楼,96,18318,2021.08.26,pudong,l2
7019,听潮六村 2室2厅 68.26平米,中楼层(共5层) 1994年建板楼,198,29007,2021.08.22,pudong,l2
7138,临港新世界休闲广场 2室1厅 60.15平米,中楼层(共7层) 暂无数据,79,13134,2021.08.19,pudong,l2
7258,桃源二村 2室1厅 69.43平米,高楼层(共6层) 板楼,193,27798,2021.08.15,pudong,l2
7379,禹洲商业广场 2房间1卫 56.48平米,中楼层(共19层) 2015年建塔楼,60,10624,2021.08.12,pudong,l2
7501,公益路东苑 2室1厅 68平米,中楼层(共5层) 1995年建板楼,186,27353,2021.08.07,pudong,l2
7624,荡湾新村 2室1厅 54.9平米,中楼层(共5层) 1985年建板楼,148,26959,2021.08.01,pudong,l2
7748,荡湾新村 2室1厅 64.43平米,高楼层(共6层) 1983年建板楼,160,24834,2021.08.01,pudong,l2
7873,印象生活广场 3房间1卫 58.8平米,高楼层(共15层) 2014年建板楼,183,31055,2021.07.25,pudong,l2
7999,西南新村 3室1厅 61.41平米,高楼层(共5层) 1980年建板楼,119,19378,2021.11.03,pudong,l3
8126,西南新村 3室1厅 68.58平米,低楼层(共6层) 1982年建板楼,168,24497,2021.09.02,pudong,l3
8254,荡湾新村 3室1厅 61.07平米,高楼层(共6层) 1985年建板楼,168,27510,2021.07.04,pudong,l3
8383,荡湾新村 3室1厅 61.07平米,低楼层(共6层) 1986年建板楼,168,27510,2021.06.24,pudong,l3
8513,荡湾新村 3室1厅 69.77平米,高楼层(共6层) 1983年建板楼,172,24538,2021.04.11,pudong,l3
8644,荡湾新村 3室2厅 69.77平米,中楼层(共6层) 1983年建板楼,174,24882,2021.03.21,pudong,l3
8776,荡湾新村 3室1厅 57.1平米,高楼层(共5层) 1985年建板楼,145,25395,2021.03.17,pudong,l3
8909,荡湾新村 3室1厅 55.28平米,中楼层(共5层) 1985年建板楼,147,26592,2021.03.13,pudong,l3
9043,听潮一村 3室1厅 60.66平米,高楼层(共6层) 1987年建板楼,147,24234,2021.03.06,pudong,l3
9178,卫星东路50弄 3室1厅 58.18平米,中楼层(共4层) 1978年建板楼,161,27673,2021.01.18,pudong,l3
9314,听潮一村 3室1厅 61.57平米,中楼层(共6层) 1987年建板楼,151,24444,2021.01.02,pudong,l3
9451,听潮一村 3室1厅 61.57平米,高楼层(共6层) 1987年建板楼,142,23064,2020.11.18,pudong,l3
9589,听潮一村 3室1厅 62.49平米,中楼层(共6层) 1988年建板楼,157,25045,2020.11.08,pudong,l3
9728,听潮一村 3室1厅 64.23平米,低楼层(共6层) 1990年建板楼,150,23354,2020.10.25,pudong,l3
9868,听潮一村 3室1厅 61.57平米,中楼层(共6层) 1987年建板楼,143,23145,2020.10.25,pudong,l3
10009,荡湾新村 3室1厅 69.03平米,中楼层(共6层) 1987年建板楼,159,22977,2020.09.10,pudong,l3
10151,听潮一村 3室1厅 63.28平米,高楼层(共6层) 1988年建板楼,150,23705,2020.08.23,pudong,l3
10294,荡湾新村 3室1厅 69.77平米,高楼层(共6层) 1983年建板楼,159,22790,2020.08.09,pudong,l3
10438,人民新村 3室1厅 65平米,高楼层(共6层) 1979年建板楼,156,24000,2020.07.25,pudong,l3
10583,南粮新村 3室2厅 67.37平米,低楼层(共6层) 1989年建板楼,146,21598,2020.06.14,pudong,l3
10729,荡湾新村 3室1厅 53.42平米,低楼层(共5层) 1986年建板楼,138,25834,2020.06.14,pudong,l3
10876,荡湾新村 3室1厅 69.03平米,高楼层(共5层) 1986年建板楼,161,23324,2020.06.10,pudong,l3
11024,荡湾新村 3室1厅 69.77平米,高楼层(共6层) 1983年建板楼,155,22216,2020.05.13,pudong,l3
11173,西门新村 3室1厅 62平米,低楼层(共3层) 1978年建板楼,120,19355,2020.03.29,pudong,l3
11323,荡湾新村 3室1厅 54.07平米,低楼层(共6层) 1985年建板楼,130,24043,2020.03.23,pudong,l3
11474,荡湾新村 3室1厅 55.57平米,中楼层(共5层) 1986年建板楼,135,24294,2020.03.15,pudong,l3
11626,惠北新村 3室1厅 59.5平米,高楼层(共6层) 1984年建板楼,118,19832,2020.03.14,pudong,l3
11779,荡湾新村 3室1厅 69.03平米,中楼层(共5层) 1986年建板楼,167,24193,2019.12.01,pudong,l3
11933,车站南路3号 3室1厅 67平米,高楼层(共6层) 1993年建板楼,120,17911,2019.11.26,pudong,l3
12088,荡湾新村 3室1厅 61.07平米,高楼层(共6层) 1986年建板楼,137,22434,2019.10.24,pudong,l3
12244,绿地东海岸时尚广场 4房间0卫 58.22平米,低楼层(共13层) 2014年建塔楼,92,15803,2016.03.07,pudong,l4
12401,书院一号公寓 1室1厅 71.18平米,高楼层(共13层) 2009年建板楼,160,22479,2021.08.13,pudong,l1
12559,书院一号公寓 1室1厅 71.31平米,低楼层(共13层) 2009年建板楼,156,21877,2021.06.09,pudong,l1
12718,东升家园(三期) 1室2厅 75.2平米,低楼层(共11层) 2006年建板楼,188,25000,2021.06.05,pudong,l1
12878,书院一号公寓 1室1厅 71.18平米,高楼层(共13层) 2009年建板楼,148,20737,2021.02.04,pudong,l1
13039,书院一号公寓 1室1厅 71.18平米,中楼层(共13层) 2009年建板楼,140,19669,2020.09.19,pudong,l1
13201,绿地东岸涟城 1室1厅 74.46平米,低楼层(共11层) 2008年建板楼,190,25518,2020.09.16,pudong,l1
13364,书院一号公寓 1室1厅 71.31平米,高楼层(共13层) 2009年建板楼,137,19156,2020.05.30,pudong,l1
13528,云帆名苑 1室2厅 76.06平米,低楼层(共10层) 2007年建板楼,130,17066,2020.04.29,pudong,l1
13693,金桥中环大厦 2房间1卫 79.06平米,中楼层(共27层) 2007年建板塔结合,158,19985,2020.04.17,pudong,l1
13859,书院一号公寓 1室1厅 71.18平米,中楼层(共13层) 2009年建板楼,131,18348,2020.03.19,pudong,l1
14026,丽都华庭 1室2厅 73.36平米,低楼层(共13层) 2014年建板楼,170,23174,2019.12.04,pudong,l1
14194,金桥中环大厦 2房间1卫 80平米,高楼层(共27层) 2007年建板塔结合,163,20375,2019.11.18,pudong,l1
14363,艺泰安邦 1室1厅 70.46平米,高楼层(共11层) 2010年建板楼,180,25547,2019.08.26,pudong,l1
14533,碧云青年汇(二期) 2房间1卫 83.68平米,中楼层(共18层) 2007年建塔楼,188,22467,2019.07.02,pudong,l1
14704,宜浩佳园 1室2厅 77.32平米,低楼层(共4层) 2009年建板楼,175,22634,2019.06.22,pudong,l1
14876,云帆名苑 1室1厅 76.06平米,低楼层(共10层) 2007年建板楼,128,16764,2019.06.22,pudong,l1
15049,书院一号公寓 1室2厅 71.31平米,中楼层(共13层) 2009年建板楼,139,19423,2019.05.05,pudong,l1
15223,书院一号公寓 1室1厅 71.18平米,中楼层(共13层) 2009年建板楼,132,18545,2019.03.31,pudong,l1
15398,宜浩佳园 1室2厅 76.42平米,高楼层(共4层) 2009年建板楼,187,24471,2019.02.24,pudong,l1
15574,宜浩佳园 1室2厅 75.97平米,高楼层(共4层) 2009年建板楼,185,24326,2018.12.06,pudong,l1
15751,宜浩佳园 1室2厅 78.08平米,低楼层(共4层) 2009年建板楼,195,24975,2018.11.21,pudong,l1
15929,云帆雅苑 1室1厅 76.06平米,高楼层(共10层) 2007年建板楼,157,20642,2017.11.15,pudong,l1
16108,万祥馨苑 1室1厅 70.96平米,低楼层(共11层) 2008年建板楼,148,20857,2017.10.10,pudong,l1
16288,云帆佳苑 1室1厅 76.06平米,高楼层(共10层) 2007年建板楼,158,20774,2017.04.22,pudong,l1
16469,书院一号公寓 1室1厅 71.18平米,高楼层(共13层) 2009年建板楼,133,18686,2016.10.09,pudong,l1
16651,亚龙国际大厦 2房间1卫 82.08平米,高楼层(共16层) 塔楼,175,21321,2016.09.25,pudong,l1
16834,书院一号公寓 1室1厅 71.31平米,低楼层(共13层) 2009年建板楼,137,19212,2016.09.14,pudong,l1
17018,云帆名苑 1室1厅 75.78平米,低楼层(共11层) 2007年建板楼,149,19663,2016.09.10,pudong,l1
17203,云帆名苑 1室1厅 76.06平米,低楼层(共10层) 2007年建板楼,113,14857,2016.08.19,pudong,l1
17389,金桥中环大厦 3房间1卫 78.36平米,高楼层(共27层) 2007年建板塔结合,129,16463,2016.08.09,pudong,l1
17576,云帆花苑 2室1厅 82.3平米,低楼层(共12层) 2008年建板楼,178,21629,2021.11.23,pudong,l2
17764,云帆雅苑 2室2厅 84.58平米,高楼层(共6层) 2007年建板楼,155,18326,2021.11.22,pudong,l2
17953,丹桂佳苑 2室2厅 81.32平米,高楼层(共6层) 2008年建板楼,199,24472,2021.11.21,pudong,l2
18143,海芦镜湖苑 2室1厅 82.54平米,高楼层(共6层) 2008年建板楼,155,18779,2021.11.18,pudong,l2
18334,云锦丽苑 2室2厅 82.53平米,高楼层(共6层) 2006年建板楼,169,20429,2021.11.15,pudong,l2
18526,蓝色城邦(公寓) 2室2厅 87.39平米,中楼层(共14层) 2010年建板楼,198,22658,2021.11.13,pudong,l2
18719,凯德新视界(一期) 2室2厅 80.94平米,高楼层(共12层) 2015年建板楼,180,22239,2021.10.28,pudong,l2
18913,云树仁居 2室2厅 81.74平米,中楼层(共6层) 2008年建板楼,172,21043,2021.10.26,pudong,l2
19108,荷风景庭 2室2厅 81.63平米,高楼层(共6层) 2009年建板楼,174,21316,2021.10.17,pudong,l2
19304,云汉富颐苑 2室2厅 84.29平米,低楼层(共11层) 板楼,180,21296,2021.10.15,pudong,l2
19501,听潮六村 2室2厅 80.99平米,高楼层(共5层) 1994年建板楼,199,24571,2021.10.11,pudong,l2
19699,云锦丽苑 2室2厅 82.77平米,高楼层(共6层) 2006年建板楼,166,20056,2021.10.10,pudong,l2
19898,东升家园(三期) 2室1厅 74.43平米,低楼层(共15层) 2006年建板楼,198,26603,2021.10.07,pudong,l2
20098,锦园坊 2室1厅 73.96平米,中楼层(共5层) 2007年建板楼,192,25960,2021.09.23,pudong,l2
20299,荷风景庭 2室2厅 81.1平米,中楼层(共6层) 2009年建板楼,175,21579,2021.09.21,pudong,l2
20501,丽泽荷亭苑 2室1厅 80.6平米,中楼层(共5层) 2009年建板楼,170,21005,2021.09.20,pudong,l2
20704,荷风翠庭 2室2厅 81.1平米,高楼层(共6层) 2009年建板楼,182,22380,2021.09.15,pudong,l2
20908,新舒苑 2室2厅 81.45平米,低楼层(共6层) 2006年建板楼,183,22468,2021.09.08,pudong,l2
21113,清风雅苑 2室2厅 81.63平米,低楼层(共6层) 2009年建板楼,155,18989,2021.09.03,pudong,l2
21319,云汉富颐苑 2室2厅 84.94平米,中楼层(共11层) 板楼,184,21663,2021.08.28,pudong,l2
21526,云树欣居 2室2厅 82.6平米,低楼层(共10层) 2008年建板楼,166,20097,2021.08.07,pudong,l2
21734,新舒苑 2室1厅 81.41平米,高楼层(共6层) 2007年建板楼,178,21865,2021.08.02,pudong,l2
21943,云帆佳苑 2室2厅 83.23平米,高楼层(共6层) 2007年建板楼,180,21603,2021.07.23,pudong,l2
22153,云松翠庭 2室2厅 81.74平米,高楼层(共6层) 2008年建板楼,186,22756,2021.07.19,pudong,l2
22364,新舒苑 2室2厅 81.48平米,高楼层(共6层) 2006年建板楼,172,21110,2021.07.17,pudong,l2
22576,丽泽兰馨苑 2室1厅 80.08平米,中楼层(共5层) 2008年建板楼,176,21979,2021.07.10,pudong,l2
22789,荷风景庭 2室2厅 81.1平米,高楼层(共6层) 2009年建板楼,188,23182,2021.07.10,pudong,l2
23003,天健萃园 2室2厅 74.71平米,中楼层(共15层) 板楼,196,26235,2021.07.10,pudong,l2
23218,新建路16弄 2室2厅 75.44平米,高楼层(共6层) 板楼,172,22800,2021.07.09,pudong,l2
23434,云树仁居 2室2厅 81.3平米,低楼层(共6层) 2008年建板楼,184,22633,2021.06.21,pudong,l2
23651,汇民锦苑 3室1厅 86.39平米,低楼层(共16层) 2016年建板楼,180,20778,2021.10.13,pudong,l3
23869,惠东路300弄 3室1厅 81.35平米,高楼层(共5层) 1996年建板楼,179,21967,2021.04.05,pudong,l3
24088,听潮四村 3室2厅 82.33平米,高楼层(共6层) 1994年建板楼,194,23552,2021.02.28,pudong,l3
24308,海燕二村 3室1厅 82.37平米,高楼层(共6层) 1994年建板楼,187,22703,2021.02.25,pudong,l3
24529,车站南路12号 3室1厅 72.5平米,中楼层(共6层) 1994年建板楼,157,21656,2021.01.24,pudong,l3
24751,绿缘新村 3室1厅 84.05平米,高楼层(共6层) 1995年建板楼,172,20441,2021.01.09,pudong,l3
24974,绿缘新村 3室2厅 82平米,高楼层(共6层) 1995年建板楼,186,22683,2021.01.03,pudong,l3
25198,运通路728弄 3室1厅 73.31平米,高楼层(共6层) 1993年建板楼,199,27146,2021.01.01,pudong,l3
25423,听潮二村 3室1厅 83.8平米,中楼层(共6层) 1992年建板楼,184,21934,2020.12.28,pudong,l3
25649,丽泽梅傲苑 3室1厅 80.3平米,高楼层(共6层) 2011年建板楼,168,20922,2020.12.17,pudong,l3
25876,云帆佳苑 3室2厅 83.67平米,高楼层(共6层) 2007年建板楼,152,18167,2020.11.16,pudong,l3
26104,听潮二村 3室2厅 79.94平米,中楼层(共5层) 1993年建板楼,192,24019,2020.11.14,pudong,l3
26333,德盈佳园 3室2厅 82.77平米,高楼层(共6层) 2008年建板楼,195,23536,2020.09.01,pudong,l3
26563,朗诗里程 3室2厅 87平米,低楼层(共15层) 板楼,197,22644,2020.08.06,pudong,l3
26794,东亚阳光里 3室1厅 88.45平米,低楼层(共11层) 板楼,183,20690,2020.07.03,pudong,l3
27026,蓝色城邦(公寓) 3室1厅 87.57平米,低楼层(共13层) 2010年建板楼,186,21184,2020.06.25,pudong,l3
27259,临港海滨国际花园 3室2厅 87.38平米,低楼层(共13层) 2011年建板楼,189,21630,2020.06.23,pudong,l3
27493,听潮二村 3室1厅 81.46平米,低楼层(共5层) 1993年建板楼,185,22711,2020.05.30,pudong,l3
27728,惠康苑 3室1厅 78.77平米,高楼层(共18层) 2014年建板楼,192,24375,2020.04.27,pudong,l3
27964,凯德新视界(一期) 3室1厅 87平米,低楼层(共18层) 2015年建板楼,174,20000,2020.04.22,pudong,l3
