,title,build_time,price,unit_price,transaction_date,district,bedrooms
1781326,翠珠大厦 3室2厅 161.18平米,低楼层(共18层) 1998年建板塔结合,449,27858,2021.02.01,pudong,l3
1783214,东方冠郡一期 3室2厅 161.48平米,低楼层(共3层) 2007年建板楼,457,28301,2020.08.05,pudong,l3
1785103,丽都华庭 3室2厅 180.07平米,中楼层(共5层) 2014年建板楼,458,25435,2020.06.25,pudong,l3
1786993,绿地东岸涟城 3室4厅 194.44平米,低楼层(共3层) 2009年建板楼,462,23761,2020.06.10,pudong,l3
1788884,布鲁斯小镇(一期)(别墅) 3室2厅 155平米,低楼层(共3层) 2013年建板楼,400,25807,2020.01.04,pudong,l3
1790776,鹏润伊顿公馆 3室2厅 215.55平米,低楼层(共6层) 2013年建板楼,455,21109,2019.09.02,pudong,l3
1792669,布鲁斯小镇(二期)(别墅) 3室1厅 151平米,低楼层(共3层) 2011年建板楼,475,31457,2019.07.15,pudong,l3
1794563,绿海家园 3室2厅 151平米,高楼层(共6层) 2004年建板楼,408,27020,2019.07.07,pudong,l3
1796458,东方冠郡一期 3室2厅 167平米,低楼层(共2层) 2007年建板楼,450,26947,2019.07.06,pudong,l3
1798354,布鲁斯小镇(一期)(别墅) 3室2厅 151平米,低楼层(共3层) 2010年建板楼,421,27881,2019.04.17,pudong,l3
1800251,珠光苑 3室2厅 150.73平米,中楼层(共6层) 1995年建板楼,496,32907,2018.09.27,pudong,l3
1802149,布鲁斯小镇(一期)(别墅) 3室2厅 151.08平米,低楼层(共3层) 2010年建板楼,427,28264,2018.04.08,pudong,l3
1804048,布鲁斯小镇(一期)(别墅) 3室2厅 151平米,低楼层(共3层) 2010年建板楼,478,31656,2018.03.31,pudong,l3
1805948,紫丁香花园 3室2厅 186.86平米,低楼层(共1层) 2004年建板楼,442,23655,2017.12.27,pudong,l3
1807849,南园坊 3室2厅 244.26平米,低楼层(共4层) 2004年建板楼,459,18792,2016.12.25,pudong,l3
1809751,玉兰苑(川沙) 3室3厅 171.43平米,高楼层(共18层) 1999年建板楼,410,23917,2016.11.09,pudong,l3
1811654,新川苑 3室2厅 150.62平米,高楼层(共6层) 2000年建板楼,465,30873,2016.11.06,pudong,l3
1813558,新川苑 3室2厅 150.79平米,高楼层(共6层) 2000年建板楼,460,30507,2016.10.08,pudong,l3
1815463,新川苑 3室3厅 150.75平米,高楼层(共6层) 2000年建板楼,422,27994,2016.08.26,pudong,l3
1817369,汤臣商务中心 3室1厅 193.23平米,中楼层(共28层) 1997年建板楼,450,23289,2016.08.02,pudong,l3
1819276,宁怡苑 3室3厅 167.57平米,高楼层(共6层) 2006年建板楼,435,25960,2016.07.11,pudong,l3
1821184,金纬新苑 3室3厅 158.07平米,高楼层(共5层) 2003年建板楼,475,30050,2016.06.26,pudong,l3
1823093,南郊花园东区 3室2厅 167.72平米,高楼层(共11层) 2010年建塔楼,408,24327,2016.03.16,pudong,l3
1825003,风信景苑 3室2厅 153.61平米,低楼层(共5层) 2007年建板楼,420,27342,2016.03.10,pudong,l3
1826914,莱阳新家园 3室2厅 151.27平米,高楼层(共6层) 2000年建板楼,410,27104,2016.03.06,pudong,l3
1828826,华高新苑 3室2厅 150.11平米,低楼层(共6层) 2000年建板楼,450,29979,2016.02.23,pudong,l3
1830739,环龙公寓 3室2厅 150.18平米,低楼层(共11层) 2002年建板楼,475,31629,2016.01.29,pudong,l3
1832653,御沁园(公寓) 3室2厅 161.75平米,高楼层(共21层) 2014年建板楼,451,27883,2016.01.28,pudong,l3
1834568,爱盛家园 4室2厅 165.96平米,高楼层(共17层) 2009年建板楼,436,26272,2021.11.21,pudong,l4
1836484,金枫公寓 4室2厅 152.71平米,高楼层(共6层) 2004年建板楼,430,28158,2021.11.14,pudong,l4
1838401,布鲁斯小镇(一期)(别墅) 4室2厅 151.4平米,低楼层(共3层) 暂无数据,492,32497,2021.03.12,pudong,l4
1840319,滴水湖馨苑一期 4室2厅 166.97平米,低楼层(共7层) 2010年建板楼,450,26951,2021.02.06,pudong,l4
1842238,乾耀东港 4室2厅 160.04平米,低楼层(共5层) 2013年建板楼,455,28431,2020.12.16,pudong,l4
1844158,汇锦城(一期) 4室1厅 182.83平米,中楼层(共5层) 2011年建板楼,475,25981,2020.10.17,pudong,l4
1846079,乾耀东港 4室1厅 169.57平米,低楼层(共5层) 2013年建板楼,440,25948,2020.06.22,pudong,l4
1848001,天和湖滨家园(公寓) 4室2厅 163平米,低楼层(共13层) 2010年建板楼,465,28528,2020.03.14,pudong,l4
1849924,鼎鑫名流世家 4室4厅 205平米,低楼层(共12层) 2009年建板楼,468,22830,2020.03.01,pudong,l4
1851848,汇锦城(一期) 4室2厅 175.97平米,高楼层(共5层) 2011年建板楼,445,25289,2020.01.06,pudong,l4
1853773,汇锦城(一期) 4室2厅 177.35平米,中楼层(共5层) 2011年建板楼,470,26502,2019.12.22,pudong,l4
1855699,布鲁斯小镇(一期)(别墅) 4室2厅 151平米,低楼层(共3层) 2010年建板楼,411,27219,2019.12.18,pudong,l4
1857626,欣欣苑小区 4室1厅 196.71平米,低楼层(共1层) 2004年建板楼,450,22877,2019.11.05,pudong,l4
1859554,民胜苑 4室2厅 153.52平米,中楼层(共5层) 2002年建板楼,480,31267,2019.10.16,pudong,l4
1861483,鼎鑫名流世家 4室2厅 170平米,低楼层(共11层) 2009年建板楼,430,25295,2019.09.20,pudong,l4
1863413,中海御景熙岸(公寓) 4室2厅 150平米,低楼层(共18层) 2011年建板楼,488,32534,2019.05.24,pudong,l4
1865344,紫丁香花园 4室2厅 213平米,低楼层(共1层) 2004年建板楼,476,22348,2019.04.08,pudong,l4
1867276,汇锦城(一期) 4室2厅 169.18平米,高楼层(共5层) 2011年建板楼,410,24235,2019.02.27,pudong,l4
1869209,中海御景熙岸(公寓) 4室2厅 150平米,高楼层(共18层) 2011年建板楼,474,31600,2019.01.17,pudong,l4
1871143,汇锦城(一期) 4室2厅 174.93平米,中楼层(共5层) 2011年建板楼,405,23153,2018.12.14,pudong,l4
1873078,汇锦城(一期) 4室2厅 175.16平米,低楼层(共5层) 2011年建板楼,420,23979,2018.08.30,pudong,l4
1875014,鼎鑫名流世家 4室3厅 183平米,低楼层(共11层) 2009年建板楼,455,24864,2018.08.22,pudong,l4
1876951,英雄路51弄 4室2厅 239.55平米,低楼层(共3层) 1996年建板楼,478,19955,2018.06.20,pudong,l4
1878889,汇锦城(一期) 4室2厅 175.16平米,低楼层(共6层) 2011年建板楼,473,27004,2017.12.25,pudong,l4
1880828,布鲁斯小镇(一期)(别墅) 4室2厅 176平米,低楼层(共3层) 2010年建板楼,496,28182,2017.03.29,pudong,l4
1882768,江南清漪园 4室2厅 170.13平米,高楼层(共14层) 2004年建板楼,455,26745,2017.03.09,pudong,l4
1884709,合欢公寓 4室2厅 160.02平米,高楼层(共6层) 1999年建板楼,455,28434,2016.10.15,pudong,l4
1886651,逸墅新苑 4室2厅 199.03平米,低楼层(共3层) 2004年建板楼,453,22761,2016.09.03,pudong,l4
1888594,玉宇新苑 4室2厅 161平米,低楼层(共10层) 2009年建板楼,488,30311,2016.08.26,pudong,l4
1890538,怡心苑 4室2厅 193.86平米,高楼层(共6层) 2005年建板楼,470,24245,2016.08.24,pudong,l4
1892483,绿地东岸涟城 5室2厅 196.58平米,中楼层(共5层) 2009年建板楼,497,25283,2021.10.31,pudong,l5
1894429,布鲁斯小镇(一期)(别墅) 5室2厅 176.78平米,低楼层(共3层) 2010年建暂无数据,463,26191,2019.09.28,pudong,l5
1896376,东城花苑二村 5室3厅 209平米,低楼层(共3层) 2001年建板楼,485,23206,2019.03.18,pudong,l5
1898324,金枫公寓 5室2厅 198.79平米,高楼层(共6层) 2004年建板楼,480,24147,2019.03.03,pudong,l5
1900273,金地湾流域(公寓) 5室2厅 181平米,高楼层(共14层) 2010年建板塔结合,450,24862,2018.10.31,pudong,l5
1902223,蓝色城邦(公寓) 5室2厅 249.67平米,中楼层(共4层) 2010年建板楼,401,16054,2017.06.05,pudong,l5
1904174,金枫公寓 5室4厅 190.65平米,高楼层(共6层) 2004年建板楼,400,20981,2016.03.09,pudong,l5
1906126,伟莱家园 5室2厅 178.42平米,高楼层(共6层) 2002年建板楼,464,25979,2016.03.02,pudong,l5
1908079,黄浦花园 5室3厅 174平米,低楼层(共59层) 2001年建板楼,420,24138,2016.02.21,pudong,l5
1910033,贝越流明新苑 5室3厅 200.27平米,高楼层(共6层) 2003年建板楼,495,24717,2016.01.27,pudong,l5
1911988,家化滨江苑 5室3厅 396.17平米,低楼层(共35层) 2004年建板楼,488,12306,2015.07.01,pudong,l5
1913944,长泰东郊御园(别墅) 5室2厅 181平米,低楼层(共3层) 2011年建板楼,470,25967,2015.06.08,pudong,l5
1915901,南园坊 6室2厅 233.22平米,中楼层(共4层) 2004年建板楼,404,17319,2021.05.16,pudong,l6
1917859,绿海家园 6室2厅 174.74平米,高楼层(共6层) 2004年建板楼,475,27184,2020.08.22,pudong,l6
1919818,绿海家园 7室3厅 192.53平米,高楼层(共5层) 2004年建板楼,408,21192,2016.03.05,pudong,l6
1921778,东昌新村 1室1厅 39.94平米,低楼层(共6层) 1985年建板楼,520,130196,2021.05.09,pudong,l1
1923739,梅园新村(浦东) 1室1厅 42.22平米,中楼层(共6层) 1983年建板楼,500,118428,2021.05.08,pudong,l1
1925701,金桥酒店公寓 1室1厅 49.32平米,中楼层(共4层) 2005年建板楼,685,138889,2021.04.25,pudong,l1
1927664,巨东小区 1室1厅 47.2平米,低楼层(共6层) 1994年建板楼,624,132204,2021.04.15,pudong,l1
1929628,泉东小区 1室1厅 42.76平米,中楼层(共6层) 1987年建板楼,557,130262,2021.04.11,pudong,l1
1931593,东昌新村 1室1厅 39.57平米,中楼层(共6层) 1981年建板楼,500,126359,2021.03.31,pudong,l1
1933559,潍坊九村 1室1厅 39.22平米,高楼层(共6层) 1986年建板楼,512,130546,2021.03.28,pudong,l1
1935526,金桂小区 1室1厅 42.42平米,低楼层(共6层) 1993年建板楼,536,126356,2021.02.21,pudong,l1
1937494,泉东小区 1室1厅 44.31平米,低楼层(共6层) 1993年建板楼,573,129317,2021.01.23,pudong,l1
1939463,新明大楼 1室1厅 49.74平米,中楼层(共18层) 1993年建塔楼,568,114194,2021.01.11,pudong,l1
1941433,朱家滩小区 1室1厅 38.06平米,低楼层(共6层) 1985年建板楼,522,137152,2021.01.10,pudong,l1
1943404,东园一村 1室1厅 37.87平米,中楼层(共6层) 1987年建板楼,535,141273,2021.01.04,pudong,l1
1945376,东昌新村 1室1厅 37.28平米,低楼层(共6层) 1980年建板楼,510,136803,2021.01.01,pudong,l1
1947349,东园二村 1室0厅 35.91平米,高楼层(共6层) 1987年建板楼,504,140351,2021.01.01,pudong,l1
1949323,中星张杨苑 1室1厅 41.28平米,低楼层(共6层) 1996年建板楼,515,124758,2020.12.31,pudong,l1
1951298,西镇小区(浦东) 1室1厅 46平米,中楼层(共7层) 1991年建板楼,535,116305,2020.12.26,pudong,l1
1953274,梅园新村(浦东) 1室1厅 42.92平米,高楼层(共6层) 1982年建板楼,550,128146,2020.12.19,pudong,l1
1955251,锦绣小区 1室1厅 46.71平米,中楼层(共6层) 1996年建板楼,685,146650,2020.12.18,pudong,l1
1957229,阳升公寓 1室1厅 42.13平米,高楼层(共7层) 1987年建板楼,526,124852,2020.12.07,pudong,l1
1959208,阳升公寓 1室1厅 44.04平米,低楼层(共6层) 1987年建板楼,535,121481,2020.11.30,pudong,l1
1961188,崮山小区一街坊 1室1厅 45.73平米,高楼层(共6层) 1999年建板楼,510,111525,2020.11.26,pudong,l1
1963169,崮山小区一街坊 1室1厅 45.73平米,低楼层(共6层) 1999年建板楼,520,113711,2020.11.23,pudong,l1
1965151,崮山小区二街坊 1室1厅 45.13平米,低楼层(共6层) 1999年建板楼,526,116553,2020.11.22,pudong,l1
1967134,黄山新村 1室1厅 49.92平米,高楼层(共6层) 1997年建板楼,535,107172,2020.11.14,pudong,l1
1969118,金桥酒店公寓 1室1厅 49.32平米,中楼层(共4层) 2005年建板楼,545,110503,2020.10.22,pudong,l1
1971103,崮山小区一街坊 1室1厅 45.73平米,高楼层(共6层) 1999年建板楼,510,111525,2020.10.15,pudong,l1
1973089,光辉小区 1室1厅 42.7平米,高楼层(共6层) 1990年建板楼,555,129977,2020.10.11,pudong,l1
1975076,市政大楼 1室1厅 46.62平米,中楼层(共18层) 1992年建塔楼,600,128701,2020.10.07,pudong,l1
1977064,梅园四街坊 1室1厅 40.86平米,高楼层(共6层) 1988年建板楼,557,136320,2020.10.06,pudong,l1
1979053,梅园五街坊 1室1厅 42.84平米,中楼层(共6层) 1993年建板楼,591,137956,2020.10.05,pudong,l1
1981043,梅园三街坊 2室1厅 45.66平米,低楼层(共6层) 1984年建板楼,550,120456,2021.10.04,pudong,l2
1983034,梅园三街坊 2室1厅 48.29平米,低楼层(共6层) 1985年建板楼,545,112860,2021.10.01,pudong,l2
1985026,梅园新村(浦东) 2室1厅 49.47平米,高楼层(共6层) 1980年建板楼,545,110168,2021.06.14,pudong,l2
1987019,梅园新村(浦东) 2室1厅 44.83平米,中楼层(共6层) 1980年建板楼,570,127147,2021.06.08,pudong,l2
1989013,梅园三街坊 2室1厅 47.94平米,低楼层(共6层) 1985年建板楼,640,133501,2021.06.03,pudong,l2
1991008,梅园三街坊 2室1厅 46.85平米,中楼层(共6层) 1985年建板楼,680,145145,2021.05.24,pudong,l2
1993004,梅园三街坊 2室1厅 48.69平米,高楼层(共6层) 1984年建板楼,690,141713,2021.05.20,pudong,l2
1995001,梅园新村(浦东) 2室1厅 49.06平米,中楼层(共6层) 1983年建板楼,575,117204,2021.04.24,pudong,l2
1996999,潍坊十村 2室1厅 47.86平米,中楼层(共6层) 1985年建板楼,589,123068,2021.04.10,pudong,l2
1998998,潍坊十村 2室0厅 49.93平米,中楼层(共6层) 1985年建板楼,580,116163,2021.03.21,pudong,l2
2000998,泉东小区 2室1厅 49.78平米,低楼层(共6层) 1993年建板楼,621,124749,2021.02.26,pudong,l2
2002999,潍坊十村 2室1厅 47.86平米,高楼层(共6层) 1985年建板楼,555,115964,2021.01.04,pudong,l2
2005001,东昌新村 2室1厅 46.95平米,高楼层(共6层) 1980年建板楼,559,119063,2021.01.01,pudong,l2
2007004,梅园一街坊 2室1厅 42.41平米,高楼层(共6层) 1984年建板楼,579,136525,2020.12.23,pudong,l2
2009008,梅园新村(浦东) 2室1厅 49.33平米,高楼层(共6层) 1981年建板楼,560,113522,2020.11.22,pudong,l2
2011013,梅园新村(浦东) 2室0厅 46.15平米,高楼层(共6层) 1981年建板楼,542,117444,2020.11.18,pudong,l2
2013019,梅园三街坊 2室1厅 46.31平米,中楼层(共6层) 1984年建板楼,660,142518,2020.11.15,pudong,l2
2015026,梅园新村(浦东) 2室1厅 45.96平米,中楼层(共6层) 1980年建板楼,520,113142,2020.11.01,pudong,l2
2017034,梅园六街坊 2室0厅 47.72平米,高楼层(共6层) 1992年建板楼,594,124477,2020.10.07,pudong,l2
2019043,梅园一街坊 2室1厅 49.65平米,高楼层(共5层) 1984年建板楼,526,105942,2020.09.30,pudong,l2
2021053,梅园一街坊 2室1厅 49.1平米,低楼层(共6层) 1990年建板楼,500,101833,2020.09.27,pudong,l2
2023064,梅园六街坊 2室0厅 47平米,低楼层(共6层) 1993年建板楼,606,128937,2020.09.26,pudong,l2
2025076,东园一村 2室0厅 48.7平米,中楼层(共6层) 1987年建板楼,505,103697,2020.09.16,pudong,l2
2027089,梅园新村(浦东) 2室0厅 49.47平米,中楼层(共6层) 1980年建板楼,520,105115,2020.09.06,pudong,l2
2029103,梅园一街坊 2室0厅 49.57平米,高楼层(共6层) 1986年建板楼,500,100868,2020.08.31,pudong,l2
2031118,梅园三街坊 2室1厅 47.02平米,高楼层(共6层) 1985年建板楼,572,121651,2020.08.30,pudong,l2
2033134,梅园三街坊 2室1厅 48.67平米,低楼层(共6层) 1984年建板楼,577,118554,2020.08.13,pudong,l2
2035151,梅园三街坊 2室1厅 48.57平米,中楼层(共6层) 1985年建板楼,565,116327,2020.08.09,pudong,l2
2037169,梅园新村(浦东) 2室1厅 43.24平米,低楼层(共6层) 1980年建板楼,500,115634,2020.08.04,pudong,l2
2039188,梅园五街坊 2室1厅 47.76平米,低楼层(共6层) 1991年建板楼,596,124791,2020.07.26,pudong,l2
2041208,恒大华城东林苑 1室1厅 62.76平米,中楼层(共6层) 2002年建板楼,510,81262,2021.11.21,pudong,l1
2043229,浦发罗兰翡丽 1室1厅 69.63平米,低楼层(共18层) 板楼,525,75399,2021.11.19,pudong,l1
2045251,翰城国际 1室1厅 66.97平米,低楼层(共17层) 2005年建板塔结合,585,87353,2021.10.23,pudong,l1
2047274,大华锦绣华城(二街区) 1室1厅 55.85平米,中楼层(共17层) 2012年建板楼,510,91317,2021.10.23,pudong,l1
2049298,繁荣昌盛 1室1厅 60.1平米,中楼层(共26层) 1996年建塔楼,607,100932,2021.10.21,pudong,l1
2051323,金桥酒店公寓 1室1厅 58.45平米,中楼层(共19层) 1997年建板楼,570,97520,2021.09.19,pudong,l1
2053349,牡丹路399弄 1室2厅 53.31平米,低楼层(共6层) 1996年建板楼,586,109924,2021.09.05,pudong,l1
2055376,繁荣昌盛 1室1厅 60.1平米,低楼层(共26层) 塔楼,605,100666,2021.08.21,pudong,l1
2057404,浦发罗兰翡丽 1室1厅 68.27平米,低楼层(共15层) 2017年建板楼,608,89059,2021.06.20,pudong,l1
2059433,浦祥苑 1室1厅 56.6平米,高楼层(共14层) 2013年建板楼,542,95760,2021.06.13,pudong,l1
2061463,地杰国际城D街坊 1室1厅 56平米,高楼层(共27层) 2009年建板楼,518,92500,2021.06.09,pudong,l1
2063494,金隆置地大厦 1室1厅 56.4平米,低楼层(共31层) 2003年建塔楼,506,89717,2021.06.07,pudong,l1
2065526,金隆置地大厦 1室1厅 56.4平米,中楼层(共31层) 2003年建塔楼,548,97164,2021.06.06,pudong,l1
2067559,浦发罗兰翡丽 1室2厅 69.63平米,低楼层(共18层) 板楼,585,84016,2021.06.06,pudong,l1
2069593,地杰国际城D街坊 1室1厅 56.1平米,高楼层(共27层) 2009年建板楼,514,91462,2021.06.06,pudong,l1
2071628,高弘家苑 1室1厅 59.64平米,低楼层(共15层) 2011年建板楼,528,88532,2021.06.06,pudong,l1
2073664,世华锦城 1室2厅 64.91平米,中楼层(共18层) 2007年建板楼,554,85349,2021.06.05,pudong,l1
2075701,大华锦绣华城(十街区) 1室1厅 56.47平米,高楼层(共6层) 2005年建板楼,525,92970,2021.05.30,pudong,l1
2077739,大华锦绣华城(十六街区)(公寓) 1室2厅 69.03平米,高楼层(共20层) 2008年建塔楼,670,97060,2021.05.30,pudong,l1
2079778,新里城和合苑 1室2厅 52.96平米,中楼层(共6层) 1999年建板楼,585,110461,2021.05.15,pudong,l1
2081818,浦发御园 1室1厅 67.32平米,中楼层(共12层) 2013年建板楼,585,86899,2021.04.29,pudong,l1
2083859,大华锦绣华城(十六街区)(公寓) 1室1厅 69.03平米,高楼层(共20层) 2008年建塔楼,636,92134,2021.04.28,pudong,l1
2085901,万邦都市花园 1室1厅 54.7平米,中楼层(共11层) 2004年建板楼,606,110787,2021.04.18,pudong,l1
2087944,名门河滨花园 1室1厅 64.81平米,高楼层(共21层) 2006年建塔楼,633,97671,2021.04.15,pudong,l1
2089988,万邦都市花园 1室1厅 54.8平米,中楼层(共11层) 2004年建板楼,617,112592,2021.04.12,pudong,l1
2092033,申江豪城 1室1厅 56.04平米,中楼层(共5层) 2004年建板楼,525,93684,2021.04.11,pudong,l1
2094079,上船大楼 1室1厅 63.49平米,低楼层(共18层) 1991年建塔楼,500,78753,2021.03.28,pudong,l1
2096126,花木鑫丰苑 1室1厅 54.78平米,低楼层(共6层) 2003年建板楼,634,115736,2021.03.21,pudong,l1
2098174,三杨新村一街坊 1室1厅 56.63平米,低楼层(共17层) 2013年建板楼,505,89176,2021.03.07,pudong,l1
2100223,开发浦东 1室1厅 50.51平米,中楼层(共25层) 1991年建塔楼,572,113146,2021.02.24,pudong,l1
2102273,昌七小区 2室1厅 69.22平米,中楼层(共6层) 1997年建板楼,500,72234,2021.11.21,pudong,l2
2104324,崮山小区二街坊 2室1厅 61.33平米,高楼层(共6层) 1999年建板楼,608,99136,2021.11.15,pudong,l2
2106376,东园一村 2室1厅 65平米,低楼层(共24层) 1989年建塔楼,694,106770,2021.11.12,pudong,l2
2108429,黄山新村 2室1厅 59.7平米,中楼层(共6层) 1995年建板楼,522,87438,2021.11.06,pudong,l2
2110483,浦发罗兰翡丽 2室1厅 68.22平米,高楼层(共18层) 板楼,586,85899,2021.11.05,pudong,l2
2112538,巨东小区 2室1厅 61.57平米,中楼层(共6层) 1994年建板楼,578,93877,2021.10.26,pudong,l2
2114594,梅园三街坊 2室1厅 50.11平米,高楼层(共6层) 1985年建板楼,602,120136,2021.10.24,pudong,l2
2116651,崮山小区二街坊 2室1厅 58.67平米,低楼层(共6层) 1999年建板楼,530,90336,2021.10.23,pudong,l2
2118709,新里城和合苑 2室1厅 68.84平米,低楼层(共6层) 1999年建板楼,582,84544,2021.10.23,pudong,l2
2120768,浦发罗兰翡丽 2室2厅 68.27平米,高楼层(共15层) 板楼,587,85983,2021.10.18,pudong,l2
2122828,证大家园(四期) 2室1厅 67.24平米,低楼层(共18层) 2006年建板楼,546,81202,2021.10.18,pudong,l2
2124889,羽北小区 2室2厅 69.88平米,高楼层(共6层) 1994年建板楼,638,91300,2021.10.11,pudong,l2
2126951,恒大华城东林苑 2室1厅 66.81平米,中楼层(共6层) 2002年建板楼,546,81725,2021.10.10,pudong,l2
2129014,梅园新村(浦东) 2室1厅 56.44平米,中楼层(共6层) 1983年建板楼,520,92134,2021.10.07,pudong,l2
2131078,羽北小区 2室2厅 67.5平米,低楼层(共6层) 1998年建板楼,620,91852,2021.10.05,pudong,l2
2133143,莲文苑 2室1厅 61.85平米,中楼层(共6层) 2004年建板楼,510,82458,2021.10.03,pudong,l2
2135209,东园三村 2室1厅 68.27平米,低楼层(共6层) 1995年建板楼,680,99605,2021.09.22,pudong,l2
2137276,竹园新村(浦东) 2室1厅 58.21平米,高楼层(共6层) 1988年建板楼,530,91050,2021.09.11,pudong,l2
2139344,梅园三街坊 2室1厅 51.31平米,中楼层(共6层) 1984年建板楼,602,117327,2021.09.05,pudong,l2
2141413,天后宫大楼 2室1厅 65.31平米,中楼层(共24层) 1989年建塔楼,528,80846,2021.08.24,pudong,l2
2143483,恒大华城东林苑 2室1厅 68.85平米,高楼层(共6层) 2002年建板楼,569,82644,2021.07.27,pudong,l2
2145554,雪野二村 2室1厅 61.96平米,低楼层(共16层) 1994年建塔楼,505,81505,2021.07.21,pudong,l2
2147626,阳升公寓 2室0厅 56.53平米,中楼层(共5层) 1986年建板楼,560,99063,2021.07.19,pudong,l2
2149699,羽北小区 2室1厅 69.88平米,低楼层(共6层) 1994年建板楼,705,100888,2021.07.14,pudong,l2
2151773,梅园五街坊 2室1厅 54.15平米,高楼层(共6层) 1991年建板楼,680,125578,2021.07.08,pudong,l2
2153848,梅园五街坊 2室1厅 50.06平米,高楼层(共6层) 1994年建板楼,730,145826,2021.07.04,pudong,l2
2155924,潍坊六村 2室1厅 51.21平米,低楼层(共6层) 1983年建板楼,532,103886,2021.06.11,pudong,l2
2158001,梅园三村 2室1厅 61.68平米,中楼层(共5层) 1983年建板楼,600,97277,2021.06.09,pudong,l2
2160079,逸翠公馆 2室1厅 66.55平米,中楼层(共24层) 2011年建塔楼,545,81894,2021.06.07,pudong,l2
2162158,东欣小区 2室1厅 65.16平米,高楼层(共25层) 1992年建塔楼,716,109884,2021.06.05,pudong,l2
2164238,梅园四街坊 3室1厅 61.47平米,高楼层(共6层) 1988年建板塔结合,686,111600,2021.10.23,pudong,l3
2166319,梅园三街坊 3室1厅 51.58平米,中楼层(共6层) 1985年建板楼,716,138814,2021.06.27,pudong,l3
2168401,潍坊七村 3室0厅 68.93平米,中楼层(共6层) 1982年建板楼,665,96475,2021.05.19,pudong,l3
2170484,梅园新村(浦东) 3室0厅 61.11平米,中楼层(共6层) 1980年建板楼,697,114057,2020.12.30,pudong,l3
2172568,巨东小区 3室1厅 67.71平米,中楼层(共6层) 1994年建板楼,719,106189,2020.12.20,pudong,l3
2174653,潍坊八村 3室1厅 65.63平米,中楼层(共6层) 1985年建板楼,538,81975,2020.12.05,pudong,l3
2176739,大华锦绣华城(九街区) 3室1厅 55.46平米,高楼层(共5层) 2006年建板楼,523,94303,2020.11.30,pudong,l3
2178826,泉东(二)小区 3室1厅 58平米,高楼层(共6层) 1988年建板楼,515,88794,2020.11.02,pudong,l3
2180914,梅园四街坊 3室1厅 69.63平米,低楼层(共6层) 1988年建板楼,786,112883,2020.10.25,pudong,l3
2183003,东园三村 3室1厅 63.94平米,低楼层(共6层) 1996年建板楼,606,94777,2020.09.17,pudong,l3
2185093,羽北小区 3室1厅 67.71平米,中楼层(共6层) 1994年建板楼,620,91567,2020.07.26,pudong,l3
2187184,梅园三街坊 3室0厅 64.14平米,中楼层(共6层) 1984年建板楼,645,100562,2020.01.13,pudong,l3
2189276,梅园三街坊 3室1厅 52.37平米,中楼层(共6层) 1984年建板楼,545,104068,2019.09.26,pudong,l3
2191369,崮山小区四街坊 3室1厅 66.55平米,中楼层(共6层) 1996年建板楼,590,88656,2019.07.06,pudong,l3
2193463,梅园三街坊 3室1厅 52.37平米,高楼层(共6层) 1984年建板楼,550,105022,2018.12.17,pudong,l3
2195558,羽北小区 3室1厅 67.71平米,高楼层(共6层) 1994年建板楼,560,82706,2018.08.06,pudong,l3
2197654,潍坊六村 3室1厅 68.09平米,高楼层(共6层) 1983年建板楼,525,77104,2018.05.20,pudong,l3
2199751,东城新村 3室1厅 64.17平米,高楼层(共6层) 1999年建板楼,520,81035,2018.04.28,pudong,l3
2201849,梅园三街坊 3室0厅 67.5平米,中楼层(共6层) 1985年建板楼,618,91556,2018.04.02,pudong,l3
2203948,羽北小区 3室1厅 67.71平米,中楼层(共6层) 1994年建板楼,555,81968,2018.01.21,pudong,l3
2206048,泉东(二)小区 3室0厅 61.96平米,中楼层(共6层) 1984年建板楼,547,88283,2017.09.17,pudong,l3
2208149,朱家滩小区 3室1厅 64.17平米,中楼层(共6层) 1986年建板楼,570,88827,2017.08.16,pudong,l3
2210251,新里城和合苑 3室2厅 66.72平米,低楼层(共6层) 1999年建板楼,502,75240,2016.12.19,pudong,l3
2212354,东欣小区 3室0厅 69.58平米,中楼层(共25层) 1993年建塔楼,511,73441,2016.11.05,pudong,l3
2214458,梅园三街坊 3室0厅 65.61平米,低楼层(共6层) 1985年建板楼,590,89926,2016.10.23,pudong,l3
2216563,梅园三街坊 3室1厅 67.29平米,高楼层(共6层) 1985年建板楼,575,85452,2016.09.17,pudong,l3
2218669,瑞苑公寓 1室1厅 81.39平米,中楼层(共40层) 2001年建塔楼,730,89692,2021.10.11,pudong,l1
2220776,东方城市华庭 1室1厅 73.25平米,高楼层(共9层) 2006年建板楼,596,81366,2021.09.13,pudong,l1
2222884,金桥名都 1室1厅 86.11平米,低楼层(共11层) 2004年建板楼,707,82105,2021.07.10,pudong,l1
2224993,瑞苑公寓 1室2厅 81.06平米,高楼层(共40层) 2001年建塔楼,685,84506,2021.01.19,pudong,l1
2227103,东晶国际公寓 1室1厅 71.51平米,低楼层(共29层) 2006年建塔楼,760,106279,2021.01.11,pudong,l1
2229214,万科新里程 1室2厅 75.2平米,低楼层(共8层) 2006年建板楼,679,90293,2021.01.10,pudong,l1
2231326,证大家园(四期) 1室2厅 87.2平米,低楼层(共11层) 2006年建板楼,620,71101,2021.01.10,pudong,l1
